DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
2023501,2023501,27,Delivered,60 minutes,97666,2023-01-01 21:34:00,2023-01-01 13:34:00,
2023502,2023502,33,Delivered,40 minutes,29934,2023-01-02 14:02:00,2023-01-01 13:02:00,
2023503,2023503,30,Delivered,55 minutes,81690,2023-01-02 06:50:00,2023-01-01 13:50:00,
2023504,2023504,27,Delivered,23 minutes,74683,2023-01-01 12:18:00,2023-01-01 09:18:00,
2023505,2023505,12,Delivered,45 minutes,56178,2023-01-02 04:32:00,2023-01-01 19:32:00,
2023506,2023506,36,Delivered,46 minutes,66619,2023-01-02 13:01:00,2023-01-01 20:01:00,
2023507,2023507,26,Returned,6 minutes,67664,2023-01-01 22:02:00,2023-01-01 08:02:00,
2023508,2023508,35,Delivered,17 minutes,23447,2023-01-02 22:05:00,2023-01-01 07:05:00,
2023509,2023509,36,Abandoned,55 minutes,93738,2023-01-01 14:38:00,2023-01-01 08:38:00,
2023510,2023510,4,Delivered,15 minutes,77773,2023-01-03 16:20:00,2023-01-01 19:20:00,
2023511,2023511,7,Delivered,50 minutes,69562,2023-01-03 01:45:00,2023-01-01 20:45:00,
2023512,2023512,15,Delivered,18 minutes,97369,2023-01-03 07:00:00,2023-01-01 08:00:00,
2023513,2023513,14,Delivered,22 minutes,77410,2023-01-01 13:46:00,2023-01-01 07:46:00,
2023514,2023514,25,Delivered,24 minutes,47364,2023-01-03 03:55:00,2023-01-01 13:55:00,
2023515,2023515,33,Delivered,53 minutes,45723,2023-01-03 08:28:00,2023-01-01 13:28:00,
2023516,2023516,25,Delivered,46 minutes,92219,2023-01-03 00:42:00,2023-01-01 07:42:00,
2023517,2023517,25,Delivered,35 minutes,14661,2023-01-01 21:16:00,2023-01-01 08:16:00,
2023518,2023518,26,Delivered,58 minutes,88511,2023-01-03 07:27:00,2023-01-01 07:27:00,
2023519,2023519,40,Delivered,40 minutes,72329,2023-01-03 01:46:00,2023-01-01 09:46:00,
2023520,2023520,14,Delivered,50 minutes,49150,2023-01-01 12:20:00,2023-01-01 07:20:00,
2023521,2023521,27,Delivered,58 minutes,72900,2023-01-02 02:18:00,2023-01-01 09:18:00,
2023522,2023522,22,Delivered,44 minutes,8755,2023-01-02 13:48:00,2023-01-01 13:48:00,
2023523,2023523,11,Delivered,22 minutes,82540,2023-01-02 18:38:00,2023-01-01 14:38:00,
2023524,2023524,11,Delivered,11 minutes,94422,2023-01-02 13:47:00,2023-01-01 13:47:00,
2023525,2023525,31,Delivered,46 minutes,51285,2023-01-03 06:21:00,2023-01-01 14:21:00,
2023526,2023526,2,Delivered,59 minutes,68951,2023-01-01 23:43:00,2023-01-01 09:43:00,
2023527,2023527,16,Delivered,39 minutes,35210,2023-01-01 12:13:00,2023-01-01 08:13:00,
2023528,2023528,26,Delivered,9 minutes,917,2023-01-03 01:02:00,2023-01-01 07:02:00,
2023529,2023529,22,Delivered,56 minutes,2726,2023-01-01 10:13:00,2023-01-01 09:13:00,
2023530,2023530,31,Delivered,15 minutes,65973,2023-01-02 16:45:00,2023-01-01 09:45:00,
2023531,2023531,28,Delivered,7 minutes,44635,2023-01-02 02:41:00,2023-01-01 09:41:00,
2023532,2023532,3,Delivered,39 minutes,97705,2023-01-02 05:24:00,2023-01-01 08:24:00,
2023533,2023533,8,Delivered,55 minutes,78652,2023-01-01 11:01:00,2023-01-01 07:01:00,
2023534,2023534,11,Delivered,46 minutes,19998,2023-01-02 18:06:00,2023-01-01 08:06:00,
2023535,2023535,20,Delivered,29 minutes,9925,2023-01-03 15:23:00,2023-01-01 19:23:00,
2023536,2023536,35,Delivered,42 minutes,29703,2023-01-02 01:59:00,2023-01-01 09:59:00,
2023537,2023537,2,Delivered,39 minutes,41594,2023-01-02 09:03:00,2023-01-01 07:03:00,
2023538,2023538,21,Delivered,13 minutes,19489,2023-01-03 06:09:00,2023-01-01 08:09:00,
2023539,2023539,17,Delivered,39 minutes,70518,2023-01-01 21:06:00,2023-01-01 19:06:00,
2023540,2023540,11,Delivered,23 minutes,28360,2023-01-02 07:22:00,2023-01-01 14:22:00,
2023541,2023541,38,Delivered,5 minutes,31793,2023-01-01 18:29:00,2023-01-01 09:29:00,
2023542,2023542,27,Delivered,29 minutes,92482,2023-01-02 06:58:00,2023-01-01 20:58:00,
2023543,2023543,18,Delivered,42 minutes,97120,2023-01-01 20:26:00,2023-01-01 08:26:00,
2023544,2023544,17,Delivered,7 minutes,46840,2023-01-01 23:33:00,2023-01-01 07:33:00,
2023545,2023545,28,Delivered,30 minutes,92502,2023-01-02 13:31:00,2023-01-01 08:31:00,
2023546,2023546,26,Delivered,32 minutes,31764,2023-01-02 20:18:00,2023-01-01 08:18:00,
2023547,2023547,31,Delivered,7 minutes,71914,2023-01-02 04:51:00,2023-01-01 07:51:00,
