OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
2023501,97666,1598,2023-01-01 13:34:00,1373,Delivered,UPI,2023-01-01 13:34:00,
2023502,29934,1218,2023-01-01 13:02:00,457,Delivered,Wallet,2023-01-01 13:02:00,
2023503,81690,943,2023-01-01 13:50:00,2060,Delivered,UPI,2023-01-01 13:50:00,
2023504,74683,476,2023-01-01 09:18:00,2622,Delivered,Credit Card,2023-01-01 09:18:00,
2023505,56178,1319,2023-01-01 19:32:00,2137,Delivered,Wallet,2023-01-01 19:32:00,
2023506,66619,144,2023-01-01 20:01:00,7078,Delivered,UPI,2023-01-01 20:01:00,
2023507,67664,1511,2023-01-01 08:02:00,538,Delivered,Wallet,2023-01-01 08:02:00,
2023508,23447,1212,2023-01-01 07:05:00,590,Delivered,Credit Card,2023-01-01 07:05:00,
2023509,93738,792,2023-01-01 08:38:00,568,Delivered,UPI,2023-01-01 08:38:00,
2023510,77773,528,2023-01-01 19:20:00,3463,Delivered,UPI,2023-01-01 19:20:00,
2023511,69562,1521,2023-01-01 20:45:00,282,Delivered,Wallet,2023-01-01 20:45:00,
2023512,97369,682,2023-01-01 08:00:00,676,Delivered,UPI,2023-01-01 08:00:00,
2023513,77410,890,2023-01-01 07:46:00,546,Delivered,UPI,2023-01-01 07:46:00,
2023514,47364,1343,2023-01-01 13:55:00,645,Delivered,UPI,2023-01-01 13:55:00,
2023515,45723,983,2023-01-01 13:28:00,2375,Delivered,Credit Card,2023-01-01 13:28:00,
2023516,92219,860,2023-01-01 07:42:00,302,Delivered,Credit Card,2023-01-01 07:42:00,
2023517,14661,1324,2023-01-01 08:16:00,717,Returned,UPI,2023-01-01 08:16:00,
2023518,88511,884,2023-01-01 07:27:00,2414,Delivered,Wallet,2023-01-01 07:27:00,
2023519,72329,1283,2023-01-01 09:46:00,365,Delivered,Credit Card,2023-01-01 09:46:00,
2023520,49150,833,2023-01-01 07:20:00,593,Delivered,UPI,2023-01-01 07:20:00,
2023521,72900,97,2023-01-01 09:18:00,194,Delivered,Credit Card,2023-01-01 09:18:00,
2023522,8755,219,2023-01-01 13:48:00,1200,Delivered,Credit Card,2023-01-01 13:48:00,
