DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20234601,20234601,30,Delivered,55 minutes,36623,2023-01-05 08:09:00,2023-01-03 14:09:00,
20234602,20234602,9,Delivered,22 minutes,10246,2023-01-04 09:16:00,2023-01-03 08:16:00,
20234603,20234603,1,Delivered,37 minutes,29778,2023-01-03 22:41:00,2023-01-03 19:41:00,
20234604,20234604,39,Delivered,9 minutes,78805,2023-01-04 12:28:00,2023-01-03 07:28:00,
20234605,20234605,21,Delivered,33 minutes,29128,2023-01-05 11:48:00,2023-01-03 14:48:00,
20234606,20234606,10,Delivered,11 minutes,27608,2023-01-04 02:02:00,2023-01-03 07:02:00,
20234607,20234607,9,Delivered,29 minutes,17864,2023-01-04 23:44:00,2023-01-03 09:44:00,
20234608,20234608,32,Delivered,41 minutes,53366,2023-01-04 13:40:00,2023-01-03 09:40:00,
20234609,20234609,24,Delivered,51 minutes,7278,2023-01-04 07:51:00,2023-01-03 12:51:00,
20234610,20234610,23,Delivered,58 minutes,11545,2023-01-04 08:56:00,2023-01-03 09:56:00,
20234611,20234611,15,Delivered,50 minutes,96689,2023-01-03 22:15:00,2023-01-03 14:15:00,
20234612,20234612,18,Delivered,14 minutes,16211,2023-01-04 18:52:00,2023-01-03 09:52:00,
20234613,20234613,14,Delivered,56 minutes,47978,2023-01-04 03:13:00,2023-01-03 12:13:00,
20234614,20234614,21,Abandoned,43 minutes,60914,2023-01-05 05:21:00,2023-01-03 07:21:00,
20234615,20234615,14,Delivered,59 minutes,62487,2023-01-04 06:19:00,2023-01-03 14:19:00,
20234616,20234616,17,Delivered,42 minutes,94467,2023-01-05 04:30:00,2023-01-03 13:30:00,
20234617,20234617,35,Delivered,56 minutes,90515,2023-01-04 21:03:00,2023-01-03 09:03:00,
20234618,20234618,35,Delivered,6 minutes,7911,2023-01-04 23:19:00,2023-01-03 19:19:00,
