DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231001,20231001,36,Delivered,31 minutes,30119,2023-01-01 23:01:00,2023-01-01 14:01:00,
20231002,20231002,1,Delivered,8 minutes,80682,2023-01-03 09:15:00,2023-01-01 09:15:00,
20231003,20231003,10,Delivered,41 minutes,87709,2023-01-01 21:02:00,2023-01-01 09:02:00,
20231004,20231004,10,Delivered,48 minutes,4664,2023-01-03 06:11:00,2023-01-01 08:11:00,
20231005,20231005,18,Delivered,38 minutes,6681,2023-01-02 14:52:00,2023-01-01 14:52:00,
20231006,20231006,35,Delivered,35 minutes,44508,2023-01-01 15:45:00,2023-01-01 12:45:00,
20231007,20231007,29,Canceled,6 minutes,57,2023-01-01 19:23:00,2023-01-01 09:23:00,
20231008,20231008,2,Delivered,23 minutes,3246,2023-01-03 01:37:00,2023-01-01 09:37:00,
20231009,20231009,3,Delivered,50 minutes,50540,2023-01-01 20:14:00,2023-01-01 07:14:00,
20231010,20231010,18,Delivered,51 minutes,78244,2023-01-02 20:10:00,2023-01-01 08:10:00,
20231011,20231011,17,Delivered,5 minutes,65474,2023-01-01 22:57:00,2023-01-01 12:57:00,
20231012,20231012,10,Delivered,60 minutes,77933,2023-01-02 15:59:00,2023-01-01 07:59:00,
20231013,20231013,33,Delivered,41 minutes,94987,2023-01-01 20:20:00,2023-01-01 14:20:00,
20231014,20231014,38,Delivered,41 minutes,60817,2023-01-03 06:07:00,2023-01-01 13:07:00,
20231015,20231015,9,Delivered,58 minutes,5139,2023-01-03 11:35:00,2023-01-01 13:35:00,
20231016,20231016,9,Delivered,14 minutes,89364,2023-01-03 01:55:00,2023-01-01 13:55:00,
20231017,20231017,20,Delivered,15 minutes,66463,2023-01-03 01:25:00,2023-01-01 07:25:00,
20231018,20231018,38,Delivered,34 minutes,70449,2023-01-01 12:22:00,2023-01-01 07:22:00,
20231019,20231019,33,Delivered,6 minutes,10123,2023-01-01 14:53:00,2023-01-01 13:53:00,
20231020,20231020,19,Delivered,49 minutes,2014,2023-01-02 23:10:00,2023-01-01 20:10:00,
20231021,20231021,4,Delivered,54 minutes,73223,2023-01-02 12:00:00,2023-01-01 13:00:00,
20231022,20231022,9,Delivered,47 minutes,81341,2023-01-02 07:45:00,2023-01-01 19:45:00,
20231023,20231023,21,Delivered,58 minutes,74725,2023-01-02 00:46:00,2023-01-01 14:46:00,
20231024,20231024,14,Delivered,57 minutes,97111,2023-01-01 15:07:00,2023-01-01 09:07:00,
20231025,20231025,14,Delivered,20 minutes,36124,2023-01-01 16:11:00,2023-01-01 09:11:00,
20231026,20231026,29,Delivered,60 minutes,18050,2023-01-01 15:08:00,2023-01-01 08:08:00,
20231027,20231027,40,Delivered,31 minutes,6006,2023-01-01 15:54:00,2023-01-01 09:54:00,
20231028,20231028,17,Delivered,25 minutes,6715,2023-01-02 14:26:00,2023-01-01 20:26:00,
20231029,20231029,26,Delivered,48 minutes,6573,2023-01-03 06:14:00,2023-01-01 07:14:00,
20231030,20231030,18,Delivered,14 minutes,36327,2023-01-02 17:20:00,2023-01-01 13:20:00,
20231031,20231031,17,Delivered,60 minutes,60826,2023-01-01 10:55:00,2023-01-01 07:55:00,
20231032,20231032,38,Delivered,11 minutes,69863,2023-01-03 03:54:00,2023-01-01 07:54:00,
20231033,20231033,8,Delivered,43 minutes,35681,2023-01-02 19:37:00,2023-01-01 20:37:00,
20231034,20231034,10,Delivered,22 minutes,29285,2023-01-03 07:14:00,2023-01-01 09:14:00,
20231035,20231035,7,Delivered,35 minutes,40544,2023-01-02 14:26:00,2023-01-01 12:26:00,
20231036,20231036,34,Delivered,54 minutes,18869,2023-01-03 03:32:00,2023-01-01 13:32:00,
20231037,20231037,27,Delivered,59 minutes,99161,2023-01-02 07:19:00,2023-01-01 08:19:00,
20231038,20231038,32,Delivered,37 minutes,45688,2023-01-03 01:17:00,2023-01-01 14:17:00,
20231039,20231039,22,Delivered,22 minutes,4510,2023-01-02 09:32:00,2023-01-01 07:32:00,
20231040,20231040,7,Delivered,56 minutes,45353,2023-01-02 09:35:00,2023-01-01 07:35:00,
20231041,20231041,6,Delivered,35 minutes,52129,2023-01-02 02:24:00,2023-01-01 19:24:00,
20231042,20231042,9,Delivered,18 minutes,72444,2023-01-02 14:45:00,2023-01-01 07:45:00,
20231043,20231043,1,Delivered,57 minutes,44288,2023-01-01 18:36:00,2023-01-01 14:36:00,
