OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20231,72386,10,2023-01-01 14:10:00,478,Delivered,UPI,2023-01-01 14:10:00,
20232,77533,267,2023-01-01 19:18:00,3580,Delivered,Credit Card,2023-01-01 19:18:00,
20233,31343,90,2023-01-01 08:49:00,5502,Delivered,Credit Card,2023-01-01 08:49:00,
20234,72730,1225,2023-01-01 09:01:00,2179,Delivered,Credit Card,2023-01-01 09:01:00,
20235,75742,290,2023-01-01 08:00:00,837,Delivered,Credit Card,2023-01-01 08:00:00,
20236,70020,151,2023-01-01 09:31:00,1432,Delivered,Credit Card,2023-01-01 09:31:00,
20237,80372,139,2023-01-01 12:05:00,8840,Delivered,Credit Card,2023-01-01 12:05:00,
20238,39480,675,2023-01-01 09:21:00,254,Delivered,CoD,2023-01-01 09:21:00,
20239,483,651,2023-01-01 07:56:00,2380,Delivered,UPI,2023-01-01 07:56:00,
202310,41530,1129,2023-01-01 07:11:00,1302,Delivered,UPI,2023-01-01 07:11:00,
202311,87533,1591,2023-01-01 12:27:00,2411,Delivered,UPI,2023-01-01 12:27:00,
202312,16536,195,2023-01-01 13:01:00,802,Delivered,Credit Card,2023-01-01 13:01:00,
202313,96684,690,2023-01-01 08:38:00,1263,Delivered,UPI,2023-01-01 08:38:00,
202314,56104,1342,2023-01-01 08:59:00,440,Delivered,UPI,2023-01-01 08:59:00,
202315,64014,1625,2023-01-01 14:39:00,2214,Delivered,Credit Card,2023-01-01 14:39:00,
202316,61890,1078,2023-01-01 07:12:00,2138,Delivered,Debit Card,2023-01-01 07:12:00,
202317,12852,139,2023-01-01 07:18:00,10227,Delivered,UPI,2023-01-01 07:18:00,
202318,39676,393,2023-01-01 09:23:00,525,Delivered,Credit Card,2023-01-01 09:23:00,
202319,82968,1434,2023-01-01 08:43:00,3068,Delivered,Credit Card,2023-01-01 08:43:00,
202320,68015,882,2023-01-01 08:44:00,2297,Delivered,UPI,2023-01-01 08:44:00,
202321,40462,805,2023-01-01 08:05:00,3503,Abandoned,UPI,2023-01-01 08:05:00,
202322,47739,1596,2023-01-01 07:26:00,2283,Delivered,Wallet,2023-01-01 07:26:00,
202323,14469,1303,2023-01-01 09:37:00,3126,Delivered,Debit Card,2023-01-01 09:37:00,
202324,28671,200,2023-01-01 08:12:00,1618,Delivered,Debit Card,2023-01-01 08:12:00,
202325,21707,267,2023-01-01 12:34:00,1379,Delivered,Credit Card,2023-01-01 12:34:00,
202326,41479,978,2023-01-01 12:45:00,454,Delivered,UPI,2023-01-01 12:45:00,
202327,28071,232,2023-01-01 12:20:00,1368,Delivered,Credit Card,2023-01-01 12:20:00,
202328,42340,925,2023-01-01 08:15:00,1627,Delivered,Credit Card,2023-01-01 08:15:00,
202329,41028,28,2023-01-01 08:16:00,913,Delivered,Wallet,2023-01-01 08:16:00,
202330,68508,701,2023-01-01 14:45:00,3165,Delivered,UPI,2023-01-01 14:45:00,
202331,29666,14,2023-01-01 07:34:00,566,Delivered,Credit Card,2023-01-01 07:34:00,
202332,94252,609,2023-01-01 07:08:00,452,Delivered,CoD,2023-01-01 07:08:00,
202333,57328,1277,2023-01-01 07:48:00,5219,Delivered,UPI,2023-01-01 07:48:00,
202334,71662,1326,2023-01-01 13:12:00,2872,Delivered,Credit Card,2023-01-01 13:12:00,
202335,66817,267,2023-01-01 08:29:00,1588,Delivered,Debit Card,2023-01-01 08:29:00,
202336,29983,1548,2023-01-01 07:56:00,393,Delivered,Credit Card,2023-01-01 07:56:00,
202337,78184,730,2023-01-01 09:44:00,434,Delivered,Credit Card,2023-01-01 09:44:00,
202338,10142,1161,2023-01-01 09:36:00,876,Delivered,Credit Card,2023-01-01 09:36:00,
