OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
2023201,80594,1773,2023-01-01 20:51:00,1229,Delivered,CoD,2023-01-01 20:51:00,
2023202,15580,605,2023-01-01 09:24:00,1272,Delivered,Credit Card,2023-01-01 09:24:00,
2023203,48134,729,2023-01-01 20:10:00,246,Delivered,UPI,2023-01-01 20:10:00,
2023204,27758,1230,2023-01-01 13:48:00,446,Delivered,Credit Card,2023-01-01 13:48:00,
2023205,74592,1527,2023-01-01 09:09:00,664,Returned,Credit Card,2023-01-01 09:09:00,
2023206,19888,200,2023-01-01 08:43:00,1514,Delivered,UPI,2023-01-01 08:43:00,
2023207,26605,921,2023-01-01 09:37:00,838,Delivered,Wallet,2023-01-01 09:37:00,
2023208,42679,1335,2023-01-01 08:27:00,2190,Delivered,Credit Card,2023-01-01 08:27:00,
2023209,37585,433,2023-01-01 20:54:00,2058,Delivered,UPI,2023-01-01 20:54:00,
2023210,72499,1338,2023-01-01 08:58:00,720,Delivered,Wallet,2023-01-01 08:58:00,
2023211,48428,943,2023-01-01 20:49:00,2004,Delivered,Credit Card,2023-01-01 20:49:00,
2023212,31202,593,2023-01-01 13:57:00,4573,Delivered,Credit Card,2023-01-01 13:57:00,
2023213,72751,864,2023-01-01 08:38:00,416,Delivered,Credit Card,2023-01-01 08:38:00,
2023214,44359,1572,2023-01-01 09:45:00,1172,Delivered,Credit Card,2023-01-01 09:45:00,
2023215,23872,834,2023-01-01 08:42:00,2025,Delivered,Credit Card,2023-01-01 08:42:00,
2023216,90897,1744,2023-01-01 09:46:00,3294,Delivered,Wallet,2023-01-01 09:46:00,
2023217,25406,417,2023-01-01 08:20:00,1455,Delivered,Wallet,2023-01-01 08:20:00,
2023218,8099,1694,2023-01-01 08:50:00,2010,Delivered,Wallet,2023-01-01 08:50:00,
2023219,75585,1461,2023-01-01 08:19:00,1579,Returned,UPI,2023-01-01 08:19:00,
2023220,2255,764,2023-01-01 07:25:00,832,Failed,Credit Card,2023-01-01 07:25:00,
2023221,19143,1118,2023-01-01 08:41:00,1108,Delivered,Credit Card,2023-01-01 08:41:00,
2023222,82073,1024,2023-01-01 09:06:00,801,Delivered,UPI,2023-01-01 09:06:00,
2023223,28018,691,2023-01-01 08:36:00,2440,Delivered,Credit Card,2023-01-01 08:36:00,
