OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
2023440110981,20234401,3244,3,641,1923,2023-01-03 08:35:00,
2023440110982,20234401,3246,5,506,2530,2023-01-03 08:35:00,
2023440110983,20234401,3245,1,505,505,2023-01-03 08:35:00,
2023440210984,20234402,218,4,194,776,2023-01-03 09:52:00,
2023440210985,20234402,219,2,224,448,2023-01-03 09:52:00,
2023440210986,20234402,220,3,162,486,2023-01-03 09:52:00,
2023440310987,20234403,2104,5,134,670,2023-01-03 09:15:00,
2023440410988,20234404,3931,4,624,2496,2023-01-03 08:18:00,
2023440410989,20234404,3934,4,480,1920,2023-01-03 08:18:00,
2023440410990,20234404,3933,3,617,1851,2023-01-03 08:18:00,
2023440410991,20234404,3932,2,595,1190,2023-01-03 08:18:00,
2023440510992,20234405,3911,2,362,724,2023-01-03 08:44:00,
2023440610993,20234406,3124,5,231,1155,2023-01-03 09:00:00,
2023440710994,20234407,544,2,483,966,2023-01-03 12:44:00,
2023440710995,20234407,545,4,214,856,2023-01-03 12:44:00,
2023440810996,20234408,2883,2,133,266,2023-01-03 08:11:00,
2023440810997,20234408,2881,5,359,1795,2023-01-03 08:11:00,
2023440810998,20234408,2882,5,244,1220,2023-01-03 08:11:00,
2023440910999,20234409,162,1,168,168,2023-01-03 12:33:00,
2023440911000,20234409,163,4,47,188,2023-01-03 12:33:00,
2023440911001,20234409,161,2,350,700,2023-01-03 12:33:00,
2023440911002,20234409,159,4,121,484,2023-01-03 12:33:00,
2023440911003,20234409,160,4,361,1444,2023-01-03 12:33:00,
2023441011004,20234410,505,5,159,795,2023-01-03 08:38:00,
2023441011005,20234410,504,4,217,868,2023-01-03 08:38:00,
2023441011006,20234410,503,4,50,200,2023-01-03 08:38:00,
2023441011007,20234410,501,2,75,150,2023-01-03 08:38:00,
2023441011008,20234410,502,4,147,588,2023-01-03 08:38:00,
2023441111009,20234411,1147,2,236,472,2023-01-03 14:57:00,
2023441111010,20234411,1146,5,311,1555,2023-01-03 14:57:00,
2023441111011,20234411,1148,2,144,288,2023-01-03 14:57:00,
2023441111012,20234411,1149,4,148,592,2023-01-03 14:57:00,
2023441111013,20234411,1150,1,198,198,2023-01-03 14:57:00,
2023441211014,20234412,3355,5,188,940,2023-01-03 08:21:00,
2023441311015,20234413,1261,1,346,346,2023-01-03 07:39:00,
2023441311016,20234413,1262,1,208,208,2023-01-03 07:39:00,
2023441311017,20234413,1260,1,614,614,2023-01-03 07:39:00,
2023441411018,20234414,1789,4,182,728,2023-01-03 20:51:00,
2023441411019,20234414,1787,1,686,686,2023-01-03 20:51:00,
2023441411020,20234414,1790,1,138,138,2023-01-03 20:51:00,
2023441411021,20234414,1786,4,543,2172,2023-01-03 20:51:00,
2023441511022,20234415,4141,4,106,424,2023-01-03 09:25:00,
2023441511023,20234415,4142,3,110,330,2023-01-03 09:25:00,
2023441611024,20234416,2778,1,114,114,2023-01-03 08:40:00,
2023441611025,20234416,2779,5,254,1270,2023-01-03 08:40:00,
2023441711026,20234417,1163,3,114,342,2023-01-03 20:21:00,
2023441711027,20234417,1164,4,340,1360,2023-01-03 20:21:00,
2023441711028,20234417,1165,1,353,353,2023-01-03 20:21:00,
2023441811029,20234418,4252,3,125,375,2023-01-03 19:26:00,
2023441911030,20234419,1920,1,151,151,2023-01-03 09:47:00,
2023441911031,20234419,1921,2,56,112,2023-01-03 09:47:00,
2023442011032,20234420,2735,2,234,468,2023-01-03 14:56:00,
2023442111033,20234421,365,2,383,766,2023-01-03 09:44:00,
2023442111034,20234421,364,3,293,879,2023-01-03 09:44:00,
2023442211035,20234422,3960,4,239,956,2023-01-03 07:48:00,
2023442211036,20234422,3958,3,239,717,2023-01-03 07:48:00,
2023442211037,20234422,3959,3,181,543,2023-01-03 07:48:00,
2023442311038,20234423,1384,2,621,1242,2023-01-03 07:15:00,
2023442311039,20234423,1385,2,672,1344,2023-01-03 07:15:00,
2023442311040,20234423,1383,4,569,2276,2023-01-03 07:15:00,
2023442411041,20234424,1259,4,477,1908,2023-01-03 08:50:00,
2023442511042,20234425,3612,1,213,213,2023-01-03 14:11:00,
2023442511043,20234425,3611,2,147,294,2023-01-03 14:11:00,
2023442611044,20234426,3230,4,222,888,2023-01-03 07:26:00,
2023442611045,20234426,3233,4,168,672,2023-01-03 07:26:00,
2023442611046,20234426,3232,3,145,435,2023-01-03 07:26:00,
2023442611047,20234426,3231,1,171,171,2023-01-03 07:26:00,
2023442611048,20234426,3229,3,377,1131,2023-01-03 07:26:00,
2023442711049,20234427,4160,1,134,134,2023-01-03 08:12:00,
2023442811050,20234428,2388,5,669,3345,2023-01-03 14:14:00,
2023442811051,20234428,2387,5,199,995,2023-01-03 14:14:00,
2023442911052,20234429,3809,4,214,856,2023-01-03 07:15:00,
