OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20233801,16455,1774,2023-01-03 08:24:00,760,Delivered,Credit Card,2023-01-03 08:24:00,
20233802,42781,1567,2023-01-03 07:36:00,811,Delivered,Credit Card,2023-01-03 07:36:00,
20233803,880,1128,2023-01-03 07:42:00,2185,Delivered,Credit Card,2023-01-03 07:42:00,
20233804,68548,1781,2023-01-03 07:05:00,1658,Delivered,Credit Card,2023-01-03 07:05:00,
20233805,61469,1304,2023-01-03 08:31:00,2784,Delivered,UPI,2023-01-03 08:31:00,
20233806,69093,371,2023-01-03 13:58:00,2212,Delivered,Credit Card,2023-01-03 13:58:00,
20233807,53941,134,2023-01-03 08:19:00,665,Delivered,CoD,2023-01-03 08:19:00,
20233808,25176,689,2023-01-03 14:30:00,1329,Delivered,Credit Card,2023-01-03 14:30:00,
20233809,76681,890,2023-01-03 12:32:00,3158,Delivered,Wallet,2023-01-03 12:32:00,
20233810,15404,502,2023-01-03 09:47:00,5302,Delivered,Credit Card,2023-01-03 09:47:00,
20233811,84726,1043,2023-01-03 07:25:00,697,Delivered,Credit Card,2023-01-03 07:25:00,
20233812,77773,1038,2023-01-03 07:51:00,816,Delivered,UPI,2023-01-03 07:51:00,
20233813,24990,1300,2023-01-03 08:00:00,6282,Delivered,Credit Card,2023-01-03 08:00:00,
20233814,49814,358,2023-01-03 12:52:00,265,Delivered,UPI,2023-01-03 12:52:00,
20233815,39117,1205,2023-01-03 20:14:00,1955,Delivered,UPI,2023-01-03 20:14:00,
20233816,78850,1692,2023-01-03 13:54:00,1214,Delivered,Credit Card,2023-01-03 13:54:00,
20233817,90347,307,2023-01-03 07:31:00,1286,Delivered,Credit Card,2023-01-03 07:31:00,
20233818,17863,1758,2023-01-03 08:54:00,1474,Delivered,Credit Card,2023-01-03 08:54:00,
20233819,1979,716,2023-01-03 07:02:00,1588,Delivered,Credit Card,2023-01-03 07:02:00,
20233820,80748,802,2023-01-03 07:49:00,2203,Delivered,Credit Card,2023-01-03 07:49:00,
20233821,84834,14,2023-01-03 08:39:00,559,Delivered,Credit Card,2023-01-03 08:39:00,
20233822,92264,1448,2023-01-03 14:58:00,2110,Delivered,Credit Card,2023-01-03 14:58:00,
20233823,6583,105,2023-01-03 09:35:00,723,Delivered,Credit Card,2023-01-03 09:35:00,
20233824,67526,521,2023-01-03 14:10:00,2289,Delivered,UPI,2023-01-03 14:10:00,
20233825,20611,1794,2023-01-03 12:32:00,745,Delivered,UPI,2023-01-03 12:32:00,
20233826,24453,210,2023-01-03 08:58:00,2572,Delivered,Wallet,2023-01-03 08:58:00,
20233827,28770,1704,2023-01-03 09:56:00,2990,Delivered,Credit Card,2023-01-03 09:56:00,
20233828,85567,92,2023-01-03 12:13:00,388,Delivered,Credit Card,2023-01-03 12:13:00,
20233829,32115,956,2023-01-03 07:44:00,5614,Delivered,Credit Card,2023-01-03 07:44:00,
20233830,80504,1713,2023-01-03 09:50:00,1426,Delivered,Wallet,2023-01-03 09:50:00,
20233831,52504,1251,2023-01-03 08:51:00,336,Delivered,Credit Card,2023-01-03 08:51:00,
20233832,65251,573,2023-01-03 13:43:00,496,Delivered,Credit Card,2023-01-03 13:43:00,
20233833,6649,590,2023-01-03 12:19:00,1176,Delivered,CoD,2023-01-03 12:19:00,
20233834,8299,1679,2023-01-03 08:49:00,2255,Delivered,Credit Card,2023-01-03 08:49:00,
20233835,88857,493,2023-01-03 13:11:00,2738,Delivered,Credit Card,2023-01-03 13:11:00,
20233836,35932,1080,2023-01-03 07:08:00,860,Delivered,Wallet,2023-01-03 07:08:00,
20233837,97433,530,2023-01-03 08:23:00,1066,Delivered,UPI,2023-01-03 08:23:00,
20233838,10435,1283,2023-01-03 07:50:00,1825,Delivered,UPI,2023-01-03 07:50:00,
20233839,75554,1701,2023-01-03 09:15:00,360,Delivered,UPI,2023-01-03 09:15:00,
20233840,98283,204,2023-01-03 14:50:00,1233,Delivered,UPI,2023-01-03 14:50:00,
20233841,5846,1635,2023-01-03 09:24:00,6500,Delivered,Wallet,2023-01-03 09:24:00,
20233842,22427,1268,2023-01-03 07:52:00,1735,Delivered,Credit Card,2023-01-03 07:52:00,
20233843,19266,155,2023-01-03 08:35:00,2417,Delivered,Wallet,2023-01-03 08:35:00,
20233844,30919,1458,2023-01-03 09:34:00,6870,Delivered,Credit Card,2023-01-03 09:34:00,
20233845,82856,1778,2023-01-03 12:14:00,772,Delivered,Credit Card,2023-01-03 12:14:00,
20233846,12068,531,2023-01-03 12:35:00,5348,Delivered,Credit Card,2023-01-03 12:35:00,
20233847,10278,72,2023-01-03 08:06:00,1672,Delivered,Credit Card,2023-01-03 08:06:00,
20233848,19644,120,2023-01-03 14:19:00,3281,Delivered,Credit Card,2023-01-03 14:19:00,
20233849,88385,1411,2023-01-03 08:39:00,4585,Delivered,Credit Card,2023-01-03 08:39:00,
20233850,11974,1072,2023-01-03 09:36:00,622,Delivered,Debit Card,2023-01-03 09:36:00,
20233851,35900,166,2023-01-03 08:55:00,2263,Abandoned,Credit Card,2023-01-03 08:55:00,
20233852,872,547,2023-01-03 14:04:00,6686,Delivered,UPI,2023-01-03 14:04:00,
20233853,92754,109,2023-01-03 19:46:00,591,Delivered,Credit Card,2023-01-03 19:46:00,
20233854,86273,820,2023-01-03 14:29:00,11528,Delivered,UPI,2023-01-03 14:29:00,
20233855,8032,487,2023-01-03 07:16:00,520,Delivered,Credit Card,2023-01-03 07:16:00,
20233856,65250,766,2023-01-03 08:32:00,3090,Delivered,UPI,2023-01-03 08:32:00,
20233857,2087,1640,2023-01-03 07:46:00,6177,Delivered,UPI,2023-01-03 07:46:00,
20233858,6739,954,2023-01-03 12:04:00,2406,Delivered,UPI,2023-01-03 12:04:00,
20233859,80345,359,2023-01-03 07:59:00,1977,Delivered,Credit Card,2023-01-03 07:59:00,
20233860,91048,559,2023-01-03 09:00:00,2147,Delivered,UPI,2023-01-03 09:00:00,
20233861,62807,1089,2023-01-03 09:44:00,370,Delivered,Credit Card,2023-01-03 09:44:00,
20233862,35282,1561,2023-01-03 09:44:00,230,Abandoned,Credit Card,2023-01-03 09:44:00,
20233863,45211,165,2023-01-03 09:12:00,5680,Delivered,Credit Card,2023-01-03 09:12:00,
20233864,61826,657,2023-01-03 09:35:00,846,Delivered,Credit Card,2023-01-03 09:35:00,
20233865,9228,1649,2023-01-03 12:40:00,8047,Delivered,Credit Card,2023-01-03 12:40:00,
20233866,86381,802,2023-01-03 13:15:00,645,Delivered,Credit Card,2023-01-03 13:15:00,
20233867,42810,1794,2023-01-03 08:32:00,257,Delivered,UPI,2023-01-03 08:32:00,
20233868,65949,1393,2023-01-03 07:07:00,7372,Delivered,Credit Card,2023-01-03 07:07:00,
20233869,96446,285,2023-01-03 08:33:00,4008,Delivered,Wallet,2023-01-03 08:33:00,
20233870,17706,1184,2023-01-03 19:30:00,108,Delivered,Credit Card,2023-01-03 19:30:00,
20233871,58064,786,2023-01-03 07:51:00,895,Delivered,Credit Card,2023-01-03 07:51:00,
20233872,93530,1323,2023-01-03 08:04:00,745,Delivered,UPI,2023-01-03 08:04:00,
20233873,69127,243,2023-01-03 12:07:00,2642,Delivered,Credit Card,2023-01-03 12:07:00,
20233874,90006,1301,2023-01-03 09:09:00,3054,Delivered,UPI,2023-01-03 09:09:00,
20233875,92625,1608,2023-01-03 08:08:00,363,Delivered,Credit Card,2023-01-03 08:08:00,
20233876,52338,1796,2023-01-03 07:53:00,1773,Delivered,Wallet,2023-01-03 07:53:00,
20233877,13795,114,2023-01-03 20:58:00,134,Delivered,Credit Card,2023-01-03 20:58:00,
20233878,64987,855,2023-01-03 20:56:00,126,Delivered,Credit Card,2023-01-03 20:56:00,
20233879,83708,1276,2023-01-03 20:49:00,1310,Delivered,Wallet,2023-01-03 20:49:00,
20233880,33318,1305,2023-01-03 08:41:00,2183,Delivered,UPI,2023-01-03 08:41:00,
20233881,98749,533,2023-01-03 09:33:00,731,Delivered,Credit Card,2023-01-03 09:33:00,
20233882,28434,1589,2023-01-03 12:48:00,242,Delivered,UPI,2023-01-03 12:48:00,
20233883,48162,593,2023-01-03 19:39:00,4604,Delivered,UPI,2023-01-03 19:39:00,
20233884,48140,436,2023-01-03 07:07:00,675,Delivered,UPI,2023-01-03 07:07:00,
20233885,34298,1196,2023-01-03 13:14:00,2972,Delivered,Credit Card,2023-01-03 13:14:00,
20233886,87331,836,2023-01-03 14:41:00,1068,Delivered,UPI,2023-01-03 14:41:00,
20233887,74365,47,2023-01-03 07:08:00,580,Delivered,UPI,2023-01-03 07:08:00,
20233888,2541,1649,2023-01-03 14:45:00,648,Delivered,Credit Card,2023-01-03 14:45:00,
20233889,27973,538,2023-01-03 13:03:00,4190,Delivered,Credit Card,2023-01-03 13:03:00,
20233890,15153,588,2023-01-03 09:24:00,1426,Delivered,Credit Card,2023-01-03 09:24:00,
20233891,97020,1687,2023-01-03 09:10:00,2665,Delivered,Credit Card,2023-01-03 09:10:00,
20233892,12994,701,2023-01-03 09:47:00,2299,Delivered,Credit Card,2023-01-03 09:47:00,
20233893,38766,774,2023-01-03 20:23:00,1075,Delivered,UPI,2023-01-03 20:23:00,
20233894,5629,374,2023-01-03 07:46:00,1077,Delivered,Wallet,2023-01-03 07:46:00,
20233895,93162,1422,2023-01-03 08:10:00,460,Delivered,Credit Card,2023-01-03 08:10:00,
20233896,83050,309,2023-01-03 07:30:00,1996,Delivered,Credit Card,2023-01-03 07:30:00,
20233897,91804,1092,2023-01-03 07:59:00,1284,Delivered,UPI,2023-01-03 07:59:00,
20233898,37224,1356,2023-01-03 13:47:00,5125,Delivered,Credit Card,2023-01-03 13:47:00,
20233899,90697,1674,2023-01-03 08:59:00,1182,Canceled,UPI,2023-01-03 08:59:00,
20233900,20084,210,2023-01-03 08:32:00,2765,Delivered,Credit Card,2023-01-03 08:32:00,
