OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20231201,23661,1747,2023-01-01 07:34:00,2635,Delivered,UPI,2023-01-01 07:34:00,
20231202,84445,1747,2023-01-01 07:53:00,2587,Delivered,Credit Card,2023-01-01 07:53:00,
20231203,25040,36,2023-01-01 13:08:00,792,Delivered,UPI,2023-01-01 13:08:00,
20231204,97852,1711,2023-01-01 12:21:00,2146,Delivered,Credit Card,2023-01-01 12:21:00,
20231205,98409,114,2023-01-01 09:08:00,335,Delivered,UPI,2023-01-01 09:08:00,
20231206,55866,835,2023-01-01 08:23:00,3351,Delivered,Wallet,2023-01-01 08:23:00,
20231207,45380,326,2023-01-01 14:15:00,1292,Delivered,Credit Card,2023-01-01 14:15:00,
20231208,60218,1138,2023-01-01 09:56:00,790,Delivered,Credit Card,2023-01-01 09:56:00,
20231209,32394,818,2023-01-01 14:27:00,2042,Delivered,UPI,2023-01-01 14:27:00,
20231210,67269,1222,2023-01-01 08:03:00,4132,Delivered,CoD,2023-01-01 08:03:00,
20231211,5132,1246,2023-01-01 07:02:00,2559,Delivered,Credit Card,2023-01-01 07:02:00,
20231212,2058,46,2023-01-01 08:11:00,3120,Delivered,Credit Card,2023-01-01 08:11:00,
20231213,38736,1197,2023-01-01 14:27:00,4854,Delivered,UPI,2023-01-01 14:27:00,
20231214,45897,103,2023-01-01 07:00:00,3120,Delivered,Credit Card,2023-01-01 07:00:00,
20231215,16379,826,2023-01-01 08:35:00,736,Delivered,Credit Card,2023-01-01 08:35:00,
20231216,22790,234,2023-01-01 07:06:00,266,Delivered,UPI,2023-01-01 07:06:00,
20231217,8709,748,2023-01-01 08:24:00,3933,Delivered,UPI,2023-01-01 08:24:00,
20231218,4801,1691,2023-01-01 07:11:00,1245,Delivered,Credit Card,2023-01-01 07:11:00,
20231219,5738,1751,2023-01-01 13:46:00,1957,Delivered,UPI,2023-01-01 13:46:00,
20231220,34133,188,2023-01-01 08:19:00,3238,Delivered,UPI,2023-01-01 08:19:00,
20231221,84311,1215,2023-01-01 07:16:00,789,Delivered,UPI,2023-01-01 07:16:00,
20231222,93308,121,2023-01-01 09:05:00,6988,Delivered,Credit Card,2023-01-01 09:05:00,
20231223,88738,391,2023-01-01 08:42:00,1409,Delivered,Wallet,2023-01-01 08:42:00,
20231224,66807,870,2023-01-01 07:18:00,3118,Delivered,UPI,2023-01-01 07:18:00,
20231225,88397,1554,2023-01-01 08:59:00,732,Canceled,Credit Card,2023-01-01 08:59:00,
20231226,63634,964,2023-01-01 07:33:00,1666,Delivered,Debit Card,2023-01-01 07:33:00,
20231227,7602,1751,2023-01-01 08:42:00,1665,Delivered,UPI,2023-01-01 08:42:00,
20231228,22125,1472,2023-01-01 08:14:00,169,Delivered,Credit Card,2023-01-01 08:14:00,
20231229,52548,632,2023-01-01 09:44:00,1140,Delivered,Credit Card,2023-01-01 09:44:00,
20231230,93538,858,2023-01-01 09:51:00,7967,Delivered,UPI,2023-01-01 09:51:00,
20231231,24983,252,2023-01-01 08:13:00,2426,Delivered,Credit Card,2023-01-01 08:13:00,
20231232,52846,1576,2023-01-01 09:01:00,927,Delivered,Credit Card,2023-01-01 09:01:00,
20231233,36901,1200,2023-01-01 09:24:00,7016,Delivered,UPI,2023-01-01 09:24:00,
20231234,20646,75,2023-01-01 07:38:00,338,Delivered,Credit Card,2023-01-01 07:38:00,
20231235,96386,1325,2023-01-01 12:48:00,932,Delivered,UPI,2023-01-01 12:48:00,
20231236,63205,638,2023-01-01 19:03:00,719,Delivered,UPI,2023-01-01 19:03:00,
20231237,54882,691,2023-01-01 09:55:00,6972,Failed,Wallet,2023-01-01 09:55:00,
20231238,57208,227,2023-01-01 09:02:00,7080,Delivered,Wallet,2023-01-01 09:02:00,
20231239,20467,80,2023-01-01 12:16:00,1735,Delivered,Debit Card,2023-01-01 12:16:00,
20231240,69835,1582,2023-01-01 20:12:00,4317,Delivered,Credit Card,2023-01-01 20:12:00,
20231241,74829,496,2023-01-01 08:47:00,477,Delivered,UPI,2023-01-01 08:47:00,
20231242,36467,858,2023-01-01 07:29:00,4658,Delivered,Wallet,2023-01-01 07:29:00,
20231243,176,539,2023-01-01 14:16:00,4542,Delivered,UPI,2023-01-01 14:16:00,
20231244,69194,77,2023-01-01 08:33:00,712,Delivered,Credit Card,2023-01-01 08:33:00,
20231245,20158,77,2023-01-01 07:06:00,1572,Delivered,Credit Card,2023-01-01 07:06:00,
20231246,53052,1762,2023-01-01 20:32:00,935,Delivered,Credit Card,2023-01-01 20:32:00,
20231247,43925,1349,2023-01-01 20:50:00,624,Delivered,Wallet,2023-01-01 20:50:00,
20231248,53661,23,2023-01-01 09:32:00,2117,Delivered,Wallet,2023-01-01 09:32:00,
20231249,16115,779,2023-01-01 08:17:00,1916,Delivered,Credit Card,2023-01-01 08:17:00,
20231250,69281,195,2023-01-01 12:12:00,880,Delivered,Wallet,2023-01-01 12:12:00,
20231251,57860,431,2023-01-01 08:13:00,5944,Delivered,Credit Card,2023-01-01 08:13:00,
20231252,61476,1349,2023-01-01 09:36:00,2958,Delivered,UPI,2023-01-01 09:36:00,
20231253,36650,408,2023-01-01 19:28:00,2820,Delivered,Credit Card,2023-01-01 19:28:00,
20231254,81412,172,2023-01-01 09:12:00,672,Delivered,Credit Card,2023-01-01 09:12:00,
20231255,24208,723,2023-01-01 07:30:00,516,Abandoned,UPI,2023-01-01 07:30:00,
20231256,30775,1289,2023-01-01 14:37:00,882,Delivered,UPI,2023-01-01 14:37:00,
20231257,9670,1684,2023-01-01 07:13:00,204,Delivered,Credit Card,2023-01-01 07:13:00,
20231258,32697,1200,2023-01-01 07:58:00,4973,Delivered,Wallet,2023-01-01 07:58:00,
20231259,37335,505,2023-01-01 08:51:00,708,Delivered,Credit Card,2023-01-01 08:51:00,
