DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231201,20231201,10,Delivered,31 minutes,23661,2023-01-03 01:34:00,2023-01-01 07:34:00,
20231202,20231202,40,Delivered,8 minutes,84445,2023-01-02 21:53:00,2023-01-01 07:53:00,
20231203,20231203,8,Delivered,52 minutes,25040,2023-01-03 02:08:00,2023-01-01 13:08:00,
20231204,20231204,26,Delivered,54 minutes,97852,2023-01-02 21:21:00,2023-01-01 12:21:00,
20231205,20231205,37,Delivered,20 minutes,98409,2023-01-02 15:08:00,2023-01-01 09:08:00,
20231206,20231206,16,Delivered,36 minutes,55866,2023-01-02 07:23:00,2023-01-01 08:23:00,
20231207,20231207,14,Abandoned,6 minutes,45380,2023-01-01 17:15:00,2023-01-01 14:15:00,
20231208,20231208,25,Delivered,48 minutes,60218,2023-01-02 12:56:00,2023-01-01 09:56:00,
20231209,20231209,1,Delivered,54 minutes,32394,2023-01-02 10:27:00,2023-01-01 14:27:00,
20231210,20231210,34,Delivered,6 minutes,67269,2023-01-03 05:03:00,2023-01-01 08:03:00,
20231211,20231211,32,Delivered,35 minutes,5132,2023-01-02 23:02:00,2023-01-01 07:02:00,
20231212,20231212,4,Delivered,16 minutes,2058,2023-01-02 06:11:00,2023-01-01 08:11:00,
20231213,20231213,40,Delivered,37 minutes,38736,2023-01-01 21:27:00,2023-01-01 14:27:00,
20231214,20231214,8,Delivered,45 minutes,45897,2023-01-03 06:00:00,2023-01-01 07:00:00,
20231215,20231215,10,Delivered,47 minutes,16379,2023-01-02 03:35:00,2023-01-01 08:35:00,
20231216,20231216,14,Delivered,6 minutes,22790,2023-01-03 07:06:00,2023-01-01 07:06:00,
20231217,20231217,40,Delivered,44 minutes,8709,2023-01-03 07:24:00,2023-01-01 08:24:00,
20231218,20231218,21,Delivered,14 minutes,4801,2023-01-02 09:11:00,2023-01-01 07:11:00,
20231219,20231219,33,Delivered,41 minutes,5738,2023-01-02 17:46:00,2023-01-01 13:46:00,
20231220,20231220,18,Delivered,59 minutes,34133,2023-01-02 08:19:00,2023-01-01 08:19:00,
20231221,20231221,16,Delivered,22 minutes,84311,2023-01-03 00:16:00,2023-01-01 07:16:00,
20231222,20231222,33,Failed,33 minutes,93308,2023-01-01 17:05:00,2023-01-01 09:05:00,
20231223,20231223,35,Delivered,47 minutes,88738,2023-01-01 10:42:00,2023-01-01 08:42:00,
20231224,20231224,35,Delivered,57 minutes,66807,2023-01-02 19:18:00,2023-01-01 07:18:00,
20231225,20231225,27,Delivered,49 minutes,88397,2023-01-02 04:59:00,2023-01-01 08:59:00,
20231226,20231226,27,Delivered,30 minutes,63634,2023-01-01 16:33:00,2023-01-01 07:33:00,
20231227,20231227,6,Delivered,60 minutes,7602,2023-01-01 10:42:00,2023-01-01 08:42:00,
20231228,20231228,8,Delivered,44 minutes,22125,2023-01-03 08:14:00,2023-01-01 08:14:00,
20231229,20231229,21,Delivered,10 minutes,52548,2023-01-01 18:44:00,2023-01-01 09:44:00,
20231230,20231230,14,Delivered,47 minutes,93538,2023-01-02 00:51:00,2023-01-01 09:51:00,
20231231,20231231,37,Delivered,15 minutes,24983,2023-01-03 03:13:00,2023-01-01 08:13:00,
20231232,20231232,5,Delivered,25 minutes,52846,2023-01-02 18:01:00,2023-01-01 09:01:00,
20231233,20231233,10,Delivered,43 minutes,36901,2023-01-02 13:24:00,2023-01-01 09:24:00,
20231234,20231234,13,Delivered,26 minutes,20646,2023-01-02 17:38:00,2023-01-01 07:38:00,
20231235,20231235,35,Delivered,30 minutes,96386,2023-01-01 13:48:00,2023-01-01 12:48:00,
20231236,20231236,8,Delivered,11 minutes,63205,2023-01-03 05:03:00,2023-01-01 19:03:00,
20231237,20231237,21,Delivered,9 minutes,54882,2023-01-03 03:55:00,2023-01-01 09:55:00,
20231238,20231238,13,Failed,13 minutes,57208,2023-01-02 18:02:00,2023-01-01 09:02:00,
20231239,20231239,40,Delivered,49 minutes,20467,2023-01-02 21:16:00,2023-01-01 12:16:00,
20231240,20231240,36,Delivered,13 minutes,69835,2023-01-02 03:12:00,2023-01-01 20:12:00,
20231241,20231241,35,Delivered,60 minutes,74829,2023-01-02 20:47:00,2023-01-01 08:47:00,
20231242,20231242,18,Delivered,43 minutes,36467,2023-01-01 23:29:00,2023-01-01 07:29:00,
20231243,20231243,3,Delivered,11 minutes,176,2023-01-02 03:16:00,2023-01-01 14:16:00,
20231244,20231244,32,Delivered,52 minutes,69194,2023-01-02 23:33:00,2023-01-01 08:33:00,
20231245,20231245,34,Delivered,54 minutes,20158,2023-01-02 07:06:00,2023-01-01 07:06:00,
20231246,20231246,40,Delivered,52 minutes,53052,2023-01-03 05:32:00,2023-01-01 20:32:00,
20231247,20231247,20,Delivered,26 minutes,43925,2023-01-02 14:50:00,2023-01-01 20:50:00,
20231248,20231248,4,Delivered,23 minutes,53661,2023-01-02 16:32:00,2023-01-01 09:32:00,
20231249,20231249,8,Delivered,13 minutes,16115,2023-01-03 02:17:00,2023-01-01 08:17:00,
20231250,20231250,40,Delivered,26 minutes,69281,2023-01-01 20:12:00,2023-01-01 12:12:00,
20231251,20231251,6,Delivered,23 minutes,57860,2023-01-02 04:13:00,2023-01-01 08:13:00,
20231252,20231252,29,Delivered,31 minutes,61476,2023-01-02 15:36:00,2023-01-01 09:36:00,
20231253,20231253,36,Delivered,40 minutes,36650,2023-01-01 22:28:00,2023-01-01 19:28:00,
20231254,20231254,3,Delivered,45 minutes,81412,2023-01-02 12:12:00,2023-01-01 09:12:00,
20231255,20231255,17,Delivered,20 minutes,24208,2023-01-02 12:30:00,2023-01-01 07:30:00,
20231256,20231256,23,Delivered,47 minutes,30775,2023-01-02 14:37:00,2023-01-01 14:37:00,
20231257,20231257,4,Delivered,27 minutes,9670,2023-01-02 09:13:00,2023-01-01 07:13:00,
20231258,20231258,32,Delivered,46 minutes,32697,2023-01-03 05:58:00,2023-01-01 07:58:00,
20231259,20231259,34,Delivered,48 minutes,37335,2023-01-02 22:51:00,2023-01-01 08:51:00,
20231260,20231260,38,Delivered,26 minutes,64066,2023-01-02 08:17:00,2023-01-01 08:17:00,
20231261,20231261,7,Delivered,37 minutes,45082,2023-01-02 02:43:00,2023-01-01 13:43:00,
20231262,20231262,25,Delivered,21 minutes,12388,2023-01-02 20:30:00,2023-01-01 07:30:00,
20231263,20231263,33,Delivered,56 minutes,67691,2023-01-02 07:27:00,2023-01-01 13:27:00,
20231264,20231264,10,Delivered,27 minutes,87782,2023-01-03 00:00:00,2023-01-01 07:00:00,
20231265,20231265,8,Delivered,10 minutes,98360,2023-01-02 11:17:00,2023-01-01 14:17:00,
20231266,20231266,30,Delivered,49 minutes,35846,2023-01-02 04:40:00,2023-01-01 14:40:00,
20231267,20231267,17,Delivered,51 minutes,40643,2023-01-02 22:41:00,2023-01-01 13:41:00,
20231268,20231268,25,Delivered,44 minutes,62846,2023-01-01 20:38:00,2023-01-01 08:38:00,
20231269,20231269,7,Delivered,21 minutes,84837,2023-01-02 19:54:00,2023-01-01 07:54:00,
20231270,20231270,16,Delivered,35 minutes,6188,2023-01-02 00:55:00,2023-01-01 08:55:00,
20231271,20231271,25,Delivered,5 minutes,53313,2023-01-02 08:47:00,2023-01-01 08:47:00,
20231272,20231272,27,Delivered,54 minutes,62622,2023-01-02 12:59:00,2023-01-01 09:59:00,
20231273,20231273,31,Delivered,8 minutes,52307,2023-01-03 12:16:00,2023-01-01 13:16:00,
20231274,20231274,17,Delivered,27 minutes,48452,2023-01-02 08:26:00,2023-01-01 09:26:00,
20231275,20231275,26,Delivered,23 minutes,93293,2023-01-02 23:09:00,2023-01-01 07:09:00,
20231276,20231276,9,Delivered,21 minutes,29310,2023-01-03 03:32:00,2023-01-01 07:32:00,
20231277,20231277,1,Delivered,34 minutes,84044,2023-01-01 11:44:00,2023-01-01 09:44:00,
20231278,20231278,27,Delivered,13 minutes,5221,2023-01-03 04:32:00,2023-01-01 08:32:00,
20231279,20231279,3,Delivered,26 minutes,46980,2023-01-03 00:59:00,2023-01-01 07:59:00,
20231280,20231280,12,Delivered,58 minutes,12700,2023-01-02 23:16:00,2023-01-01 12:16:00,
20231281,20231281,6,Delivered,44 minutes,2429,2023-01-02 04:10:00,2023-01-01 14:10:00,
20231282,20231282,16,Delivered,23 minutes,78360,2023-01-02 23:21:00,2023-01-01 09:21:00,
20231283,20231283,5,Delivered,22 minutes,3467,2023-01-02 16:00:00,2023-01-01 08:00:00,
20231284,20231284,17,Delivered,49 minutes,11806,2023-01-02 00:54:00,2023-01-01 13:54:00,
20231285,20231285,29,Delivered,29 minutes,91480,2023-01-03 09:16:00,2023-01-01 09:16:00,
20231286,20231286,16,Delivered,49 minutes,21956,2023-01-02 08:04:00,2023-01-01 07:04:00,
20231287,20231287,35,Delivered,20 minutes,61992,2023-01-03 00:41:00,2023-01-01 08:41:00,
20231288,20231288,30,Delivered,31 minutes,38837,2023-01-03 12:30:00,2023-01-01 12:30:00,
20231289,20231289,14,Delivered,9 minutes,91575,2023-01-02 19:32:00,2023-01-01 09:32:00,
20231290,20231290,6,Delivered,37 minutes,63450,2023-01-02 17:30:00,2023-01-01 09:30:00,
20231291,20231291,17,Delivered,44 minutes,56705,2023-01-02 09:40:00,2023-01-01 19:40:00,
20231292,20231292,28,Delivered,29 minutes,91315,2023-01-02 16:30:00,2023-01-01 12:30:00,
20231293,20231293,24,Delivered,59 minutes,2971,2023-01-02 07:04:00,2023-01-01 07:04:00,
20231294,20231294,16,Delivered,53 minutes,43280,2023-01-01 11:10:00,2023-01-01 09:10:00,
20231295,20231295,33,Delivered,43 minutes,94188,2023-01-01 13:36:00,2023-01-01 07:36:00,
20231296,20231296,27,Delivered,25 minutes,25118,2023-01-02 08:51:00,2023-01-01 07:51:00,
20231297,20231297,18,Delivered,30 minutes,46316,2023-01-02 15:33:00,2023-01-01 07:33:00,
20231298,20231298,38,Delivered,60 minutes,13263,2023-01-02 00:46:00,2023-01-01 09:46:00,
20231299,20231299,11,Delivered,20 minutes,88967,2023-01-02 16:04:00,2023-01-01 13:04:00,
20231300,20231300,29,Delivered,55 minutes,65260,2023-01-01 14:19:00,2023-01-01 07:19:00,
