DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231301,20231301,32,Delivered,56 minutes,13934,2023-01-03 08:27:00,2023-01-01 12:27:00,
20231302,20231302,3,Delivered,47 minutes,87146,2023-01-02 07:52:00,2023-01-01 09:52:00,
20231303,20231303,13,Delivered,43 minutes,52357,2023-01-02 15:31:00,2023-01-01 09:31:00,
20231304,20231304,28,Delivered,13 minutes,35853,2023-01-02 12:16:00,2023-01-01 13:16:00,
20231305,20231305,23,Delivered,17 minutes,92871,2023-01-03 14:23:00,2023-01-01 20:23:00,
20231306,20231306,23,Delivered,49 minutes,14257,2023-01-03 09:15:00,2023-01-01 14:15:00,
20231307,20231307,31,Returned,60 minutes,80956,2023-01-02 16:51:00,2023-01-01 12:51:00,
20231308,20231308,13,Delivered,44 minutes,22656,2023-01-01 22:41:00,2023-01-01 19:41:00,
20231309,20231309,28,Delivered,33 minutes,20084,2023-01-01 14:40:00,2023-01-01 07:40:00,
20231310,20231310,4,Delivered,29 minutes,23352,2023-01-02 15:18:00,2023-01-01 09:18:00,
20231311,20231311,38,Delivered,60 minutes,92518,2023-01-01 22:04:00,2023-01-01 12:04:00,
20231312,20231312,2,Delivered,35 minutes,592,2023-01-01 20:31:00,2023-01-01 08:31:00,
20231313,20231313,14,Delivered,20 minutes,14681,2023-01-02 10:35:00,2023-01-01 07:35:00,
20231314,20231314,17,Delivered,31 minutes,73918,2023-01-02 10:31:00,2023-01-01 12:31:00,
20231315,20231315,33,Delivered,27 minutes,39633,2023-01-03 02:25:00,2023-01-01 14:25:00,
20231316,20231316,35,Delivered,47 minutes,39957,2023-01-02 20:58:00,2023-01-01 09:58:00,
20231317,20231317,35,Delivered,47 minutes,37482,2023-01-02 20:24:00,2023-01-01 08:24:00,
20231318,20231318,13,Delivered,31 minutes,65235,2023-01-03 12:28:00,2023-01-01 19:28:00,
20231319,20231319,2,Delivered,45 minutes,67934,2023-01-02 09:52:00,2023-01-01 20:52:00,
20231320,20231320,1,Delivered,43 minutes,14373,2023-01-03 00:34:00,2023-01-01 19:34:00,
20231321,20231321,22,Delivered,14 minutes,70398,2023-01-03 09:46:00,2023-01-01 09:46:00,
20231322,20231322,21,Delivered,15 minutes,99505,2023-01-02 16:35:00,2023-01-01 20:35:00,
20231323,20231323,16,Delivered,13 minutes,62044,2023-01-01 23:21:00,2023-01-01 07:21:00,
20231324,20231324,3,Delivered,41 minutes,81318,2023-01-02 09:14:00,2023-01-01 09:14:00,
20231325,20231325,35,Delivered,55 minutes,92611,2023-01-02 23:49:00,2023-01-01 09:49:00,
20231326,20231326,9,Delivered,28 minutes,55576,2023-01-02 18:13:00,2023-01-01 19:13:00,
20231327,20231327,35,Delivered,25 minutes,35859,2023-01-02 01:09:00,2023-01-01 20:09:00,
20231328,20231328,7,Delivered,17 minutes,37650,2023-01-02 03:26:00,2023-01-01 09:26:00,
20231329,20231329,13,Delivered,44 minutes,62198,2023-01-03 00:30:00,2023-01-01 09:30:00,
20231330,20231330,1,Delivered,20 minutes,19540,2023-01-02 06:27:00,2023-01-01 09:27:00,
20231331,20231331,35,Failed,47 minutes,69536,2023-01-02 01:49:00,2023-01-01 14:49:00,
20231332,20231332,10,Delivered,27 minutes,94074,2023-01-02 03:57:00,2023-01-01 09:57:00,
20231333,20231333,18,Delivered,40 minutes,95551,2023-01-01 18:56:00,2023-01-01 09:56:00,
20231334,20231334,8,Delivered,34 minutes,49562,2023-01-03 06:12:00,2023-01-01 07:12:00,
20231335,20231335,22,Delivered,26 minutes,52765,2023-01-03 07:57:00,2023-01-01 14:57:00,
20231336,20231336,13,Delivered,25 minutes,8331,2023-01-01 23:00:00,2023-01-01 13:00:00,
20231337,20231337,26,Delivered,15 minutes,43088,2023-01-03 02:03:00,2023-01-01 08:03:00,
20231338,20231338,22,Delivered,40 minutes,7994,2023-01-02 08:23:00,2023-01-01 08:23:00,
20231339,20231339,8,Delivered,38 minutes,45088,2023-01-01 10:35:00,2023-01-01 08:35:00,
20231340,20231340,7,Delivered,42 minutes,58377,2023-01-03 05:17:00,2023-01-01 09:17:00,
20231341,20231341,16,Delivered,28 minutes,28288,2023-01-01 21:00:00,2023-01-01 09:00:00,
20231342,20231342,25,Delivered,47 minutes,78707,2023-01-03 13:51:00,2023-01-01 14:51:00,
20231343,20231343,4,Delivered,58 minutes,2209,2023-01-03 05:10:00,2023-01-01 13:10:00,
20231344,20231344,35,Delivered,17 minutes,50469,2023-01-02 12:43:00,2023-01-01 09:43:00,
20231345,20231345,29,Delivered,14 minutes,51515,2023-01-03 05:17:00,2023-01-01 07:17:00,
20231346,20231346,24,Delivered,21 minutes,92746,2023-01-01 10:56:00,2023-01-01 07:56:00,
20231347,20231347,31,Failed,45 minutes,4577,2023-01-03 00:02:00,2023-01-01 09:02:00,
20231348,20231348,4,Delivered,56 minutes,58572,2023-01-02 08:37:00,2023-01-01 09:37:00,
20231349,20231349,34,Delivered,11 minutes,83599,2023-01-01 16:20:00,2023-01-01 08:20:00,
20231350,20231350,4,Delivered,7 minutes,5394,2023-01-02 17:48:00,2023-01-01 20:48:00,
20231351,20231351,26,Delivered,29 minutes,52795,2023-01-03 00:12:00,2023-01-01 09:12:00,
20231352,20231352,5,Delivered,23 minutes,12376,2023-01-01 13:18:00,2023-01-01 09:18:00,
20231353,20231353,2,Delivered,55 minutes,91136,2023-01-01 21:06:00,2023-01-01 07:06:00,
20231354,20231354,7,Delivered,13 minutes,87766,2023-01-03 02:38:00,2023-01-01 12:38:00,
20231355,20231355,19,Delivered,33 minutes,39600,2023-01-02 12:45:00,2023-01-01 13:45:00,
20231356,20231356,2,Delivered,38 minutes,26900,2023-01-03 00:58:00,2023-01-01 09:58:00,
20231357,20231357,6,Delivered,55 minutes,1850,2023-01-03 04:45:00,2023-01-01 19:45:00,
20231358,20231358,31,Delivered,42 minutes,30074,2023-01-02 10:32:00,2023-01-01 08:32:00,
20231359,20231359,18,Delivered,46 minutes,33341,2023-01-02 13:09:00,2023-01-01 08:09:00,
