OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
202318014444,20231801,4033,4,333,1332,2023-01-02 13:18:00,
202318024445,20231802,1321,5,241,1205,2023-01-02 19:18:00,
202318024446,20231802,1323,3,684,2052,2023-01-02 19:18:00,
202318024447,20231802,1322,1,234,234,2023-01-02 19:18:00,
202318034448,20231803,2705,3,114,342,2023-01-02 14:47:00,
202318034449,20231803,2703,5,147,735,2023-01-02 14:47:00,
202318034450,20231803,2704,5,285,1425,2023-01-02 14:47:00,
202318044451,20231804,287,5,680,3400,2023-01-02 08:02:00,
202318044452,20231804,286,4,243,972,2023-01-02 08:02:00,
202318044453,20231804,285,1,669,669,2023-01-02 08:02:00,
202318054454,20231805,2230,4,126,504,2023-01-02 07:44:00,
202318064455,20231806,301,5,386,1930,2023-01-02 07:12:00,
202318064456,20231806,300,2,670,1340,2023-01-02 07:12:00,
202318064457,20231806,302,2,179,358,2023-01-02 07:12:00,
202318064458,20231806,299,2,647,1294,2023-01-02 07:12:00,
202318074459,20231807,1188,5,210,1050,2023-01-02 12:35:00,
202318084460,20231808,206,5,204,1020,2023-01-02 08:47:00,
202318084461,20231808,210,5,172,860,2023-01-02 08:47:00,
202318084462,20231808,207,3,199,597,2023-01-02 08:47:00,
202318094463,20231809,854,1,230,230,2023-01-02 08:21:00,
202318094464,20231809,852,5,171,855,2023-01-02 08:21:00,
202318104465,20231810,2247,5,669,3345,2023-01-02 08:54:00,
202318104466,20231810,2248,1,237,237,2023-01-02 08:54:00,
202318104467,20231810,2246,3,401,1203,2023-01-02 08:54:00,
202318104468,20231810,2249,2,315,630,2023-01-02 08:54:00,
202318114469,20231811,1902,4,632,2528,2023-01-02 07:48:00,
202318114470,20231811,1901,2,438,876,2023-01-02 07:48:00,
202318124471,20231812,3330,3,206,618,2023-01-02 12:56:00,
202318124472,20231812,3328,1,172,172,2023-01-02 12:56:00,
202318124473,20231812,3329,5,348,1740,2023-01-02 12:56:00,
202318124474,20231812,3331,1,147,147,2023-01-02 12:56:00,
202318134475,20231813,900,4,111,444,2023-01-02 07:03:00,
202318134476,20231813,902,3,107,321,2023-01-02 07:03:00,
202318144477,20231814,4596,2,118,236,2023-01-02 14:21:00,
202318144478,20231814,4594,3,236,708,2023-01-02 14:21:00,
202318144479,20231814,4597,3,214,642,2023-01-02 14:21:00,
202318144480,20231814,4595,3,216,648,2023-01-02 14:21:00,
202318154481,20231815,4265,4,162,648,2023-01-02 13:49:00,
202318154482,20231815,4269,3,266,798,2023-01-02 13:49:00,
202318154483,20231815,4268,3,563,1689,2023-01-02 13:49:00,
202318154484,20231815,4266,4,633,2532,2023-01-02 13:49:00,
202318154485,20231815,4267,1,216,216,2023-01-02 13:49:00,
202318164486,20231816,752,5,129,645,2023-01-02 13:47:00,
202318164487,20231816,751,4,225,900,2023-01-02 13:47:00,
202318164488,20231816,750,4,523,2092,2023-01-02 13:47:00,
202318164489,20231816,749,5,633,3165,2023-01-02 13:47:00,
202318174490,20231817,2605,3,209,627,2023-01-02 12:04:00,
202318184491,20231818,2268,4,346,1384,2023-01-02 07:23:00,
202318194492,20231819,1207,3,110,330,2023-01-02 08:15:00,
202318194493,20231819,1206,4,207,828,2023-01-02 08:15:00,
202318204494,20231820,2731,3,366,1098,2023-01-02 14:08:00,
202318214495,20231821,540,3,104,312,2023-01-02 09:37:00,
202318214496,20231821,539,4,361,1444,2023-01-02 09:37:00,
202318224497,20231822,1837,1,546,546,2023-01-02 09:52:00,
202318234498,20231823,3056,3,418,1254,2023-01-02 07:41:00,
202318234499,20231823,3057,5,205,1025,2023-01-02 07:41:00,
202318234500,20231823,3058,3,109,327,2023-01-02 07:41:00,
202318234501,20231823,3055,5,566,2830,2023-01-02 07:41:00,
202318244502,20231824,1123,3,114,342,2023-01-02 14:48:00,
202318244503,20231824,1124,5,123,615,2023-01-02 14:48:00,
202318254504,20231825,3513,3,688,2064,2023-01-02 09:26:00,
202318254505,20231825,3512,3,171,513,2023-01-02 09:26:00,
202318254506,20231825,3516,5,123,615,2023-01-02 09:26:00,
202318254507,20231825,3514,2,567,1134,2023-01-02 09:26:00,
202318254508,20231825,3515,1,167,167,2023-01-02 09:26:00,
202318264509,20231826,683,3,139,417,2023-01-02 08:15:00,
202318264510,20231826,682,4,100,400,2023-01-02 08:15:00,
202318264511,20231826,681,1,134,134,2023-01-02 08:15:00,
202318264512,20231826,679,1,205,205,2023-01-02 08:15:00,
202318264513,20231826,680,1,105,105,2023-01-02 08:15:00,
202318274514,20231827,918,1,265,265,2023-01-02 13:22:00,
202318274515,20231827,919,5,181,905,2023-01-02 13:22:00,
202318284516,20231828,4651,1,187,187,2023-01-02 09:34:00,
202318284517,20231828,4653,2,154,308,2023-01-02 09:34:00,
202318284518,20231828,4652,1,221,221,2023-01-02 09:34:00,
202318284519,20231828,4650,3,236,708,2023-01-02 09:34:00,
202318284520,20231828,4649,3,182,546,2023-01-02 09:34:00,
202318294521,20231829,1198,4,125,500,2023-01-02 12:32:00,
202318294522,20231829,1197,1,190,190,2023-01-02 12:32:00,
202318304523,20231830,3977,2,269,538,2023-01-02 07:10:00,
202318304524,20231830,3976,4,185,740,2023-01-02 07:10:00,
202318304525,20231830,3978,4,157,628,2023-01-02 07:10:00,
202318314526,20231831,3852,3,113,339,2023-01-02 08:27:00,
202318314527,20231831,3851,5,161,805,2023-01-02 08:27:00,
202318314528,20231831,3853,4,161,644,2023-01-02 08:27:00,
202318324529,20231832,2885,3,189,567,2023-01-02 08:51:00,
202318324530,20231832,2884,4,316,1264,2023-01-02 08:51:00,
202318334531,20231833,4358,1,185,185,2023-01-02 19:19:00,
202318344532,20231834,525,4,102,408,2023-01-02 08:57:00,
202318344533,20231834,524,3,205,615,2023-01-02 08:57:00,
202318344534,20231834,522,4,205,820,2023-01-02 08:57:00,
202318344535,20231834,523,5,692,3460,2023-01-02 08:57:00,
202318354536,20231835,2061,1,196,196,2023-01-02 13:01:00,
202318354537,20231835,2063,3,201,603,2023-01-02 13:01:00,
202318354538,20231835,2062,3,196,588,2023-01-02 13:01:00,
202318364539,20231836,3979,1,233,233,2023-01-02 07:38:00,
202318364540,20231836,3980,4,178,712,2023-01-02 07:38:00,
202318374541,20231837,2272,3,297,891,2023-01-02 08:56:00,
202318374542,20231837,2271,4,186,744,2023-01-02 08:56:00,
202318374543,20231837,2273,1,249,249,2023-01-02 08:56:00,
202318374544,20231837,2270,1,209,209,2023-01-02 08:56:00,
202318384545,20231838,3225,3,57,171,2023-01-02 14:22:00,
202318384546,20231838,3223,3,248,744,2023-01-02 14:22:00,
202318384547,20231838,3224,1,115,115,2023-01-02 14:22:00,
202318394548,20231839,1968,2,484,968,2023-01-02 09:49:00,
202318394549,20231839,1969,3,612,1836,2023-01-02 09:49:00,
202318394550,20231839,1970,5,226,1130,2023-01-02 09:49:00,
202318404551,20231840,1261,4,346,1384,2023-01-02 09:35:00,
202318404552,20231840,1262,4,208,832,2023-01-02 09:35:00,
202318414553,20231841,1140,5,100,500,2023-01-02 12:43:00,
202318424554,20231842,1861,1,91,91,2023-01-02 08:47:00,
202318424555,20231842,1864,3,135,405,2023-01-02 08:47:00,
202318424556,20231842,1862,4,282,1128,2023-01-02 08:47:00,
202318424557,20231842,1863,5,189,945,2023-01-02 08:47:00,
202318434558,20231843,4548,3,157,471,2023-01-02 14:33:00,
202318434559,20231843,4546,3,157,471,2023-01-02 14:33:00,
202318434560,20231843,4547,2,140,280,2023-01-02 14:33:00,
202318434561,20231843,4549,1,162,162,2023-01-02 14:33:00,
202318444562,20231844,4604,5,103,515,2023-01-02 19:47:00,
202318444563,20231844,4607,5,100,500,2023-01-02 19:47:00,
202318444564,20231844,4606,5,37,185,2023-01-02 19:47:00,
202318444565,20231844,4605,3,123,369,2023-01-02 19:47:00,
202318454566,20231845,1205,2,395,790,2023-01-02 07:28:00,
202318464567,20231846,2649,5,211,1055,2023-01-02 07:12:00,
202318464568,20231846,2651,1,193,193,2023-01-02 07:12:00,
202318464569,20231846,2650,1,207,207,2023-01-02 07:12:00,
202318474570,20231847,1010,3,159,477,2023-01-02 13:06:00,
202318474571,20231847,1009,2,466,932,2023-01-02 13:06:00,
202318484572,20231848,2630,1,359,359,2023-01-02 07:23:00,
202318484573,20231848,2631,1,231,231,2023-01-02 07:23:00,
202318484574,20231848,2629,1,186,186,2023-01-02 07:23:00,
202318484575,20231848,2628,5,292,1460,2023-01-02 07:23:00,
202318494576,20231849,3439,2,366,732,2023-01-02 13:05:00,
202318494577,20231849,3438,2,173,346,2023-01-02 13:05:00,
202318494578,20231849,3437,5,196,980,2023-01-02 13:05:00,
202318504579,20231850,3493,1,215,215,2023-01-02 12:47:00,
202318514580,20231851,2568,1,135,135,2023-01-02 08:37:00,
202318524581,20231852,901,1,165,165,2023-01-02 12:21:00,
202318524582,20231852,900,1,111,111,2023-01-02 12:21:00,
202318524583,20231852,902,4,107,428,2023-01-02 12:21:00,
202318534584,20231853,184,1,183,183,2023-01-02 07:50:00,
202318534585,20231853,183,3,355,1065,2023-01-02 07:50:00,
202318534586,20231853,182,3,221,663,2023-01-02 07:50:00,
202318534587,20231853,185,1,289,289,2023-01-02 07:50:00,
202318544588,20231854,2656,1,201,201,2023-01-02 19:31:00,
202318544589,20231854,2652,3,186,558,2023-01-02 19:31:00,
202318544590,20231854,2655,1,146,146,2023-01-02 19:31:00,
202318544591,20231854,2654,4,116,464,2023-01-02 19:31:00,
202318544592,20231854,2653,5,380,1900,2023-01-02 19:31:00,
202318554593,20231855,2861,4,220,880,2023-01-02 09:43:00,
202318564594,20231856,2726,3,178,534,2023-01-02 08:55:00,
202318574595,20231857,484,1,245,245,2023-01-02 14:27:00,
202318574596,20231857,485,4,78,312,2023-01-02 14:27:00,
202318584597,20231858,1655,3,228,684,2023-01-02 19:31:00,
202318594598,20231859,3395,3,112,336,2023-01-02 07:27:00,
202318604599,20231860,2741,3,114,342,2023-01-02 07:45:00,
202318604600,20231860,2742,5,194,970,2023-01-02 07:45:00,
202318604601,20231860,2739,5,146,730,2023-01-02 07:45:00,
202318614602,20231861,3369,4,154,616,2023-01-02 07:05:00,
202318614603,20231861,3368,4,211,844,2023-01-02 07:05:00,
202318614604,20231861,3370,1,350,350,2023-01-02 07:05:00,
202318624605,20231862,1913,3,190,570,2023-01-02 07:10:00,
202318634606,20231863,730,3,132,396,2023-01-02 08:05:00,
202318634607,20231863,728,4,210,840,2023-01-02 08:05:00,
202318634608,20231863,727,4,472,1888,2023-01-02 08:05:00,
202318634609,20231863,731,2,246,492,2023-01-02 08:05:00,
202318634610,20231863,729,4,537,2148,2023-01-02 08:05:00,
202318644611,20231864,543,3,633,1899,2023-01-02 08:08:00,
202318654612,20231865,3188,1,128,128,2023-01-02 08:23:00,
202318664613,20231866,4077,3,108,324,2023-01-02 08:08:00,
202318664614,20231866,4075,4,116,464,2023-01-02 08:08:00,
202318674615,20231867,170,4,111,444,2023-01-02 13:35:00,
202318684616,20231868,2650,3,207,621,2023-01-02 07:47:00,
202318684617,20231868,2651,3,193,579,2023-01-02 07:47:00,
202318694618,20231869,4552,2,179,358,2023-01-02 09:06:00,
202318694619,20231869,4553,2,227,454,2023-01-02 09:06:00,
202318704620,20231870,1891,5,236,1180,2023-01-02 08:14:00,
202318704621,20231870,1892,5,302,1510,2023-01-02 08:14:00,
202318714622,20231871,1330,3,125,375,2023-01-02 07:10:00,
202318714623,20231871,1329,1,237,237,2023-01-02 07:10:00,
202318724624,20231872,3150,3,238,714,2023-01-02 12:47:00,
202318724625,20231872,3149,3,209,627,2023-01-02 12:47:00,
202318724626,20231872,3148,5,178,890,2023-01-02 12:47:00,
202318724627,20231872,3146,5,182,910,2023-01-02 12:47:00,
202318724628,20231872,3147,2,153,306,2023-01-02 12:47:00,
202318734629,20231873,3963,1,365,365,2023-01-02 07:58:00,
202318734630,20231873,3961,3,344,1032,2023-01-02 07:58:00,
202318734631,20231873,3965,3,166,498,2023-01-02 07:58:00,
202318734632,20231873,3964,4,350,1400,2023-01-02 07:58:00,
202318734633,20231873,3962,4,114,456,2023-01-02 07:58:00,
202318744634,20231874,1872,2,247,494,2023-01-02 08:09:00,
202318744635,20231874,1869,1,167,167,2023-01-02 08:09:00,
202318744636,20231874,1871,2,294,588,2023-01-02 08:09:00,
202318744637,20231874,1870,3,232,696,2023-01-02 08:09:00,
202318754638,20231875,2399,5,624,3120,2023-01-02 08:09:00,
202318764639,20231876,3375,3,292,876,2023-01-02 08:48:00,
202318764640,20231876,3374,3,148,444,2023-01-02 08:48:00,
202318764641,20231876,3371,3,220,660,2023-01-02 08:48:00,
202318764642,20231876,3373,4,143,572,2023-01-02 08:48:00,
202318774643,20231877,4048,5,205,1025,2023-01-02 12:51:00,
202318784644,20231878,1707,3,228,684,2023-01-02 12:26:00,
202318784645,20231878,1706,5,322,1610,2023-01-02 12:26:00,
202318784646,20231878,1704,4,340,1360,2023-01-02 12:26:00,
202318784647,20231878,1705,2,260,520,2023-01-02 12:26:00,
202318794648,20231879,1599,4,347,1388,2023-01-02 09:31:00,
202318794649,20231879,1596,3,36,108,2023-01-02 09:31:00,
202318794650,20231879,1598,1,55,55,2023-01-02 09:31:00,
202318804651,20231880,2260,1,313,313,2023-01-02 07:18:00,
202318804652,20231880,2258,2,622,1244,2023-01-02 07:18:00,
202318804653,20231880,2257,5,653,3265,2023-01-02 07:18:00,
202318804654,20231880,2256,1,641,641,2023-01-02 07:18:00,
202318804655,20231880,2259,3,137,411,2023-01-02 07:18:00,
202318814656,20231881,423,5,540,2700,2023-01-02 09:52:00,
202318824657,20231882,35,3,569,1707,2023-01-02 12:51:00,
202318824658,20231882,34,2,468,936,2023-01-02 12:51:00,
202318834659,20231883,960,2,229,458,2023-01-02 08:41:00,
202318834660,20231883,959,4,106,424,2023-01-02 08:41:00,
202318844661,20231884,1046,3,194,582,2023-01-02 08:28:00,
202318854662,20231885,2581,1,174,174,2023-01-02 08:04:00,
202318854663,20231885,2582,5,391,1955,2023-01-02 08:04:00,
202318854664,20231885,2580,3,52,156,2023-01-02 08:04:00,
202318864665,20231886,2789,1,128,128,2023-01-02 08:26:00,
202318864666,20231886,2787,4,130,520,2023-01-02 08:26:00,
202318864667,20231886,2788,3,119,357,2023-01-02 08:26:00,
202318874668,20231887,3559,3,314,942,2023-01-02 07:26:00,
202318874669,20231887,3561,3,168,504,2023-01-02 07:26:00,
202318874670,20231887,3558,2,130,260,2023-01-02 07:26:00,
202318874671,20231887,3560,2,46,92,2023-01-02 07:26:00,
202318884672,20231888,4090,4,295,1180,2023-01-02 09:07:00,
202318894673,20231889,3344,1,127,127,2023-01-02 19:44:00,
202318894674,20231889,3345,3,135,405,2023-01-02 19:44:00,
202318904675,20231890,2048,1,129,129,2023-01-02 09:11:00,
202318904676,20231890,2047,5,203,1015,2023-01-02 09:11:00,
202318914677,20231891,4284,5,313,1565,2023-01-02 13:45:00,
202318914678,20231891,4285,4,235,940,2023-01-02 13:45:00,
202318924679,20231892,4502,5,635,3175,2023-01-02 14:05:00,
202318924680,20231892,4501,4,145,580,2023-01-02 14:05:00,
202318924681,20231892,4503,3,659,1977,2023-01-02 14:05:00,
202318934682,20231893,1274,2,691,1382,2023-01-02 08:54:00,
202318934683,20231893,1276,2,624,1248,2023-01-02 08:54:00,
202318934684,20231893,1277,4,515,2060,2023-01-02 08:54:00,
202318934685,20231893,1275,1,109,109,2023-01-02 08:54:00,
202318944686,20231894,234,1,656,656,2023-01-02 07:13:00,
202318944687,20231894,235,1,223,223,2023-01-02 07:13:00,
202318954688,20231895,1965,1,111,111,2023-01-02 13:41:00,
202318964689,20231896,2053,4,243,972,2023-01-02 12:03:00,
202318974690,20231897,3880,5,668,3340,2023-01-02 08:06:00,
202318974691,20231897,3877,1,417,417,2023-01-02 08:06:00,
202318974692,20231897,3878,3,481,1443,2023-01-02 08:06:00,
202318974693,20231897,3881,2,651,1302,2023-01-02 08:06:00,
202318974694,20231897,3879,4,560,2240,2023-01-02 08:06:00,
202318984695,20231898,223,2,128,256,2023-01-02 09:08:00,
202318984696,20231898,222,5,558,2790,2023-01-02 09:08:00,
202318984697,20231898,221,4,103,412,2023-01-02 09:08:00,
202318994698,20231899,3564,1,132,132,2023-01-02 07:17:00,
202319004699,20231900,1613,2,159,318,2023-01-02 19:29:00,
202319004700,20231900,1614,2,172,344,2023-01-02 19:29:00,
202319004701,20231900,1615,5,540,2700,2023-01-02 19:29:00,
