DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
2023301,2023301,11,Delivered,41 minutes,31096,2023-01-02 23:00:00,2023-01-01 08:00:00,
2023302,2023302,13,Delivered,16 minutes,99482,2023-01-02 08:19:00,2023-01-01 09:19:00,
2023303,2023303,36,Delivered,25 minutes,26306,2023-01-02 21:15:00,2023-01-01 08:15:00,
2023304,2023304,9,Delivered,19 minutes,77530,2023-01-03 04:22:00,2023-01-01 08:22:00,
2023305,2023305,37,Delivered,33 minutes,95376,2023-01-02 02:52:00,2023-01-01 14:52:00,
2023306,2023306,20,Delivered,60 minutes,23722,2023-01-03 01:53:00,2023-01-01 07:53:00,
2023307,2023307,17,Delivered,16 minutes,23794,2023-01-03 06:18:00,2023-01-01 08:18:00,
2023308,2023308,28,Delivered,48 minutes,79727,2023-01-01 20:58:00,2023-01-01 09:58:00,
2023309,2023309,10,Delivered,26 minutes,80976,2023-01-02 23:39:00,2023-01-01 08:39:00,
2023310,2023310,29,Delivered,47 minutes,58483,2023-01-02 16:27:00,2023-01-01 09:27:00,
2023311,2023311,14,Delivered,17 minutes,68536,2023-01-01 13:25:00,2023-01-01 08:25:00,
2023312,2023312,36,Delivered,9 minutes,9046,2023-01-01 20:57:00,2023-01-01 07:57:00,
2023313,2023313,4,Delivered,14 minutes,32419,2023-01-02 03:08:00,2023-01-01 08:08:00,
2023314,2023314,2,Delivered,11 minutes,96894,2023-01-02 03:09:00,2023-01-01 08:09:00,
2023315,2023315,21,Delivered,34 minutes,37208,2023-01-02 11:27:00,2023-01-01 13:27:00,
2023316,2023316,3,Delivered,41 minutes,80280,2023-01-01 16:19:00,2023-01-01 07:19:00,
2023317,2023317,8,Delivered,19 minutes,79190,2023-01-01 14:44:00,2023-01-01 09:44:00,
2023318,2023318,34,Delivered,31 minutes,50490,2023-01-02 03:33:00,2023-01-01 07:33:00,
2023319,2023319,6,Delivered,21 minutes,97940,2023-01-02 18:07:00,2023-01-01 07:07:00,
