DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231501,20231501,9,Delivered,34 minutes,97347,2023-01-03 05:06:00,2023-01-01 08:06:00,
20231502,20231502,2,Delivered,54 minutes,62918,2023-01-01 14:26:00,2023-01-01 12:26:00,
20231503,20231503,10,Delivered,50 minutes,49856,2023-01-02 02:08:00,2023-01-01 07:08:00,
20231504,20231504,34,Delivered,26 minutes,22825,2023-01-03 05:11:00,2023-01-01 09:11:00,
20231505,20231505,40,Delivered,24 minutes,68444,2023-01-02 09:28:00,2023-01-01 07:28:00,
20231506,20231506,1,Delivered,7 minutes,85557,2023-01-01 22:26:00,2023-01-01 09:26:00,
20231507,20231507,4,Delivered,60 minutes,58408,2023-01-02 15:48:00,2023-01-01 07:48:00,
20231508,20231508,23,Delivered,46 minutes,29874,2023-01-02 16:22:00,2023-01-01 19:22:00,
20231509,20231509,11,Failed,60 minutes,45809,2023-01-02 18:08:00,2023-01-01 14:08:00,
20231510,20231510,7,Delivered,34 minutes,863,2023-01-02 14:31:00,2023-01-01 07:31:00,
20231511,20231511,10,Delivered,51 minutes,91325,2023-01-01 22:40:00,2023-01-01 08:40:00,
20231512,20231512,39,Delivered,31 minutes,95007,2023-01-01 23:45:00,2023-01-01 14:45:00,
20231513,20231513,1,Delivered,20 minutes,66262,2023-01-03 04:31:00,2023-01-01 08:31:00,
20231514,20231514,2,Delivered,5 minutes,99303,2023-01-02 03:04:00,2023-01-01 07:04:00,
20231515,20231515,40,Delivered,37 minutes,57686,2023-01-02 11:13:00,2023-01-01 09:13:00,
20231516,20231516,5,Delivered,33 minutes,34413,2023-01-02 01:27:00,2023-01-01 07:27:00,
20231517,20231517,3,Delivered,11 minutes,98556,2023-01-03 01:17:00,2023-01-01 12:17:00,
20231518,20231518,25,Delivered,6 minutes,7274,2023-01-02 11:10:00,2023-01-01 08:10:00,
20231519,20231519,25,Delivered,11 minutes,66410,2023-01-02 17:17:00,2023-01-01 08:17:00,
20231520,20231520,19,Delivered,20 minutes,36236,2023-01-02 17:18:00,2023-01-01 08:18:00,
20231521,20231521,14,Delivered,33 minutes,62873,2023-01-03 09:47:00,2023-01-01 20:47:00,
20231522,20231522,24,Delivered,17 minutes,18079,2023-01-03 00:47:00,2023-01-01 07:47:00,
20231523,20231523,32,Delivered,15 minutes,14957,2023-01-02 01:44:00,2023-01-01 12:44:00,
20231524,20231524,3,Delivered,42 minutes,68768,2023-01-03 00:38:00,2023-01-01 13:38:00,
20231525,20231525,18,Delivered,34 minutes,87190,2023-01-01 22:48:00,2023-01-01 19:48:00,
