OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20231101,20184,584,2023-01-01 07:32:00,2344,Delivered,Credit Card,2023-01-01 07:32:00,
20231102,47372,1785,2023-01-01 14:32:00,556,Delivered,UPI,2023-01-01 14:32:00,
20231103,8195,749,2023-01-01 08:57:00,2396,Delivered,UPI,2023-01-01 08:57:00,
20231104,30926,1606,2023-01-01 09:03:00,134,Delivered,Credit Card,2023-01-01 09:03:00,
20231105,19582,100,2023-01-01 08:21:00,1115,Delivered,Credit Card,2023-01-01 08:21:00,
20231106,56490,833,2023-01-01 09:34:00,4614,Canceled,Credit Card,2023-01-01 09:34:00,
20231107,84702,697,2023-01-01 08:10:00,1646,Delivered,Credit Card,2023-01-01 08:10:00,
20231108,63064,1406,2023-01-01 09:12:00,618,Delivered,Credit Card,2023-01-01 09:12:00,
20231109,36146,1125,2023-01-01 07:37:00,1273,Delivered,Credit Card,2023-01-01 07:37:00,
20231110,99752,333,2023-01-01 09:37:00,1135,Delivered,UPI,2023-01-01 09:37:00,
20231111,99496,1735,2023-01-01 12:23:00,1305,Delivered,Credit Card,2023-01-01 12:23:00,
20231112,6837,804,2023-01-01 07:07:00,1392,Delivered,Credit Card,2023-01-01 07:07:00,
20231113,72406,518,2023-01-01 07:55:00,2381,Delivered,Credit Card,2023-01-01 07:55:00,
20231114,14881,652,2023-01-01 09:27:00,312,Delivered,Credit Card,2023-01-01 09:27:00,
20231115,46401,1607,2023-01-01 14:27:00,2036,Delivered,Credit Card,2023-01-01 14:27:00,
20231116,92818,163,2023-01-01 07:13:00,587,Delivered,Debit Card,2023-01-01 07:13:00,
20231117,1453,215,2023-01-01 12:18:00,1181,Delivered,Credit Card,2023-01-01 12:18:00,
20231118,40685,1800,2023-01-01 14:30:00,1440,Delivered,Credit Card,2023-01-01 14:30:00,
20231119,72971,1260,2023-01-01 09:03:00,971,Delivered,UPI,2023-01-01 09:03:00,
20231120,31950,1366,2023-01-01 12:26:00,1586,Delivered,UPI,2023-01-01 12:26:00,
20231121,80869,1759,2023-01-01 09:55:00,2469,Failed,Debit Card,2023-01-01 09:55:00,
20231122,75609,233,2023-01-01 19:02:00,1721,Delivered,UPI,2023-01-01 19:02:00,
20231123,43093,1521,2023-01-01 14:55:00,282,Delivered,Credit Card,2023-01-01 14:55:00,
20231124,7551,46,2023-01-01 07:51:00,1778,Delivered,Credit Card,2023-01-01 07:51:00,
20231125,38969,237,2023-01-01 09:53:00,4048,Delivered,UPI,2023-01-01 09:53:00,
20231126,89600,1791,2023-01-01 08:00:00,1537,Delivered,UPI,2023-01-01 08:00:00,
20231127,38867,751,2023-01-01 12:23:00,440,Delivered,Credit Card,2023-01-01 12:23:00,
20231128,91880,129,2023-01-01 09:45:00,4161,Delivered,Credit Card,2023-01-01 09:45:00,
20231129,51799,40,2023-01-01 13:13:00,3031,Delivered,Credit Card,2023-01-01 13:13:00,
20231130,57772,1279,2023-01-01 08:06:00,720,Delivered,Credit Card,2023-01-01 08:06:00,
20231131,51943,176,2023-01-01 08:45:00,1172,Returned,Wallet,2023-01-01 08:45:00,
20231132,50755,1683,2023-01-01 08:09:00,2244,Delivered,Wallet,2023-01-01 08:09:00,
20231133,26397,1638,2023-01-01 19:40:00,2936,Delivered,Credit Card,2023-01-01 19:40:00,
20231134,855,1539,2023-01-01 13:41:00,782,Delivered,Credit Card,2023-01-01 13:41:00,
20231135,11927,1683,2023-01-01 12:05:00,1601,Abandoned,UPI,2023-01-01 12:05:00,
20231136,33430,1207,2023-01-01 14:34:00,889,Delivered,Credit Card,2023-01-01 14:34:00,
20231137,58432,47,2023-01-01 14:44:00,1007,Delivered,Wallet,2023-01-01 14:44:00,
20231138,31547,969,2023-01-01 13:33:00,866,Delivered,Credit Card,2023-01-01 13:33:00,
20231139,66059,1070,2023-01-01 09:43:00,2934,Delivered,Wallet,2023-01-01 09:43:00,
20231140,35887,1472,2023-01-01 08:53:00,2291,Delivered,Credit Card,2023-01-01 08:53:00,
20231141,58647,1628,2023-01-01 09:11:00,903,Delivered,Credit Card,2023-01-01 09:11:00,
20231142,16399,1353,2023-01-01 07:11:00,885,Delivered,Wallet,2023-01-01 07:11:00,
