DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231101,20231101,38,Delivered,17 minutes,20184,2023-01-02 06:32:00,2023-01-01 07:32:00,
20231102,20231102,25,Delivered,14 minutes,47372,2023-01-02 07:32:00,2023-01-01 14:32:00,
20231103,20231103,30,Delivered,17 minutes,8195,2023-01-01 23:57:00,2023-01-01 08:57:00,
20231104,20231104,32,Delivered,44 minutes,30926,2023-01-02 13:03:00,2023-01-01 09:03:00,
20231105,20231105,6,Delivered,55 minutes,19582,2023-01-03 00:21:00,2023-01-01 08:21:00,
20231106,20231106,17,Delivered,50 minutes,56490,2023-01-02 20:34:00,2023-01-01 09:34:00,
20231107,20231107,15,Delivered,33 minutes,84702,2023-01-02 22:10:00,2023-01-01 08:10:00,
20231108,20231108,10,Returned,22 minutes,63064,2023-01-01 22:12:00,2023-01-01 09:12:00,
20231109,20231109,13,Delivered,43 minutes,36146,2023-01-02 01:37:00,2023-01-01 07:37:00,
20231110,20231110,27,Delivered,24 minutes,99752,2023-01-01 21:37:00,2023-01-01 09:37:00,
20231111,20231111,4,Delivered,54 minutes,99496,2023-01-02 04:23:00,2023-01-01 12:23:00,
20231112,20231112,14,Delivered,40 minutes,6837,2023-01-01 19:07:00,2023-01-01 07:07:00,
20231113,20231113,4,Delivered,17 minutes,72406,2023-01-01 22:55:00,2023-01-01 07:55:00,
20231114,20231114,32,Delivered,8 minutes,14881,2023-01-01 22:27:00,2023-01-01 09:27:00,
20231115,20231115,22,Delivered,7 minutes,46401,2023-01-02 11:27:00,2023-01-01 14:27:00,
20231116,20231116,39,Returned,7 minutes,92818,2023-01-03 06:13:00,2023-01-01 07:13:00,
20231117,20231117,31,Delivered,52 minutes,1453,2023-01-02 20:18:00,2023-01-01 12:18:00,
20231118,20231118,19,Delivered,38 minutes,40685,2023-01-01 23:30:00,2023-01-01 14:30:00,
20231119,20231119,16,Delivered,8 minutes,72971,2023-01-03 07:03:00,2023-01-01 09:03:00,
20231120,20231120,21,Delivered,55 minutes,31950,2023-01-02 12:26:00,2023-01-01 12:26:00,
20231121,20231121,27,Delivered,41 minutes,80869,2023-01-01 11:55:00,2023-01-01 09:55:00,
20231122,20231122,36,Delivered,9 minutes,75609,2023-01-02 10:02:00,2023-01-01 19:02:00,
20231123,20231123,35,Delivered,29 minutes,43093,2023-01-03 08:55:00,2023-01-01 14:55:00,
20231124,20231124,19,Delivered,34 minutes,7551,2023-01-01 21:51:00,2023-01-01 07:51:00,
20231125,20231125,9,Delivered,49 minutes,38969,2023-01-02 14:53:00,2023-01-01 09:53:00,
20231126,20231126,1,Delivered,41 minutes,89600,2023-01-02 15:00:00,2023-01-01 08:00:00,
20231127,20231127,23,Delivered,8 minutes,38867,2023-01-03 08:23:00,2023-01-01 12:23:00,
20231128,20231128,13,Delivered,28 minutes,91880,2023-01-03 08:45:00,2023-01-01 09:45:00,
20231129,20231129,6,Delivered,25 minutes,51799,2023-01-02 00:13:00,2023-01-01 13:13:00,
20231130,20231130,20,Delivered,16 minutes,57772,2023-01-03 06:06:00,2023-01-01 08:06:00,
20231131,20231131,38,Delivered,49 minutes,51943,2023-01-01 11:45:00,2023-01-01 08:45:00,
20231132,20231132,37,Delivered,13 minutes,50755,2023-01-02 09:09:00,2023-01-01 08:09:00,
20231133,20231133,32,Delivered,16 minutes,26397,2023-01-01 23:40:00,2023-01-01 19:40:00,
20231134,20231134,5,Delivered,10 minutes,855,2023-01-02 21:41:00,2023-01-01 13:41:00,
20231135,20231135,14,Delivered,45 minutes,11927,2023-01-03 09:05:00,2023-01-01 12:05:00,
20231136,20231136,33,Delivered,40 minutes,33430,2023-01-03 05:34:00,2023-01-01 14:34:00,
20231137,20231137,34,Delivered,18 minutes,58432,2023-01-02 19:44:00,2023-01-01 14:44:00,
20231138,20231138,19,Delivered,40 minutes,31547,2023-01-03 02:33:00,2023-01-01 13:33:00,
20231139,20231139,25,Delivered,48 minutes,66059,2023-01-03 00:43:00,2023-01-01 09:43:00,
20231140,20231140,37,Delivered,56 minutes,35887,2023-01-02 12:53:00,2023-01-01 08:53:00,
20231141,20231141,26,Delivered,40 minutes,58647,2023-01-02 14:11:00,2023-01-01 09:11:00,
20231142,20231142,38,Delivered,24 minutes,16399,2023-01-01 10:11:00,2023-01-01 07:11:00,
20231143,20231143,40,Delivered,6 minutes,66183,2023-01-02 01:09:00,2023-01-01 13:09:00,
20231144,20231144,35,Abandoned,6 minutes,47321,2023-01-02 13:43:00,2023-01-01 09:43:00,
20231145,20231145,32,Delivered,36 minutes,86599,2023-01-01 17:32:00,2023-01-01 09:32:00,
20231146,20231146,17,Abandoned,54 minutes,73607,2023-01-03 02:05:00,2023-01-01 13:05:00,
20231147,20231147,38,Delivered,40 minutes,67053,2023-01-02 18:01:00,2023-01-01 12:01:00,
20231148,20231148,4,Delivered,13 minutes,15494,2023-01-01 14:06:00,2023-01-01 08:06:00,
20231149,20231149,9,Delivered,60 minutes,64147,2023-01-02 03:12:00,2023-01-01 07:12:00,
20231150,20231150,7,Delivered,17 minutes,30819,2023-01-02 00:58:00,2023-01-01 07:58:00,
20231151,20231151,1,Delivered,8 minutes,96473,2023-01-02 17:32:00,2023-01-01 09:32:00,
20231152,20231152,19,Delivered,26 minutes,45336,2023-01-02 08:37:00,2023-01-01 20:37:00,
