OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20233301,15711,1154,2023-01-03 14:13:00,424,Delivered,Credit Card,2023-01-03 14:13:00,
20233302,34123,1725,2023-01-03 13:06:00,1219,Delivered,Credit Card,2023-01-03 13:06:00,
20233303,90830,1554,2023-01-03 09:39:00,183,Delivered,Wallet,2023-01-03 09:39:00,
20233304,12054,654,2023-01-03 20:15:00,348,Delivered,Wallet,2023-01-03 20:15:00,
20233305,51209,744,2023-01-03 12:55:00,1780,Delivered,UPI,2023-01-03 12:55:00,
20233306,43580,104,2023-01-03 08:10:00,3544,Canceled,Credit Card,2023-01-03 08:10:00,
20233307,20102,920,2023-01-03 08:41:00,3392,Delivered,Wallet,2023-01-03 08:41:00,
20233308,73131,1080,2023-01-03 08:42:00,645,Delivered,Credit Card,2023-01-03 08:42:00,
20233309,5125,1075,2023-01-03 14:08:00,1137,Delivered,Credit Card,2023-01-03 14:08:00,
20233310,41312,186,2023-01-03 07:39:00,3169,Delivered,UPI,2023-01-03 07:39:00,
20233311,75966,920,2023-01-03 12:26:00,7512,Delivered,Wallet,2023-01-03 12:26:00,
20233312,93986,1362,2023-01-03 07:23:00,1603,Delivered,Wallet,2023-01-03 07:23:00,
20233313,80719,761,2023-01-03 08:52:00,2749,Delivered,UPI,2023-01-03 08:52:00,
20233314,73353,766,2023-01-03 09:34:00,2861,Delivered,UPI,2023-01-03 09:34:00,
20233315,79341,1143,2023-01-03 07:04:00,450,Delivered,Credit Card,2023-01-03 07:04:00,
20233316,30622,713,2023-01-03 07:32:00,3077,Delivered,Wallet,2023-01-03 07:32:00,
20233317,59959,800,2023-01-03 09:59:00,259,Delivered,Wallet,2023-01-03 09:59:00,
20233318,93204,1018,2023-01-03 07:35:00,2749,Delivered,CoD,2023-01-03 07:35:00,
20233319,68933,1250,2023-01-03 08:58:00,495,Delivered,UPI,2023-01-03 08:58:00,
20233320,62458,1053,2023-01-03 14:01:00,199,Delivered,UPI,2023-01-03 14:01:00,
20233321,26041,1269,2023-01-03 14:47:00,2338,Delivered,UPI,2023-01-03 14:47:00,
20233322,14790,375,2023-01-03 09:34:00,3336,Delivered,Credit Card,2023-01-03 09:34:00,
20233323,75766,865,2023-01-03 07:27:00,7740,Canceled,UPI,2023-01-03 07:27:00,
20233324,7482,984,2023-01-03 13:13:00,2199,Delivered,UPI,2023-01-03 13:13:00,
20233325,29689,783,2023-01-03 07:40:00,1117,Delivered,Credit Card,2023-01-03 07:40:00,
20233326,20372,276,2023-01-03 08:14:00,537,Delivered,Credit Card,2023-01-03 08:14:00,
20233327,76523,311,2023-01-03 08:29:00,159,Delivered,UPI,2023-01-03 08:29:00,
20233328,13356,620,2023-01-03 09:24:00,804,Delivered,Credit Card,2023-01-03 09:24:00,
20233329,25642,1390,2023-01-03 12:32:00,2660,Delivered,UPI,2023-01-03 12:32:00,
20233330,56599,627,2023-01-03 07:23:00,1216,Delivered,CoD,2023-01-03 07:23:00,
20233331,75086,590,2023-01-03 09:43:00,3942,Delivered,Credit Card,2023-01-03 09:43:00,
20233332,9227,993,2023-01-03 09:29:00,2885,Delivered,UPI,2023-01-03 09:29:00,
20233333,87602,145,2023-01-03 09:20:00,919,Returned,Wallet,2023-01-03 09:20:00,
20233334,3160,210,2023-01-03 13:21:00,1772,Delivered,UPI,2023-01-03 13:21:00,
20233335,36332,524,2023-01-03 08:31:00,2307,Delivered,UPI,2023-01-03 08:31:00,
20233336,66679,1313,2023-01-03 09:49:00,441,Delivered,UPI,2023-01-03 09:49:00,
20233337,60520,1278,2023-01-03 12:10:00,338,Delivered,Credit Card,2023-01-03 12:10:00,
20233338,22048,106,2023-01-03 13:55:00,534,Delivered,Credit Card,2023-01-03 13:55:00,
20233339,53155,1561,2023-01-03 19:15:00,2703,Delivered,Wallet,2023-01-03 19:15:00,
20233340,9777,633,2023-01-03 08:43:00,2933,Delivered,Wallet,2023-01-03 08:43:00,
20233341,35243,1115,2023-01-03 07:03:00,1437,Delivered,Credit Card,2023-01-03 07:03:00,
20233342,65535,1270,2023-01-03 20:39:00,354,Delivered,Wallet,2023-01-03 20:39:00,
20233343,92896,1226,2023-01-03 09:43:00,652,Delivered,Credit Card,2023-01-03 09:43:00,
20233344,50590,1610,2023-01-03 08:46:00,1005,Delivered,UPI,2023-01-03 08:46:00,
20233345,51114,467,2023-01-03 13:30:00,1001,Delivered,Credit Card,2023-01-03 13:30:00,
20233346,27769,399,2023-01-03 09:00:00,3988,Delivered,Credit Card,2023-01-03 09:00:00,
20233347,87253,1396,2023-01-03 09:15:00,684,Delivered,Credit Card,2023-01-03 09:15:00,
20233348,7256,181,2023-01-03 07:13:00,989,Failed,UPI,2023-01-03 07:13:00,
20233349,46128,989,2023-01-03 08:32:00,3055,Delivered,UPI,2023-01-03 08:32:00,
20233350,75081,132,2023-01-03 09:15:00,1926,Delivered,Credit Card,2023-01-03 09:15:00,
20233351,96313,382,2023-01-03 08:00:00,700,Delivered,UPI,2023-01-03 08:00:00,
20233352,63053,797,2023-01-03 09:25:00,3798,Delivered,UPI,2023-01-03 09:25:00,
20233353,70205,927,2023-01-03 13:58:00,3918,Delivered,UPI,2023-01-03 13:58:00,
20233354,15694,1562,2023-01-03 14:35:00,1900,Delivered,Credit Card,2023-01-03 14:35:00,
20233355,27877,1720,2023-01-03 09:30:00,2212,Delivered,Credit Card,2023-01-03 09:30:00,
20233356,36782,1701,2023-01-03 07:46:00,360,Delivered,UPI,2023-01-03 07:46:00,
20233357,89483,1359,2023-01-03 08:49:00,5950,Delivered,Credit Card,2023-01-03 08:49:00,
20233358,49784,426,2023-01-03 09:19:00,1647,Delivered,Credit Card,2023-01-03 09:19:00,
20233359,49025,1661,2023-01-03 07:13:00,104,Delivered,UPI,2023-01-03 07:13:00,
20233360,62048,1197,2023-01-03 08:58:00,5171,Delivered,Credit Card,2023-01-03 08:58:00,
20233361,72937,166,2023-01-03 07:40:00,1791,Delivered,Credit Card,2023-01-03 07:40:00,
20233362,2871,348,2023-01-03 13:01:00,1363,Delivered,UPI,2023-01-03 13:01:00,
20233363,26439,615,2023-01-03 13:20:00,3065,Delivered,Debit Card,2023-01-03 13:20:00,
20233364,51210,595,2023-01-03 14:57:00,4455,Delivered,Wallet,2023-01-03 14:57:00,
20233365,58953,1528,2023-01-03 09:05:00,856,Delivered,Credit Card,2023-01-03 09:05:00,
20233366,46980,34,2023-01-03 07:19:00,664,Delivered,Wallet,2023-01-03 07:19:00,
20233367,38765,401,2023-01-03 09:47:00,2180,Delivered,UPI,2023-01-03 09:47:00,
20233368,52132,1193,2023-01-03 09:46:00,600,Delivered,UPI,2023-01-03 09:46:00,
20233369,74849,988,2023-01-03 08:19:00,1038,Delivered,Wallet,2023-01-03 08:19:00,
20233370,88850,1487,2023-01-03 09:54:00,2011,Delivered,UPI,2023-01-03 09:54:00,
20233371,64174,528,2023-01-03 07:28:00,1911,Delivered,UPI,2023-01-03 07:28:00,
20233372,98927,1404,2023-01-03 20:18:00,120,Delivered,Credit Card,2023-01-03 20:18:00,
20233373,50642,895,2023-01-03 09:30:00,3786,Delivered,Wallet,2023-01-03 09:30:00,
20233374,49003,671,2023-01-03 08:59:00,1367,Delivered,UPI,2023-01-03 08:59:00,
20233375,88121,449,2023-01-03 07:39:00,3196,Delivered,Credit Card,2023-01-03 07:39:00,
20233376,13408,1252,2023-01-03 13:15:00,2868,Delivered,Credit Card,2023-01-03 13:15:00,
20233377,77048,1657,2023-01-03 09:06:00,1000,Delivered,Credit Card,2023-01-03 09:06:00,
20233378,20120,1538,2023-01-03 07:38:00,1970,Delivered,Credit Card,2023-01-03 07:38:00,
20233379,69360,1194,2023-01-03 07:06:00,2472,Delivered,Credit Card,2023-01-03 07:06:00,
