OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20232101,78848,273,2023-01-02 20:56:00,589,Delivered,UPI,2023-01-02 20:56:00,
20232102,15769,782,2023-01-02 09:35:00,1114,Delivered,UPI,2023-01-02 09:35:00,
20232103,22757,825,2023-01-02 08:28:00,850,Delivered,Credit Card,2023-01-02 08:28:00,
20232104,99622,1730,2023-01-02 08:14:00,788,Delivered,CoD,2023-01-02 08:14:00,
20232105,98115,1535,2023-01-02 08:01:00,1798,Delivered,CoD,2023-01-02 08:01:00,
20232106,89340,872,2023-01-02 08:26:00,5206,Delivered,Credit Card,2023-01-02 08:26:00,
20232107,26285,1712,2023-01-02 09:40:00,1521,Delivered,UPI,2023-01-02 09:40:00,
20232108,71423,538,2023-01-02 07:13:00,6154,Delivered,Credit Card,2023-01-02 07:13:00,
20232109,52636,1134,2023-01-02 08:02:00,3453,Delivered,Credit Card,2023-01-02 08:02:00,
20232110,78686,1252,2023-01-02 09:41:00,4423,Delivered,Credit Card,2023-01-02 09:41:00,
20232111,29490,1564,2023-01-02 07:24:00,2569,Delivered,Credit Card,2023-01-02 07:24:00,
20232112,12356,166,2023-01-02 08:03:00,1678,Delivered,Wallet,2023-01-02 08:03:00,
20232113,92863,1378,2023-01-02 08:54:00,1480,Delivered,Credit Card,2023-01-02 08:54:00,
20232114,78433,1039,2023-01-02 13:00:00,450,Returned,Credit Card,2023-01-02 13:00:00,
20232115,27267,130,2023-01-02 07:05:00,463,Delivered,Credit Card,2023-01-02 07:05:00,
20232116,28803,1763,2023-01-02 09:46:00,466,Delivered,Wallet,2023-01-02 09:46:00,
20232117,24667,496,2023-01-02 12:03:00,477,Delivered,UPI,2023-01-02 12:03:00,
20232118,78676,8,2023-01-02 14:55:00,1472,Delivered,UPI,2023-01-02 14:55:00,
20232119,23132,550,2023-01-02 14:10:00,684,Delivered,Wallet,2023-01-02 14:10:00,
20232120,74115,148,2023-01-02 14:54:00,1059,Delivered,Credit Card,2023-01-02 14:54:00,
20232121,28881,835,2023-01-02 09:48:00,1688,Delivered,Credit Card,2023-01-02 09:48:00,
20232122,49094,1068,2023-01-02 07:13:00,4006,Delivered,Credit Card,2023-01-02 07:13:00,
20232123,22337,838,2023-01-02 07:16:00,2923,Delivered,Debit Card,2023-01-02 07:16:00,
20232124,12702,158,2023-01-02 12:17:00,2980,Delivered,UPI,2023-01-02 12:17:00,
20232125,79488,470,2023-01-02 08:43:00,448,Delivered,Credit Card,2023-01-02 08:43:00,
20232126,53807,1424,2023-01-02 08:41:00,1603,Delivered,Wallet,2023-01-02 08:41:00,
20232127,6317,1684,2023-01-02 08:19:00,204,Delivered,Credit Card,2023-01-02 08:19:00,
20232128,4285,1629,2023-01-02 07:57:00,1075,Delivered,Wallet,2023-01-02 07:57:00,
20232129,21039,748,2023-01-02 19:55:00,3662,Delivered,Credit Card,2023-01-02 19:55:00,
20232130,59642,115,2023-01-02 09:16:00,745,Delivered,Credit Card,2023-01-02 09:16:00,
20232131,89636,1056,2023-01-02 20:31:00,1940,Delivered,UPI,2023-01-02 20:31:00,
20232132,61921,554,2023-01-02 09:34:00,1362,Delivered,UPI,2023-01-02 09:34:00,
20232133,44165,510,2023-01-02 08:45:00,5069,Delivered,UPI,2023-01-02 08:45:00,
20232134,39881,670,2023-01-02 08:26:00,3270,Delivered,Credit Card,2023-01-02 08:26:00,
20232135,7011,519,2023-01-02 14:03:00,2143,Delivered,Credit Card,2023-01-02 14:03:00,
20232136,55467,1483,2023-01-02 14:47:00,712,Delivered,Credit Card,2023-01-02 14:47:00,
20232137,34567,863,2023-01-02 09:18:00,2224,Delivered,Credit Card,2023-01-02 09:18:00,
20232138,57508,1427,2023-01-02 09:27:00,1902,Delivered,UPI,2023-01-02 09:27:00,
20232139,9790,1298,2023-01-02 09:23:00,154,Delivered,UPI,2023-01-02 09:23:00,
20232140,73846,989,2023-01-02 09:00:00,3333,Delivered,Credit Card,2023-01-02 09:00:00,
20232141,93642,107,2023-01-02 09:35:00,4736,Delivered,UPI,2023-01-02 09:35:00,
20232142,60633,1395,2023-01-02 09:43:00,144,Delivered,Credit Card,2023-01-02 09:43:00,
20232143,50255,1509,2023-01-02 09:49:00,3265,Delivered,CoD,2023-01-02 09:49:00,
20232144,35145,23,2023-01-02 07:24:00,2663,Delivered,Credit Card,2023-01-02 07:24:00,
20232145,71689,1396,2023-01-02 09:20:00,1140,Delivered,Debit Card,2023-01-02 09:20:00,
20232146,87310,960,2023-01-02 08:51:00,8424,Delivered,UPI,2023-01-02 08:51:00,
20232147,75051,445,2023-01-02 12:34:00,1344,Delivered,Credit Card,2023-01-02 12:34:00,
20232148,3002,144,2023-01-02 08:01:00,2661,Delivered,Wallet,2023-01-02 08:01:00,
20232149,5294,1050,2023-01-02 08:44:00,2458,Returned,Wallet,2023-01-02 08:44:00,
20232150,84173,982,2023-01-02 07:53:00,1696,Delivered,UPI,2023-01-02 07:53:00,
20232151,15632,143,2023-01-02 08:05:00,1830,Delivered,UPI,2023-01-02 08:05:00,
20232152,91107,880,2023-01-02 07:19:00,491,Returned,Credit Card,2023-01-02 07:19:00,
20232153,189,644,2023-01-02 07:07:00,2512,Delivered,CoD,2023-01-02 07:07:00,
20232154,16829,86,2023-01-02 19:35:00,800,Delivered,Credit Card,2023-01-02 19:35:00,
20232155,67552,1167,2023-01-02 08:38:00,1973,Delivered,Wallet,2023-01-02 08:38:00,
20232156,67595,1275,2023-01-02 20:58:00,3050,Delivered,UPI,2023-01-02 20:58:00,
20232157,3777,1277,2023-01-02 07:17:00,2802,Delivered,Credit Card,2023-01-02 07:17:00,
20232158,82092,1221,2023-01-02 07:08:00,3555,Delivered,UPI,2023-01-02 07:08:00,
20232159,80105,657,2023-01-02 07:20:00,1206,Delivered,UPI,2023-01-02 07:20:00,
20232160,20433,247,2023-01-02 09:20:00,405,Delivered,Credit Card,2023-01-02 09:20:00,
20232161,1097,856,2023-01-02 09:22:00,1584,Delivered,Credit Card,2023-01-02 09:22:00,
20232162,16593,1548,2023-01-02 09:49:00,262,Delivered,UPI,2023-01-02 09:49:00,
20232163,59070,198,2023-01-02 09:49:00,2372,Delivered,UPI,2023-01-02 09:49:00,
20232164,6279,533,2023-01-02 08:24:00,5620,Delivered,Credit Card,2023-01-02 08:24:00,
20232165,81358,158,2023-01-02 12:19:00,3826,Delivered,Credit Card,2023-01-02 12:19:00,
20232166,26086,1393,2023-01-02 07:42:00,4050,Delivered,Credit Card,2023-01-02 07:42:00,
20232167,19648,713,2023-01-02 09:32:00,835,Delivered,Credit Card,2023-01-02 09:32:00,
20232168,80623,316,2023-01-02 08:39:00,2772,Delivered,Credit Card,2023-01-02 08:39:00,
20232169,65608,276,2023-01-02 07:37:00,537,Delivered,Credit Card,2023-01-02 07:37:00,
20232170,83442,686,2023-01-02 08:21:00,330,Delivered,Credit Card,2023-01-02 08:21:00,
20232171,5201,1707,2023-01-02 09:11:00,4270,Delivered,Credit Card,2023-01-02 09:11:00,
20232172,57814,1231,2023-01-02 09:48:00,1130,Delivered,Credit Card,2023-01-02 09:48:00,
20232173,58450,1157,2023-01-02 08:11:00,2239,Delivered,UPI,2023-01-02 08:11:00,
20232174,2052,682,2023-01-02 09:02:00,169,Delivered,Wallet,2023-01-02 09:02:00,
20232175,12180,1010,2023-01-02 09:13:00,127,Delivered,Credit Card,2023-01-02 09:13:00,
20232176,12792,902,2023-01-02 20:59:00,1091,Delivered,CoD,2023-01-02 20:59:00,
20232177,45570,88,2023-01-02 09:58:00,1208,Delivered,Wallet,2023-01-02 09:58:00,
20232178,14627,348,2023-01-02 08:36:00,1380,Delivered,Wallet,2023-01-02 08:36:00,
20232179,4251,1318,2023-01-02 14:51:00,574,Delivered,Credit Card,2023-01-02 14:51:00,
20232180,25807,1005,2023-01-02 07:30:00,90,Delivered,UPI,2023-01-02 07:30:00,
20232181,10790,1670,2023-01-02 08:21:00,2216,Delivered,UPI,2023-01-02 08:21:00,
20232182,12820,283,2023-01-02 08:07:00,1766,Delivered,UPI,2023-01-02 08:07:00,
20232183,62967,857,2023-01-02 12:30:00,710,Delivered,Credit Card,2023-01-02 12:30:00,
20232184,15993,712,2023-01-02 08:56:00,248,Delivered,Wallet,2023-01-02 08:56:00,
20232185,74884,939,2023-01-02 07:50:00,5044,Delivered,Debit Card,2023-01-02 07:50:00,
20232186,39317,792,2023-01-02 13:19:00,568,Delivered,Credit Card,2023-01-02 13:19:00,
20232187,10957,746,2023-01-02 12:42:00,1125,Delivered,UPI,2023-01-02 12:42:00,
20232188,55565,445,2023-01-02 14:02:00,1999,Delivered,Credit Card,2023-01-02 14:02:00,
20232189,20890,1094,2023-01-02 08:05:00,4966,Delivered,Wallet,2023-01-02 08:05:00,
20232190,48600,1257,2023-01-02 12:38:00,1580,Delivered,UPI,2023-01-02 12:38:00,
20232191,74473,1007,2023-01-02 08:21:00,1082,Delivered,UPI,2023-01-02 08:21:00,
20232192,53270,929,2023-01-02 14:54:00,2378,Delivered,Credit Card,2023-01-02 14:54:00,
20232193,13,605,2023-01-02 09:12:00,4511,Canceled,UPI,2023-01-02 09:12:00,
20232194,32189,1252,2023-01-02 19:32:00,3809,Delivered,UPI,2023-01-02 19:32:00,
20232195,45873,944,2023-01-02 12:56:00,5629,Delivered,Credit Card,2023-01-02 12:56:00,
20232196,43612,1544,2023-01-02 19:35:00,129,Delivered,UPI,2023-01-02 19:35:00,
20232197,67897,149,2023-01-02 09:20:00,5460,Delivered,Credit Card,2023-01-02 09:20:00,
20232198,6306,1712,2023-01-02 14:37:00,1241,Delivered,UPI,2023-01-02 14:37:00,
20232199,21538,1282,2023-01-02 13:29:00,189,Delivered,UPI,2023-01-02 13:29:00,
20232200,85868,870,2023-01-02 08:29:00,4519,Delivered,Credit Card,2023-01-02 08:29:00,
