DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231601,20231601,22,Delivered,7 minutes,48440,2023-01-04 02:48:00,2023-01-02 07:48:00,
20231602,20231602,10,Delivered,30 minutes,69545,2023-01-03 03:55:00,2023-01-02 19:55:00,
20231603,20231603,29,Delivered,51 minutes,91252,2023-01-02 20:17:00,2023-01-02 08:17:00,
20231604,20231604,37,Delivered,46 minutes,45819,2023-01-03 15:13:00,2023-01-02 09:13:00,
20231605,20231605,23,Delivered,60 minutes,13071,2023-01-03 15:04:00,2023-01-02 08:04:00,
20231606,20231606,18,Canceled,52 minutes,2922,2023-01-02 14:15:00,2023-01-02 07:15:00,
20231607,20231607,24,Delivered,43 minutes,27899,2023-01-03 04:09:00,2023-01-02 09:09:00,
20231608,20231608,12,Delivered,31 minutes,11799,2023-01-03 16:21:00,2023-01-02 09:21:00,
20231609,20231609,35,Delivered,9 minutes,64266,2023-01-03 01:23:00,2023-01-02 09:23:00,
20231610,20231610,7,Delivered,18 minutes,18001,2023-01-04 04:26:00,2023-01-02 08:26:00,
20231611,20231611,3,Delivered,23 minutes,83464,2023-01-03 20:41:00,2023-01-02 07:41:00,
20231612,20231612,21,Delivered,30 minutes,79617,2023-01-03 11:13:00,2023-01-02 08:13:00,
20231613,20231613,25,Returned,11 minutes,58498,2023-01-03 03:24:00,2023-01-02 08:24:00,
20231614,20231614,1,Delivered,28 minutes,7996,2023-01-03 05:51:00,2023-01-02 08:51:00,
20231615,20231615,3,Delivered,9 minutes,11731,2023-01-03 06:35:00,2023-01-02 13:35:00,
20231616,20231616,33,Delivered,43 minutes,30995,2023-01-04 05:13:00,2023-01-02 08:13:00,
20231617,20231617,10,Delivered,43 minutes,37525,2023-01-03 00:17:00,2023-01-02 07:17:00,
20231618,20231618,2,Delivered,35 minutes,15417,2023-01-02 22:28:00,2023-01-02 13:28:00,
20231619,20231619,3,Delivered,16 minutes,27915,2023-01-02 12:24:00,2023-01-02 09:24:00,
20231620,20231620,10,Delivered,52 minutes,36389,2023-01-03 06:40:00,2023-01-02 09:40:00,
20231621,20231621,5,Delivered,47 minutes,44914,2023-01-02 12:30:00,2023-01-02 09:30:00,
20231622,20231622,35,Delivered,39 minutes,2790,2023-01-03 13:42:00,2023-01-02 08:42:00,
20231623,20231623,38,Delivered,53 minutes,59287,2023-01-02 17:38:00,2023-01-02 07:38:00,
20231624,20231624,24,Delivered,20 minutes,71989,2023-01-02 23:00:00,2023-01-02 14:00:00,
20231625,20231625,18,Delivered,59 minutes,58566,2023-01-02 22:40:00,2023-01-02 08:40:00,
20231626,20231626,7,Delivered,37 minutes,29407,2023-01-04 09:10:00,2023-01-02 09:10:00,
20231627,20231627,15,Delivered,24 minutes,73,2023-01-03 01:16:00,2023-01-02 07:16:00,
20231628,20231628,12,Delivered,43 minutes,1852,2023-01-02 16:32:00,2023-01-02 09:32:00,
20231629,20231629,38,Delivered,52 minutes,69920,2023-01-02 20:21:00,2023-01-02 09:21:00,
20231630,20231630,38,Delivered,13 minutes,1567,2023-01-03 17:53:00,2023-01-02 20:53:00,
20231631,20231631,6,Delivered,18 minutes,2165,2023-01-03 02:47:00,2023-01-02 08:47:00,
20231632,20231632,13,Delivered,22 minutes,36879,2023-01-02 15:55:00,2023-01-02 09:55:00,
20231633,20231633,39,Delivered,49 minutes,40044,2023-01-02 13:18:00,2023-01-02 08:18:00,
20231634,20231634,29,Delivered,17 minutes,22212,2023-01-02 22:09:00,2023-01-02 09:09:00,
20231635,20231635,22,Delivered,54 minutes,22524,2023-01-03 15:53:00,2023-01-02 19:53:00,
20231636,20231636,22,Delivered,58 minutes,37343,2023-01-03 10:14:00,2023-01-02 09:14:00,
20231637,20231637,34,Delivered,13 minutes,14998,2023-01-03 17:38:00,2023-01-02 09:38:00,
20231638,20231638,38,Delivered,5 minutes,52771,2023-01-03 05:37:00,2023-01-02 09:37:00,
20231639,20231639,39,Delivered,39 minutes,41577,2023-01-04 00:54:00,2023-01-02 12:54:00,
20231640,20231640,22,Delivered,12 minutes,34013,2023-01-02 14:13:00,2023-01-02 07:13:00,
20231641,20231641,15,Delivered,22 minutes,68580,2023-01-03 03:55:00,2023-01-02 08:55:00,
20231642,20231642,31,Delivered,21 minutes,54313,2023-01-03 11:48:00,2023-01-02 08:48:00,
20231643,20231643,35,Delivered,16 minutes,16034,2023-01-03 05:37:00,2023-01-02 19:37:00,
20231644,20231644,10,Delivered,13 minutes,16145,2023-01-03 21:55:00,2023-01-02 14:55:00,
20231645,20231645,3,Delivered,59 minutes,35827,2023-01-02 15:04:00,2023-01-02 07:04:00,
20231646,20231646,37,Delivered,5 minutes,62945,2023-01-04 11:11:00,2023-01-02 14:11:00,
20231647,20231647,13,Delivered,33 minutes,26019,2023-01-02 22:26:00,2023-01-02 13:26:00,
20231648,20231648,13,Delivered,18 minutes,85714,2023-01-03 13:42:00,2023-01-02 09:42:00,
20231649,20231649,35,Delivered,22 minutes,26212,2023-01-02 16:34:00,2023-01-02 12:34:00,
20231650,20231650,28,Delivered,24 minutes,90859,2023-01-02 23:55:00,2023-01-02 08:55:00,
20231651,20231651,13,Delivered,16 minutes,83224,2023-01-03 18:54:00,2023-01-02 14:54:00,
