OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20233201,42384,214,2023-01-03 09:28:00,1964,Delivered,UPI,2023-01-03 09:28:00,
20233202,46084,471,2023-01-03 08:57:00,880,Delivered,Wallet,2023-01-03 08:57:00,
20233203,35004,609,2023-01-03 07:08:00,2191,Delivered,UPI,2023-01-03 07:08:00,
20233204,75919,1613,2023-01-03 07:23:00,804,Delivered,Credit Card,2023-01-03 07:23:00,
20233205,72383,593,2023-01-03 07:08:00,1593,Delivered,UPI,2023-01-03 07:08:00,
20233206,67200,1133,2023-01-03 09:23:00,1304,Delivered,Credit Card,2023-01-03 09:23:00,
20233207,7867,85,2023-01-03 14:57:00,2424,Abandoned,Credit Card,2023-01-03 14:57:00,
20233208,1585,602,2023-01-03 12:29:00,871,Delivered,Wallet,2023-01-03 12:29:00,
20233209,69126,407,2023-01-03 12:53:00,1845,Delivered,Wallet,2023-01-03 12:53:00,
20233210,59031,962,2023-01-03 14:20:00,519,Delivered,Wallet,2023-01-03 14:20:00,
20233211,32208,622,2023-01-03 08:02:00,897,Delivered,Credit Card,2023-01-03 08:02:00,
20233212,10470,1371,2023-01-03 07:18:00,2425,Delivered,Wallet,2023-01-03 07:18:00,
20233213,9996,1525,2023-01-03 12:00:00,484,Delivered,Credit Card,2023-01-03 12:00:00,
20233214,98397,371,2023-01-03 09:32:00,553,Delivered,UPI,2023-01-03 09:32:00,
20233215,44153,872,2023-01-03 09:17:00,7084,Delivered,Credit Card,2023-01-03 09:17:00,
20233216,69913,226,2023-01-03 20:46:00,3388,Delivered,UPI,2023-01-03 20:46:00,
20233217,34300,44,2023-01-03 12:44:00,1396,Delivered,Wallet,2023-01-03 12:44:00,
20233218,84901,1216,2023-01-03 09:31:00,107,Failed,Debit Card,2023-01-03 09:31:00,
20233219,8844,1243,2023-01-03 09:38:00,2397,Delivered,UPI,2023-01-03 09:38:00,
20233220,25497,317,2023-01-03 08:42:00,2048,Delivered,UPI,2023-01-03 08:42:00,
20233221,71339,1010,2023-01-03 08:53:00,508,Delivered,UPI,2023-01-03 08:53:00,
20233222,37185,1256,2023-01-03 08:52:00,1910,Delivered,UPI,2023-01-03 08:52:00,
20233223,1677,1742,2023-01-03 12:36:00,2880,Delivered,UPI,2023-01-03 12:36:00,
20233224,12235,519,2023-01-03 08:05:00,1342,Failed,UPI,2023-01-03 08:05:00,
20233225,47402,37,2023-01-03 08:40:00,450,Delivered,Credit Card,2023-01-03 08:40:00,
20233226,35710,141,2023-01-03 09:47:00,5253,Delivered,Credit Card,2023-01-03 09:47:00,
20233227,44101,108,2023-01-03 19:17:00,668,Delivered,Wallet,2023-01-03 19:17:00,
20233228,40832,1435,2023-01-03 09:07:00,2049,Delivered,UPI,2023-01-03 09:07:00,
20233229,41481,977,2023-01-03 13:32:00,768,Delivered,UPI,2023-01-03 13:32:00,
20233230,26927,358,2023-01-03 09:34:00,530,Delivered,Wallet,2023-01-03 09:34:00,
20233231,74719,1445,2023-01-03 12:42:00,1062,Delivered,Credit Card,2023-01-03 12:42:00,
20233232,99583,1664,2023-01-03 14:02:00,3272,Delivered,Credit Card,2023-01-03 14:02:00,
20233233,24741,351,2023-01-03 08:31:00,234,Delivered,Credit Card,2023-01-03 08:31:00,
20233234,52087,1653,2023-01-03 07:50:00,4450,Delivered,Credit Card,2023-01-03 07:50:00,
20233235,25823,1472,2023-01-03 08:58:00,1572,Delivered,Credit Card,2023-01-03 08:58:00,
20233236,47409,800,2023-01-03 08:01:00,1295,Delivered,Credit Card,2023-01-03 08:01:00,
20233237,42830,1126,2023-01-03 13:27:00,2080,Delivered,Credit Card,2023-01-03 13:27:00,
20233238,83803,173,2023-01-03 14:56:00,790,Delivered,UPI,2023-01-03 14:56:00,
20233239,17439,42,2023-01-03 20:05:00,3352,Delivered,Credit Card,2023-01-03 20:05:00,
20233240,59761,1238,2023-01-03 08:35:00,126,Delivered,Credit Card,2023-01-03 08:35:00,
20233241,11304,796,2023-01-03 19:48:00,596,Delivered,Credit Card,2023-01-03 19:48:00,
20233242,17836,1490,2023-01-03 20:53:00,2528,Delivered,Credit Card,2023-01-03 20:53:00,
20233243,99464,580,2023-01-03 19:06:00,1567,Delivered,UPI,2023-01-03 19:06:00,
20233244,68044,428,2023-01-03 08:21:00,2185,Delivered,Credit Card,2023-01-03 08:21:00,
20233245,84977,186,2023-01-03 09:21:00,1839,Delivered,Wallet,2023-01-03 09:21:00,
20233246,54230,907,2023-01-03 08:07:00,504,Delivered,Credit Card,2023-01-03 08:07:00,
20233247,43497,768,2023-01-03 07:29:00,1302,Delivered,UPI,2023-01-03 07:29:00,
20233248,28810,1241,2023-01-03 13:54:00,370,Delivered,UPI,2023-01-03 13:54:00,
