OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
202335018637,20233501,2660,2,700,1400,2023-01-03 07:04:00,
202335018638,20233501,2658,5,117,585,2023-01-03 07:04:00,
202335018639,20233501,2661,4,696,2784,2023-01-03 07:04:00,
202335018640,20233501,2659,1,148,148,2023-01-03 07:04:00,
202335028641,20233502,826,1,670,670,2023-01-03 13:02:00,
202335038642,20233503,1655,1,228,228,2023-01-03 14:06:00,
202335048643,20233504,2449,4,666,2664,2023-01-03 09:03:00,
202335058644,20233505,2629,4,186,744,2023-01-03 08:11:00,
202335058645,20233505,2628,5,292,1460,2023-01-03 08:11:00,
202335058646,20233505,2630,1,359,359,2023-01-03 08:11:00,
202335058647,20233505,2631,5,231,1155,2023-01-03 08:11:00,
202335068648,20233506,2785,4,203,812,2023-01-03 08:22:00,
202335068649,20233506,2784,4,174,696,2023-01-03 08:22:00,
202335068650,20233506,2786,3,151,453,2023-01-03 08:22:00,
202335078651,20233507,3993,1,152,152,2023-01-03 09:32:00,
202335078652,20233507,3994,3,218,654,2023-01-03 09:32:00,
202335078653,20233507,3995,5,224,1120,2023-01-03 09:32:00,
202335078654,20233507,3996,3,171,513,2023-01-03 09:32:00,
202335088655,20233508,910,4,329,1316,2023-01-03 12:10:00,
202335088656,20233508,911,3,191,573,2023-01-03 12:10:00,
202335088657,20233508,912,3,638,1914,2023-01-03 12:10:00,
202335098658,20233509,3977,3,269,807,2023-01-03 07:25:00,
202335098659,20233509,3978,3,157,471,2023-01-03 07:25:00,
202335108660,20233510,3958,5,239,1195,2023-01-03 09:24:00,
202335118661,20233511,1618,3,184,552,2023-01-03 12:51:00,
202335118662,20233511,1616,4,216,864,2023-01-03 12:51:00,
202335118663,20233511,1617,4,172,688,2023-01-03 12:51:00,
202335128664,20233512,1082,3,176,528,2023-01-03 13:43:00,
202335138665,20233513,800,1,134,134,2023-01-03 09:15:00,
202335138666,20233513,803,1,247,247,2023-01-03 09:15:00,
202335148667,20233514,195,5,668,3340,2023-01-03 13:01:00,
202335148668,20233514,194,2,138,276,2023-01-03 13:01:00,
202335158669,20233515,4131,1,221,221,2023-01-03 08:49:00,
202335168670,20233516,2585,5,200,1000,2023-01-03 13:01:00,
202335168671,20233516,2584,4,118,472,2023-01-03 13:01:00,
202335168672,20233516,2583,1,390,390,2023-01-03 13:01:00,
202335178673,20233517,2211,3,202,606,2023-01-03 09:22:00,
202335178674,20233517,2210,1,321,321,2023-01-03 09:22:00,
202335178675,20233517,2212,5,628,3140,2023-01-03 09:22:00,
202335188676,20233518,1650,2,286,572,2023-01-03 12:09:00,
202335188677,20233518,1652,2,201,402,2023-01-03 12:09:00,
202335188678,20233518,1651,3,177,531,2023-01-03 12:09:00,
202335198679,20233519,4062,3,152,456,2023-01-03 14:45:00,
202335208680,20233520,2952,2,89,178,2023-01-03 07:46:00,
202335208681,20233520,2950,3,196,588,2023-01-03 07:46:00,
202335208682,20233520,2951,4,138,552,2023-01-03 07:46:00,
202335218683,20233521,3083,2,570,1140,2023-01-03 08:47:00,
202335218684,20233521,3084,2,552,1104,2023-01-03 08:47:00,
202335218685,20233521,3086,2,673,1346,2023-01-03 08:47:00,
202335218686,20233521,3085,3,227,681,2023-01-03 08:47:00,
202335228687,20233522,4414,1,219,219,2023-01-03 08:35:00,
202335228688,20233522,4413,4,123,492,2023-01-03 08:35:00,
202335228689,20233522,4417,4,237,948,2023-01-03 08:35:00,
202335228690,20233522,4415,3,206,618,2023-01-03 08:35:00,
202335228691,20233522,4416,3,232,696,2023-01-03 08:35:00,
202335238692,20233523,3654,3,55,165,2023-01-03 09:13:00,
202335238693,20233523,3651,4,174,696,2023-01-03 09:13:00,
202335238694,20233523,3653,1,571,571,2023-01-03 09:13:00,
202335238695,20233523,3652,4,67,268,2023-01-03 09:13:00,
202335238696,20233523,3650,5,497,2485,2023-01-03 09:13:00,
202335248697,20233524,2629,2,186,372,2023-01-03 20:03:00,
202335248698,20233524,2631,5,231,1155,2023-01-03 20:03:00,
202335248699,20233524,2630,5,359,1795,2023-01-03 20:03:00,
202335248700,20233524,2628,3,292,876,2023-01-03 20:03:00,
202335258701,20233525,2529,3,519,1557,2023-01-03 19:56:00,
202335268702,20233526,3246,3,506,1518,2023-01-03 09:39:00,
202335268703,20233526,3244,5,641,3205,2023-01-03 09:39:00,
202335268704,20233526,3245,3,505,1515,2023-01-03 09:39:00,
