OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20231701,24356,658,2023-01-02 09:13:00,728,Delivered,UPI,2023-01-02 09:13:00,
20231702,4068,1450,2023-01-02 07:02:00,801,Delivered,Credit Card,2023-01-02 07:02:00,
20231703,46397,1671,2023-01-02 07:45:00,436,Delivered,Credit Card,2023-01-02 07:45:00,
20231704,48399,1742,2023-01-02 08:51:00,1085,Delivered,Credit Card,2023-01-02 08:51:00,
20231705,43775,1197,2023-01-02 08:02:00,5274,Delivered,Credit Card,2023-01-02 08:02:00,
20231706,84344,1495,2023-01-02 07:56:00,1940,Delivered,Credit Card,2023-01-02 07:56:00,
20231707,40982,1625,2023-01-02 20:55:00,2824,Delivered,UPI,2023-01-02 20:55:00,
20231708,41917,369,2023-01-02 13:36:00,1873,Delivered,UPI,2023-01-02 13:36:00,
20231709,29687,412,2023-01-02 12:04:00,3330,Delivered,Credit Card,2023-01-02 12:04:00,
20231710,7478,624,2023-01-02 09:30:00,3080,Delivered,UPI,2023-01-02 09:30:00,
20231711,54862,1324,2023-01-02 09:10:00,468,Delivered,Debit Card,2023-01-02 09:10:00,
20231712,59416,1161,2023-01-02 08:37:00,675,Delivered,UPI,2023-01-02 08:37:00,
20231713,89429,613,2023-01-02 07:48:00,2910,Delivered,UPI,2023-01-02 07:48:00,
20231714,8217,230,2023-01-02 14:36:00,205,Delivered,Debit Card,2023-01-02 14:36:00,
20231715,39883,1630,2023-01-02 07:33:00,119,Delivered,Credit Card,2023-01-02 07:33:00,
20231716,6442,1013,2023-01-02 08:51:00,2548,Delivered,Credit Card,2023-01-02 08:51:00,
20231717,25746,1285,2023-01-02 08:57:00,1393,Delivered,Wallet,2023-01-02 08:57:00,
20231718,22281,48,2023-01-02 07:54:00,994,Delivered,UPI,2023-01-02 07:54:00,
20231719,14792,1638,2023-01-02 07:43:00,3751,Delivered,Credit Card,2023-01-02 07:43:00,
20231720,99343,1009,2023-01-02 08:15:00,384,Delivered,UPI,2023-01-02 08:15:00,
20231721,82523,344,2023-01-02 20:17:00,4321,Delivered,Credit Card,2023-01-02 20:17:00,
20231722,84647,914,2023-01-02 12:18:00,1280,Delivered,UPI,2023-01-02 12:18:00,
20231723,60223,1702,2023-01-02 12:03:00,524,Delivered,Credit Card,2023-01-02 12:03:00,
20231724,81921,537,2023-01-02 07:52:00,3923,Delivered,UPI,2023-01-02 07:52:00,
20231725,98613,1667,2023-01-02 09:27:00,170,Delivered,Credit Card,2023-01-02 09:27:00,
20231726,38986,1310,2023-01-02 07:59:00,548,Delivered,Debit Card,2023-01-02 07:59:00,
20231727,70205,1183,2023-01-02 07:03:00,3255,Delivered,Wallet,2023-01-02 07:03:00,
20231728,32226,470,2023-01-02 09:36:00,3168,Delivered,UPI,2023-01-02 09:36:00,
20231729,95607,1089,2023-01-02 08:50:00,3505,Delivered,UPI,2023-01-02 08:50:00,
20231730,37103,1191,2023-01-02 07:33:00,1141,Delivered,Credit Card,2023-01-02 07:33:00,
20231731,50519,989,2023-01-02 09:39:00,3944,Delivered,CoD,2023-01-02 09:39:00,
20231732,11522,1193,2023-01-02 08:24:00,200,Delivered,Wallet,2023-01-02 08:24:00,
20231733,15037,236,2023-01-02 09:08:00,906,Delivered,Credit Card,2023-01-02 09:08:00,
20231734,29330,676,2023-01-02 13:18:00,396,Returned,Credit Card,2023-01-02 13:18:00,
20231735,61199,890,2023-01-02 19:36:00,3527,Delivered,UPI,2023-01-02 19:36:00,
20231736,16651,1282,2023-01-02 07:20:00,756,Delivered,UPI,2023-01-02 07:20:00,
20231737,37713,382,2023-01-02 13:29:00,523,Delivered,Credit Card,2023-01-02 13:29:00,
20231738,89783,551,2023-01-02 12:08:00,1262,Delivered,Credit Card,2023-01-02 12:08:00,
20231739,15639,751,2023-01-02 07:16:00,1755,Delivered,Credit Card,2023-01-02 07:16:00,
20231740,84862,1267,2023-01-02 08:51:00,2084,Delivered,UPI,2023-01-02 08:51:00,
20231741,85414,5,2023-01-02 08:34:00,1928,Delivered,Credit Card,2023-01-02 08:34:00,
20231742,51183,1663,2023-01-02 09:42:00,828,Delivered,UPI,2023-01-02 09:42:00,
20231743,55197,349,2023-01-02 08:00:00,434,Failed,Credit Card,2023-01-02 08:00:00,
20231744,87474,699,2023-01-02 13:37:00,546,Delivered,Credit Card,2023-01-02 13:37:00,
20231745,23508,573,2023-01-02 12:39:00,570,Delivered,Wallet,2023-01-02 12:39:00,
20231746,4070,1663,2023-01-02 14:09:00,239,Delivered,Credit Card,2023-01-02 14:09:00,
20231747,23481,112,2023-01-02 08:07:00,2712,Delivered,Debit Card,2023-01-02 08:07:00,
20231748,49783,909,2023-01-02 09:05:00,1200,Delivered,Debit Card,2023-01-02 09:05:00,
20231749,49428,1216,2023-01-02 07:11:00,191,Delivered,Credit Card,2023-01-02 07:11:00,
20231750,58428,650,2023-01-02 08:54:00,2004,Delivered,Credit Card,2023-01-02 08:54:00,
20231751,56074,96,2023-01-02 12:39:00,157,Delivered,CoD,2023-01-02 12:39:00,
20231752,73607,1629,2023-01-02 07:19:00,1730,Delivered,Credit Card,2023-01-02 07:19:00,
20231753,17880,1415,2023-01-02 07:35:00,720,Returned,Credit Card,2023-01-02 07:35:00,
20231754,53811,117,2023-01-02 09:55:00,1120,Delivered,Wallet,2023-01-02 09:55:00,
20231755,24401,1633,2023-01-02 07:41:00,1756,Delivered,UPI,2023-01-02 07:41:00,
20231756,27053,1651,2023-01-02 08:08:00,3298,Delivered,Credit Card,2023-01-02 08:08:00,
20231757,28153,961,2023-01-02 09:31:00,856,Delivered,Credit Card,2023-01-02 09:31:00,
20231758,62978,1702,2023-01-02 14:24:00,4634,Delivered,UPI,2023-01-02 14:24:00,
20231759,188,326,2023-01-02 12:32:00,1938,Delivered,UPI,2023-01-02 12:32:00,
20231760,65084,933,2023-01-02 19:32:00,1924,Canceled,Wallet,2023-01-02 19:32:00,
20231761,92906,1262,2023-01-02 08:20:00,4389,Delivered,Credit Card,2023-01-02 08:20:00,
20231762,85567,468,2023-01-02 09:16:00,158,Delivered,UPI,2023-01-02 09:16:00,
20231763,49028,459,2023-01-02 14:47:00,4288,Delivered,Credit Card,2023-01-02 14:47:00,
20231764,68917,90,2023-01-02 13:46:00,9032,Delivered,UPI,2023-01-02 13:46:00,
20231765,150,52,2023-01-02 09:30:00,1643,Delivered,Credit Card,2023-01-02 09:30:00,
20231766,95557,68,2023-01-02 09:23:00,4892,Delivered,UPI,2023-01-02 09:23:00,
20231767,82542,1214,2023-01-02 14:12:00,1805,Delivered,Credit Card,2023-01-02 14:12:00,
20231768,70281,368,2023-01-02 08:23:00,6575,Delivered,Credit Card,2023-01-02 08:23:00,
20231769,61383,1234,2023-01-02 07:41:00,640,Delivered,UPI,2023-01-02 07:41:00,
20231770,13797,615,2023-01-02 07:44:00,3635,Delivered,Credit Card,2023-01-02 07:44:00,
20231771,47881,1426,2023-01-02 12:08:00,2494,Delivered,Wallet,2023-01-02 12:08:00,
