DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231701,20231701,31,Delivered,30 minutes,24356,2023-01-02 18:13:00,2023-01-02 09:13:00,
20231702,20231702,8,Delivered,37 minutes,4068,2023-01-03 16:02:00,2023-01-02 07:02:00,
20231703,20231703,11,Delivered,58 minutes,46397,2023-01-03 18:45:00,2023-01-02 07:45:00,
20231704,20231704,35,Failed,34 minutes,48399,2023-01-02 13:51:00,2023-01-02 08:51:00,
20231705,20231705,38,Delivered,26 minutes,43775,2023-01-03 14:02:00,2023-01-02 08:02:00,
20231706,20231706,23,Delivered,17 minutes,84344,2023-01-03 04:56:00,2023-01-02 07:56:00,
20231707,20231707,1,Delivered,26 minutes,40982,2023-01-03 15:55:00,2023-01-02 20:55:00,
20231708,20231708,26,Delivered,30 minutes,41917,2023-01-03 19:36:00,2023-01-02 13:36:00,
20231709,20231709,12,Delivered,16 minutes,29687,2023-01-03 09:04:00,2023-01-02 12:04:00,
20231710,20231710,32,Delivered,22 minutes,7478,2023-01-02 15:30:00,2023-01-02 09:30:00,
20231711,20231711,30,Delivered,37 minutes,54862,2023-01-02 21:10:00,2023-01-02 09:10:00,
20231712,20231712,35,Delivered,59 minutes,59416,2023-01-04 08:37:00,2023-01-02 08:37:00,
20231713,20231713,30,Delivered,43 minutes,89429,2023-01-03 18:48:00,2023-01-02 07:48:00,
20231714,20231714,6,Delivered,39 minutes,8217,2023-01-03 16:36:00,2023-01-02 14:36:00,
20231715,20231715,32,Delivered,13 minutes,39883,2023-01-02 09:33:00,2023-01-02 07:33:00,
20231716,20231716,23,Delivered,19 minutes,6442,2023-01-03 20:51:00,2023-01-02 08:51:00,
20231717,20231717,15,Delivered,8 minutes,25746,2023-01-03 19:57:00,2023-01-02 08:57:00,
20231718,20231718,11,Delivered,48 minutes,22281,2023-01-03 02:54:00,2023-01-02 07:54:00,
20231719,20231719,14,Delivered,9 minutes,14792,2023-01-03 10:43:00,2023-01-02 07:43:00,
20231720,20231720,26,Delivered,37 minutes,99343,2023-01-04 04:15:00,2023-01-02 08:15:00,
20231721,20231721,16,Delivered,57 minutes,82523,2023-01-03 20:17:00,2023-01-02 20:17:00,
20231722,20231722,16,Delivered,12 minutes,84647,2023-01-03 01:18:00,2023-01-02 12:18:00,
20231723,20231723,35,Delivered,34 minutes,60223,2023-01-02 14:03:00,2023-01-02 12:03:00,
20231724,20231724,16,Delivered,36 minutes,81921,2023-01-03 17:52:00,2023-01-02 07:52:00,
20231725,20231725,28,Delivered,30 minutes,98613,2023-01-04 08:27:00,2023-01-02 09:27:00,
20231726,20231726,34,Delivered,35 minutes,38986,2023-01-02 15:59:00,2023-01-02 07:59:00,
