DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20232401,20232401,40,Delivered,10 minutes,16747,2023-01-04 11:16:00,2023-01-02 12:16:00,
20232402,20232402,28,Canceled,8 minutes,62119,2023-01-02 10:32:00,2023-01-02 09:32:00,
20232403,20232403,36,Delivered,29 minutes,63349,2023-01-03 16:22:00,2023-01-02 09:22:00,
20232404,20232404,34,Delivered,45 minutes,24818,2023-01-04 09:35:00,2023-01-02 09:35:00,
20232405,20232405,12,Delivered,22 minutes,6453,2023-01-03 06:04:00,2023-01-02 13:04:00,
20232406,20232406,40,Delivered,55 minutes,75681,2023-01-04 06:46:00,2023-01-02 08:46:00,
20232407,20232407,9,Delivered,57 minutes,70168,2023-01-02 19:13:00,2023-01-02 07:13:00,
20232408,20232408,38,Delivered,48 minutes,62982,2023-01-03 16:30:00,2023-01-02 13:30:00,
20232409,20232409,30,Delivered,7 minutes,48960,2023-01-04 10:31:00,2023-01-02 19:31:00,
20232410,20232410,36,Delivered,51 minutes,87371,2023-01-04 08:34:00,2023-01-02 08:34:00,
20232411,20232411,20,Delivered,45 minutes,38745,2023-01-02 23:17:00,2023-01-02 12:17:00,
20232412,20232412,34,Returned,58 minutes,52535,2023-01-02 11:49:00,2023-01-02 09:49:00,
20232413,20232413,35,Delivered,31 minutes,27512,2023-01-02 20:59:00,2023-01-02 09:59:00,
20232414,20232414,35,Delivered,47 minutes,31158,2023-01-02 23:07:00,2023-01-02 07:07:00,
20232415,20232415,3,Delivered,44 minutes,62505,2023-01-04 01:18:00,2023-01-02 13:18:00,
20232416,20232416,36,Delivered,47 minutes,62915,2023-01-04 11:55:00,2023-01-02 13:55:00,
20232417,20232417,6,Delivered,32 minutes,92550,2023-01-03 16:45:00,2023-01-02 09:45:00,
20232418,20232418,37,Delivered,51 minutes,3266,2023-01-02 21:37:00,2023-01-02 07:37:00,
20232419,20232419,35,Delivered,28 minutes,49968,2023-01-04 06:08:00,2023-01-02 08:08:00,
20232420,20232420,27,Delivered,58 minutes,34457,2023-01-02 21:03:00,2023-01-02 09:03:00,
20232421,20232421,11,Delivered,60 minutes,35685,2023-01-03 15:30:00,2023-01-02 09:30:00,
20232422,20232422,40,Failed,54 minutes,14299,2023-01-04 03:00:00,2023-01-02 13:00:00,
20232423,20232423,20,Delivered,48 minutes,67802,2023-01-04 04:26:00,2023-01-02 14:26:00,
20232424,20232424,39,Delivered,28 minutes,44119,2023-01-02 15:34:00,2023-01-02 09:34:00,
20232425,20232425,18,Delivered,24 minutes,62757,2023-01-03 05:09:00,2023-01-02 13:09:00,
20232426,20232426,21,Delivered,10 minutes,3689,2023-01-03 14:07:00,2023-01-02 08:07:00,
20232427,20232427,1,Returned,13 minutes,60117,2023-01-04 00:43:00,2023-01-02 08:43:00,
20232428,20232428,4,Abandoned,41 minutes,36846,2023-01-03 08:05:00,2023-01-02 07:05:00,
20232429,20232429,5,Delivered,19 minutes,17522,2023-01-03 22:22:00,2023-01-02 13:22:00,
20232430,20232430,7,Delivered,22 minutes,48316,2023-01-03 05:39:00,2023-01-02 09:39:00,
20232431,20232431,33,Delivered,53 minutes,6794,2023-01-04 02:40:00,2023-01-02 07:40:00,
20232432,20232432,34,Delivered,60 minutes,35633,2023-01-03 01:30:00,2023-01-02 08:30:00,
20232433,20232433,27,Delivered,40 minutes,50830,2023-01-03 05:52:00,2023-01-02 09:52:00,
20232434,20232434,20,Delivered,42 minutes,49345,2023-01-03 05:45:00,2023-01-02 07:45:00,
20232435,20232435,10,Delivered,23 minutes,2760,2023-01-04 05:13:00,2023-01-02 08:13:00,
20232436,20232436,29,Delivered,11 minutes,78333,2023-01-04 00:11:00,2023-01-02 09:11:00,
20232437,20232437,36,Delivered,26 minutes,54054,2023-01-02 21:06:00,2023-01-02 12:06:00,
20232438,20232438,9,Delivered,27 minutes,59003,2023-01-02 22:13:00,2023-01-02 07:13:00,
20232439,20232439,21,Delivered,42 minutes,84478,2023-01-03 12:57:00,2023-01-02 08:57:00,
20232440,20232440,10,Delivered,16 minutes,79382,2023-01-03 06:00:00,2023-01-02 09:00:00,
20232441,20232441,33,Delivered,42 minutes,64762,2023-01-03 20:13:00,2023-01-02 09:13:00,
20232442,20232442,34,Delivered,33 minutes,76581,2023-01-02 16:18:00,2023-01-02 08:18:00,
20232443,20232443,9,Delivered,8 minutes,50627,2023-01-03 13:58:00,2023-01-02 13:58:00,
20232444,20232444,23,Delivered,46 minutes,83647,2023-01-03 21:05:00,2023-01-02 09:05:00,
20232445,20232445,14,Delivered,14 minutes,61136,2023-01-04 02:00:00,2023-01-02 09:00:00,
20232446,20232446,2,Delivered,42 minutes,71624,2023-01-04 06:57:00,2023-01-02 12:57:00,
20232447,20232447,18,Delivered,12 minutes,10141,2023-01-02 17:58:00,2023-01-02 09:58:00,
