DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
2023101,2023101,8,Delivered,16 minutes,95165,2023-01-02 14:53:00,2023-01-01 08:53:00,
2023102,2023102,31,Delivered,9 minutes,60562,2023-01-02 20:01:00,2023-01-01 19:01:00,
2023103,2023103,9,Delivered,9 minutes,6239,2023-01-01 11:19:00,2023-01-01 08:19:00,
2023104,2023104,26,Delivered,20 minutes,30251,2023-01-01 16:34:00,2023-01-01 14:34:00,
2023105,2023105,7,Delivered,50 minutes,15416,2023-01-02 13:40:00,2023-01-01 08:40:00,
2023106,2023106,10,Delivered,48 minutes,86249,2023-01-02 17:03:00,2023-01-01 13:03:00,
2023107,2023107,10,Delivered,54 minutes,88636,2023-01-03 03:01:00,2023-01-01 08:01:00,
2023108,2023108,7,Delivered,30 minutes,73349,2023-01-02 04:27:00,2023-01-01 08:27:00,
2023109,2023109,24,Failed,35 minutes,23075,2023-01-01 16:23:00,2023-01-01 08:23:00,
2023110,2023110,31,Delivered,30 minutes,55694,2023-01-02 04:32:00,2023-01-01 08:32:00,
2023111,2023111,9,Delivered,28 minutes,94478,2023-01-03 12:57:00,2023-01-01 13:57:00,
2023112,2023112,20,Delivered,14 minutes,93368,2023-01-02 23:21:00,2023-01-01 09:21:00,
2023113,2023113,37,Delivered,52 minutes,73641,2023-01-02 19:03:00,2023-01-01 08:03:00,
2023114,2023114,9,Delivered,12 minutes,83908,2023-01-02 19:14:00,2023-01-01 09:14:00,
2023115,2023115,24,Delivered,10 minutes,28984,2023-01-02 16:34:00,2023-01-01 08:34:00,
2023116,2023116,10,Delivered,14 minutes,84583,2023-01-01 16:16:00,2023-01-01 08:16:00,
2023117,2023117,32,Delivered,21 minutes,38901,2023-01-02 22:37:00,2023-01-01 08:37:00,
2023118,2023118,1,Delivered,48 minutes,35501,2023-01-02 16:11:00,2023-01-01 08:11:00,
2023119,2023119,28,Canceled,55 minutes,3969,2023-01-02 17:00:00,2023-01-01 20:00:00,
2023120,2023120,4,Delivered,53 minutes,83373,2023-01-03 05:42:00,2023-01-01 09:42:00,
2023121,2023121,4,Delivered,16 minutes,21834,2023-01-01 20:58:00,2023-01-01 08:58:00,
2023122,2023122,20,Delivered,26 minutes,19739,2023-01-01 20:26:00,2023-01-01 12:26:00,
2023123,2023123,28,Delivered,46 minutes,92379,2023-01-03 02:14:00,2023-01-01 08:14:00,
2023124,2023124,4,Delivered,45 minutes,77656,2023-01-03 07:28:00,2023-01-01 07:28:00,
2023125,2023125,30,Delivered,17 minutes,32668,2023-01-02 03:02:00,2023-01-01 08:02:00,
2023126,2023126,14,Delivered,54 minutes,75160,2023-01-01 16:32:00,2023-01-01 08:32:00,
2023127,2023127,18,Delivered,40 minutes,76737,2023-01-03 06:53:00,2023-01-01 08:53:00,
2023128,2023128,18,Returned,14 minutes,84489,2023-01-03 10:58:00,2023-01-01 20:58:00,
2023129,2023129,9,Delivered,25 minutes,9973,2023-01-01 16:29:00,2023-01-01 13:29:00,
2023130,2023130,1,Delivered,57 minutes,45060,2023-01-02 01:58:00,2023-01-01 12:58:00,
2023131,2023131,18,Delivered,20 minutes,69456,2023-01-01 15:34:00,2023-01-01 07:34:00,
2023132,2023132,30,Delivered,25 minutes,96653,2023-01-01 09:22:00,2023-01-01 08:22:00,
2023133,2023133,13,Delivered,9 minutes,30167,2023-01-02 18:05:00,2023-01-01 12:05:00,
2023134,2023134,40,Delivered,19 minutes,84879,2023-01-01 17:25:00,2023-01-01 13:25:00,
2023135,2023135,11,Delivered,54 minutes,94238,2023-01-01 16:03:00,2023-01-01 09:03:00,
2023136,2023136,30,Delivered,53 minutes,21960,2023-01-03 05:15:00,2023-01-01 14:15:00,
2023137,2023137,22,Delivered,51 minutes,91738,2023-01-02 14:19:00,2023-01-01 12:19:00,
2023138,2023138,16,Delivered,48 minutes,94111,2023-01-02 10:50:00,2023-01-01 08:50:00,
2023139,2023139,27,Delivered,9 minutes,27605,2023-01-01 23:46:00,2023-01-01 07:46:00,
2023140,2023140,33,Delivered,26 minutes,9018,2023-01-02 05:44:00,2023-01-01 09:44:00,
2023141,2023141,11,Delivered,55 minutes,39340,2023-01-02 06:38:00,2023-01-01 09:38:00,
2023142,2023142,8,Delivered,34 minutes,26480,2023-01-02 07:53:00,2023-01-01 12:53:00,
2023143,2023143,5,Delivered,59 minutes,84943,2023-01-02 02:07:00,2023-01-01 09:07:00,
2023144,2023144,3,Delivered,18 minutes,41614,2023-01-02 22:11:00,2023-01-01 12:11:00,
2023145,2023145,7,Delivered,49 minutes,76275,2023-01-01 14:31:00,2023-01-01 07:31:00,
2023146,2023146,22,Delivered,23 minutes,7285,2023-01-02 12:57:00,2023-01-01 12:57:00,
2023147,2023147,16,Delivered,32 minutes,14938,2023-01-02 16:13:00,2023-01-01 14:13:00,
2023148,2023148,23,Delivered,50 minutes,42386,2023-01-03 06:32:00,2023-01-01 20:32:00,
2023149,2023149,38,Delivered,6 minutes,1854,2023-01-01 18:12:00,2023-01-01 08:12:00,
2023150,2023150,10,Delivered,51 minutes,22286,2023-01-02 21:54:00,2023-01-01 07:54:00,
2023151,2023151,29,Delivered,11 minutes,59821,2023-01-02 08:02:00,2023-01-01 09:02:00,
2023152,2023152,9,Delivered,27 minutes,13943,2023-01-02 18:57:00,2023-01-01 07:57:00,
2023153,2023153,8,Delivered,33 minutes,63614,2023-01-03 09:47:00,2023-01-01 09:47:00,
2023154,2023154,18,Delivered,21 minutes,49308,2023-01-02 18:24:00,2023-01-01 13:24:00,
2023155,2023155,35,Delivered,9 minutes,24043,2023-01-02 21:41:00,2023-01-01 09:41:00,
2023156,2023156,1,Delivered,47 minutes,96884,2023-01-02 14:49:00,2023-01-01 09:49:00,
2023157,2023157,36,Delivered,42 minutes,72293,2023-01-03 01:29:00,2023-01-01 09:29:00,
2023158,2023158,7,Delivered,46 minutes,6229,2023-01-03 11:44:00,2023-01-01 14:44:00,
2023159,2023159,39,Delivered,12 minutes,99550,2023-01-02 01:56:00,2023-01-01 09:56:00,
2023160,2023160,19,Delivered,36 minutes,29035,2023-01-01 14:24:00,2023-01-01 07:24:00,
2023161,2023161,22,Delivered,43 minutes,92588,2023-01-03 02:56:00,2023-01-01 14:56:00,
2023162,2023162,14,Delivered,45 minutes,97759,2023-01-03 01:21:00,2023-01-01 19:21:00,
2023163,2023163,30,Delivered,32 minutes,26572,2023-01-01 19:38:00,2023-01-01 08:38:00,
2023164,2023164,23,Returned,37 minutes,97203,2023-01-03 10:34:00,2023-01-01 14:34:00,
2023165,2023165,14,Delivered,39 minutes,28522,2023-01-01 20:45:00,2023-01-01 14:45:00,
2023166,2023166,4,Abandoned,36 minutes,95668,2023-01-02 18:20:00,2023-01-01 14:20:00,
2023167,2023167,22,Delivered,56 minutes,62218,2023-01-02 11:59:00,2023-01-01 20:59:00,
2023168,2023168,26,Delivered,52 minutes,50270,2023-01-02 07:16:00,2023-01-01 09:16:00,
2023169,2023169,21,Delivered,45 minutes,72173,2023-01-02 23:29:00,2023-01-01 14:29:00,
2023170,2023170,10,Delivered,40 minutes,23558,2023-01-02 01:48:00,2023-01-01 09:48:00,
2023171,2023171,35,Delivered,39 minutes,19092,2023-01-03 06:28:00,2023-01-01 08:28:00,
2023172,2023172,29,Delivered,56 minutes,66871,2023-01-02 23:50:00,2023-01-01 13:50:00,
2023173,2023173,10,Delivered,14 minutes,51397,2023-01-02 17:16:00,2023-01-01 09:16:00,
2023174,2023174,18,Delivered,49 minutes,52148,2023-01-01 21:24:00,2023-01-01 09:24:00,
2023175,2023175,24,Delivered,31 minutes,70185,2023-01-03 02:56:00,2023-01-01 07:56:00,
2023176,2023176,35,Delivered,12 minutes,28765,2023-01-01 11:25:00,2023-01-01 07:25:00,
2023177,2023177,12,Delivered,52 minutes,90596,2023-01-02 01:34:00,2023-01-01 19:34:00,
2023178,2023178,40,Delivered,46 minutes,41326,2023-01-01 12:48:00,2023-01-01 07:48:00,
2023179,2023179,2,Delivered,47 minutes,60463,2023-01-02 05:34:00,2023-01-01 13:34:00,
2023180,2023180,36,Delivered,20 minutes,79722,2023-01-02 06:24:00,2023-01-01 08:24:00,
2023181,2023181,39,Delivered,53 minutes,34027,2023-01-01 21:08:00,2023-01-01 09:08:00,
2023182,2023182,2,Delivered,39 minutes,99052,2023-01-01 21:23:00,2023-01-01 09:23:00,
2023183,2023183,25,Failed,24 minutes,91128,2023-01-01 11:14:00,2023-01-01 08:14:00,
2023184,2023184,34,Delivered,26 minutes,31910,2023-01-03 03:37:00,2023-01-01 07:37:00,
2023185,2023185,14,Delivered,33 minutes,10344,2023-01-01 20:59:00,2023-01-01 09:59:00,
