OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
202330017390,20233001,459,5,164,820,2023-01-02 07:17:00,
202330027391,20233002,778,2,207,414,2023-01-02 08:10:00,
202330027392,20233002,777,4,139,556,2023-01-02 08:10:00,
202330027393,20233002,779,4,53,212,2023-01-02 08:10:00,
202330027394,20233002,776,3,284,852,2023-01-02 08:10:00,
202330037395,20233003,939,5,514,2570,2023-01-02 07:10:00,
202330037396,20233003,941,3,300,900,2023-01-02 07:10:00,
202330037397,20233003,940,4,203,812,2023-01-02 07:10:00,
202330047398,20233004,1855,3,164,492,2023-01-02 08:37:00,
202330047399,20233004,1854,4,188,752,2023-01-02 08:37:00,
202330047400,20233004,1857,4,213,852,2023-01-02 08:37:00,
202330047401,20233004,1853,5,130,650,2023-01-02 08:37:00,
202330047402,20233004,1856,5,162,810,2023-01-02 08:37:00,
202330057403,20233005,2633,3,100,300,2023-01-02 07:55:00,
202330067404,20233006,666,3,193,579,2023-01-02 14:21:00,
202330067405,20233006,667,4,236,944,2023-01-02 14:21:00,
202330067406,20233006,668,2,191,382,2023-01-02 14:21:00,
202330077407,20233007,3013,4,179,716,2023-01-02 14:27:00,
202330077408,20233007,3012,1,180,180,2023-01-02 14:27:00,
202330077409,20233007,3016,4,110,440,2023-01-02 14:27:00,
202330077410,20233007,3015,4,188,752,2023-01-02 14:27:00,
202330077411,20233007,3014,4,282,1128,2023-01-02 14:27:00,
202330087412,20233008,678,3,109,327,2023-01-02 12:19:00,
202330087413,20233008,677,5,129,645,2023-01-02 12:19:00,
202330097414,20233009,1995,3,329,987,2023-01-02 07:42:00,
202330097415,20233009,1996,1,244,244,2023-01-02 07:42:00,
202330107416,20233010,4012,1,222,222,2023-01-02 09:29:00,
202330107417,20233010,4009,3,201,603,2023-01-02 09:29:00,
202330117418,20233011,492,2,114,228,2023-01-02 20:05:00,
202330117419,20233011,491,3,70,210,2023-01-02 20:05:00,
202330127420,20233012,1949,4,179,716,2023-01-02 08:25:00,
202330127421,20233012,1946,5,205,1025,2023-01-02 08:25:00,
202330127422,20233012,1947,4,311,1244,2023-01-02 08:25:00,
202330137423,20233013,1322,3,234,702,2023-01-02 07:06:00,
202330137424,20233013,1321,2,241,482,2023-01-02 07:06:00,
202330147425,20233014,4004,4,109,436,2023-01-02 09:26:00,
202330147426,20233014,4007,1,101,101,2023-01-02 09:26:00,
202330157427,20233015,1646,3,608,1824,2023-01-02 13:54:00,
202330167428,20233016,2266,2,392,784,2023-01-02 13:37:00,
202330167429,20233016,2267,4,175,700,2023-01-02 13:37:00,
202330177430,20233017,2565,1,184,184,2023-01-02 07:54:00,
202330187431,20233018,1139,2,169,338,2023-01-02 09:23:00,
202330187432,20233018,1136,2,138,276,2023-01-02 09:23:00,
202330187433,20233018,1135,1,155,155,2023-01-02 09:23:00,
202330187434,20233018,1138,1,651,651,2023-01-02 09:23:00,
202330197435,20233019,3942,1,394,394,2023-01-02 07:16:00,
202330207436,20233020,3603,5,217,1085,2023-01-02 08:55:00,
202330207437,20233020,3602,2,162,324,2023-01-02 08:55:00,
202330217438,20233021,1116,1,108,108,2023-01-02 07:01:00,
202330227439,20233022,2326,1,133,133,2023-01-02 09:10:00,
202330227440,20233022,2325,2,396,792,2023-01-02 09:10:00,
202330227441,20233022,2327,2,545,1090,2023-01-02 09:10:00,
202330237442,20233023,262,1,314,314,2023-01-02 08:14:00,
202330237443,20233023,263,3,137,411,2023-01-02 08:14:00,
202330237444,20233023,264,3,195,585,2023-01-02 08:14:00,
202330247445,20233024,7,2,220,440,2023-01-02 07:24:00,
202330247446,20233024,3,2,115,230,2023-01-02 07:24:00,
202330247447,20233024,5,1,153,153,2023-01-02 07:24:00,
202330247448,20233024,6,5,113,565,2023-01-02 07:24:00,
202330247449,20233024,4,3,190,570,2023-01-02 07:24:00,
202330257450,20233025,2866,3,505,1515,2023-01-02 09:39:00,
202330257451,20233025,2867,4,628,2512,2023-01-02 09:39:00,
202330267452,20233026,3303,5,378,1890,2023-01-02 09:33:00,
202330267453,20233026,3306,4,222,888,2023-01-02 09:33:00,
202330267454,20233026,3302,5,233,1165,2023-01-02 09:33:00,
202330267455,20233026,3305,4,236,944,2023-01-02 09:33:00,
