OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20233001,69350,184,2023-01-02 07:17:00,820,Delivered,Credit Card,2023-01-02 07:17:00,
20233002,76331,311,2023-01-02 08:10:00,2034,Delivered,Credit Card,2023-01-02 08:10:00,
20233003,18526,364,2023-01-02 07:10:00,4282,Delivered,Credit Card,2023-01-02 07:10:00,
20233004,7287,705,2023-01-02 08:37:00,3556,Delivered,Credit Card,2023-01-02 08:37:00,
20233005,94313,1006,2023-01-02 07:55:00,300,Delivered,Credit Card,2023-01-02 07:55:00,
20233006,27801,275,2023-01-02 14:21:00,1905,Delivered,Credit Card,2023-01-02 14:21:00,
20233007,17598,1167,2023-01-02 14:27:00,3216,Delivered,Credit Card,2023-01-02 14:27:00,
20233008,12537,280,2023-01-02 12:19:00,972,Canceled,UPI,2023-01-02 12:19:00,
20233009,31926,767,2023-01-02 07:42:00,1231,Delivered,Credit Card,2023-01-02 07:42:00,
20233010,33261,1544,2023-01-02 09:29:00,825,Delivered,Credit Card,2023-01-02 09:29:00,
20233011,54517,197,2023-01-02 20:05:00,438,Delivered,Credit Card,2023-01-02 20:05:00,
20233012,38451,750,2023-01-02 08:25:00,2985,Delivered,Credit Card,2023-01-02 08:25:00,
20233013,56215,518,2023-01-02 07:06:00,1184,Delivered,UPI,2023-01-02 07:06:00,
20233014,55269,1543,2023-01-02 09:26:00,537,Delivered,Credit Card,2023-01-02 09:26:00,
20233015,40930,627,2023-01-02 13:54:00,1824,Delivered,Credit Card,2023-01-02 13:54:00,
20233016,23729,868,2023-01-02 13:37:00,1484,Abandoned,Credit Card,2023-01-02 13:37:00,
20233017,56116,976,2023-01-02 07:54:00,184,Delivered,Credit Card,2023-01-02 07:54:00,
20233018,12749,449,2023-01-02 09:23:00,1420,Delivered,UPI,2023-01-02 09:23:00,
20233019,3985,1517,2023-01-02 07:16:00,394,Delivered,Credit Card,2023-01-02 07:16:00,
20233020,61869,1382,2023-01-02 08:55:00,1409,Delivered,UPI,2023-01-02 08:55:00,
20233021,96547,439,2023-01-02 07:01:00,108,Delivered,Wallet,2023-01-02 07:01:00,
20233022,27374,895,2023-01-02 09:10:00,2015,Delivered,UPI,2023-01-02 09:10:00,
20233023,72714,111,2023-01-02 08:14:00,1310,Delivered,CoD,2023-01-02 08:14:00,
20233024,24932,2,2023-01-02 07:24:00,1958,Delivered,Credit Card,2023-01-02 07:24:00,
20233025,55445,1110,2023-01-02 09:39:00,4027,Delivered,Credit Card,2023-01-02 09:39:00,
20233026,35936,1275,2023-01-02 09:33:00,5279,Delivered,Credit Card,2023-01-02 09:33:00,
20233027,87888,644,2023-01-02 08:44:00,3690,Delivered,Credit Card,2023-01-02 08:44:00,
20233028,33829,157,2023-01-02 07:32:00,1608,Delivered,UPI,2023-01-02 07:32:00,
20233029,37508,787,2023-01-02 08:08:00,294,Delivered,Debit Card,2023-01-02 08:08:00,
20233030,42887,1712,2023-01-02 09:19:00,2034,Abandoned,Credit Card,2023-01-02 09:19:00,
20233031,84021,1189,2023-01-02 07:10:00,3667,Delivered,UPI,2023-01-02 07:10:00,
20233032,5937,418,2023-01-02 07:55:00,621,Delivered,Credit Card,2023-01-02 07:55:00,
20233033,37710,435,2023-01-02 08:18:00,1622,Delivered,Debit Card,2023-01-02 08:18:00,
20233034,23687,1400,2023-01-02 07:32:00,2160,Delivered,UPI,2023-01-02 07:32:00,
20233035,28982,1268,2023-01-02 07:50:00,388,Delivered,Credit Card,2023-01-02 07:50:00,
