DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20233001,20233001,31,Delivered,7 minutes,69350,2023-01-02 13:17:00,2023-01-02 07:17:00,
20233002,20233002,26,Delivered,46 minutes,76331,2023-01-02 20:10:00,2023-01-02 08:10:00,
20233003,20233003,20,Delivered,57 minutes,18526,2023-01-02 14:10:00,2023-01-02 07:10:00,
20233004,20233004,6,Delivered,12 minutes,7287,2023-01-03 17:37:00,2023-01-02 08:37:00,
20233005,20233005,19,Delivered,31 minutes,94313,2023-01-04 04:55:00,2023-01-02 07:55:00,
20233006,20233006,25,Delivered,17 minutes,27801,2023-01-03 07:21:00,2023-01-02 14:21:00,
20233007,20233007,38,Delivered,40 minutes,17598,2023-01-03 14:27:00,2023-01-02 14:27:00,
20233008,20233008,25,Delivered,53 minutes,12537,2023-01-03 01:19:00,2023-01-02 12:19:00,
20233009,20233009,32,Delivered,48 minutes,31926,2023-01-03 13:42:00,2023-01-02 07:42:00,
20233010,20233010,25,Delivered,42 minutes,33261,2023-01-04 09:29:00,2023-01-02 09:29:00,
20233011,20233011,4,Delivered,51 minutes,54517,2023-01-03 18:05:00,2023-01-02 20:05:00,
20233012,20233012,19,Delivered,26 minutes,38451,2023-01-03 12:25:00,2023-01-02 08:25:00,
20233013,20233013,21,Returned,58 minutes,56215,2023-01-04 07:06:00,2023-01-02 07:06:00,
20233014,20233014,1,Delivered,42 minutes,55269,2023-01-04 07:26:00,2023-01-02 09:26:00,
20233015,20233015,2,Delivered,34 minutes,40930,2023-01-03 14:54:00,2023-01-02 13:54:00,
20233016,20233016,13,Failed,36 minutes,23729,2023-01-04 02:37:00,2023-01-02 13:37:00,
20233017,20233017,7,Delivered,43 minutes,56116,2023-01-03 03:54:00,2023-01-02 07:54:00,
20233018,20233018,12,Delivered,32 minutes,12749,2023-01-03 06:23:00,2023-01-02 09:23:00,
20233019,20233019,15,Delivered,40 minutes,3985,2023-01-04 04:16:00,2023-01-02 07:16:00,
20233020,20233020,34,Delivered,11 minutes,61869,2023-01-02 20:55:00,2023-01-02 08:55:00,
20233021,20233021,1,Delivered,32 minutes,96547,2023-01-03 12:01:00,2023-01-02 07:01:00,
20233022,20233022,23,Delivered,32 minutes,27374,2023-01-02 16:10:00,2023-01-02 09:10:00,
20233023,20233023,36,Delivered,43 minutes,72714,2023-01-03 14:14:00,2023-01-02 08:14:00,
20233024,20233024,31,Delivered,60 minutes,24932,2023-01-04 02:24:00,2023-01-02 07:24:00,
20233025,20233025,32,Delivered,35 minutes,55445,2023-01-03 07:39:00,2023-01-02 09:39:00,
20233026,20233026,15,Delivered,59 minutes,35936,2023-01-03 00:33:00,2023-01-02 09:33:00,
20233027,20233027,36,Delivered,31 minutes,87888,2023-01-04 02:44:00,2023-01-02 08:44:00,
20233028,20233028,17,Delivered,48 minutes,33829,2023-01-03 09:32:00,2023-01-02 07:32:00,
20233029,20233029,22,Delivered,42 minutes,37508,2023-01-03 02:08:00,2023-01-02 08:08:00,
20233030,20233030,8,Delivered,32 minutes,42887,2023-01-03 01:19:00,2023-01-02 09:19:00,
20233031,20233031,5,Delivered,14 minutes,84021,2023-01-03 01:10:00,2023-01-02 07:10:00,
20233032,20233032,19,Delivered,44 minutes,5937,2023-01-03 02:55:00,2023-01-02 07:55:00,
20233033,20233033,2,Delivered,13 minutes,37710,2023-01-02 21:18:00,2023-01-02 08:18:00,
20233034,20233034,21,Delivered,17 minutes,23687,2023-01-04 04:32:00,2023-01-02 07:32:00,
20233035,20233035,1,Delivered,59 minutes,28982,2023-01-03 19:50:00,2023-01-02 07:50:00,
20233036,20233036,7,Delivered,16 minutes,86125,2023-01-04 15:26:00,2023-01-02 19:26:00,
20233037,20233037,16,Delivered,44 minutes,58716,2023-01-03 12:44:00,2023-01-02 13:44:00,
20233038,20233038,9,Delivered,8 minutes,24664,2023-01-02 23:45:00,2023-01-02 09:45:00,
20233039,20233039,20,Delivered,60 minutes,64923,2023-01-03 21:26:00,2023-01-02 07:26:00,
20233040,20233040,10,Delivered,32 minutes,77251,2023-01-03 07:09:00,2023-01-02 14:09:00,
20233041,20233041,35,Delivered,28 minutes,26204,2023-01-03 12:42:00,2023-01-02 12:42:00,
20233042,20233042,25,Delivered,29 minutes,68548,2023-01-04 06:57:00,2023-01-02 07:57:00,
20233043,20233043,36,Delivered,9 minutes,38261,2023-01-03 22:19:00,2023-01-02 07:19:00,
20233044,20233044,40,Delivered,27 minutes,33608,2023-01-03 13:49:00,2023-01-02 12:49:00,
20233045,20233045,32,Delivered,49 minutes,50127,2023-01-02 20:25:00,2023-01-02 07:25:00,
20233046,20233046,12,Delivered,55 minutes,937,2023-01-03 05:22:00,2023-01-02 09:22:00,
20233047,20233047,1,Delivered,45 minutes,1399,2023-01-03 17:55:00,2023-01-02 14:55:00,
20233048,20233048,34,Delivered,15 minutes,15725,2023-01-03 13:11:00,2023-01-02 07:11:00,
20233049,20233049,9,Delivered,11 minutes,81653,2023-01-03 01:24:00,2023-01-02 07:24:00,
20233050,20233050,10,Delivered,16 minutes,45284,2023-01-04 06:55:00,2023-01-02 09:55:00,
20233051,20233051,23,Delivered,36 minutes,57336,2023-01-04 07:26:00,2023-01-02 13:26:00,
20233052,20233052,30,Delivered,55 minutes,92105,2023-01-04 13:22:00,2023-01-02 20:22:00,
20233053,20233053,2,Delivered,52 minutes,76309,2023-01-03 04:41:00,2023-01-02 14:41:00,
20233054,20233054,6,Delivered,46 minutes,39910,2023-01-04 12:02:00,2023-01-02 14:02:00,
20233055,20233055,35,Delivered,33 minutes,80617,2023-01-02 23:38:00,2023-01-02 09:38:00,
20233056,20233056,40,Delivered,27 minutes,14349,2023-01-02 16:47:00,2023-01-02 13:47:00,
20233057,20233057,10,Delivered,15 minutes,90678,2023-01-04 10:55:00,2023-01-02 13:55:00,
20233058,20233058,25,Delivered,17 minutes,4278,2023-01-04 00:39:00,2023-01-02 12:39:00,
20233059,20233059,2,Delivered,20 minutes,6437,2023-01-04 05:36:00,2023-01-02 07:36:00,
20233060,20233060,11,Delivered,52 minutes,2292,2023-01-03 12:54:00,2023-01-02 07:54:00,
20233061,20233061,35,Delivered,20 minutes,83264,2023-01-04 07:25:00,2023-01-02 14:25:00,
20233062,20233062,28,Delivered,10 minutes,58267,2023-01-04 18:31:00,2023-01-02 20:31:00,
20233063,20233063,10,Delivered,25 minutes,18204,2023-01-02 13:08:00,2023-01-02 07:08:00,
20233064,20233064,27,Delivered,34 minutes,85739,2023-01-03 01:13:00,2023-01-02 09:13:00,
20233065,20233065,34,Delivered,27 minutes,19451,2023-01-04 02:07:00,2023-01-02 09:07:00,
20233066,20233066,1,Delivered,37 minutes,78568,2023-01-02 11:06:00,2023-01-02 09:06:00,
20233067,20233067,25,Delivered,54 minutes,72790,2023-01-03 08:06:00,2023-01-02 07:06:00,
20233068,20233068,19,Delivered,44 minutes,83370,2023-01-02 16:27:00,2023-01-02 09:27:00,
20233069,20233069,23,Delivered,13 minutes,6875,2023-01-02 22:25:00,2023-01-02 08:25:00,
20233070,20233070,35,Delivered,48 minutes,63313,2023-01-03 09:12:00,2023-01-02 09:12:00,
20233071,20233071,27,Delivered,16 minutes,344,2023-01-04 01:25:00,2023-01-02 09:25:00,
20233072,20233072,38,Delivered,42 minutes,94978,2023-01-03 12:31:00,2023-01-02 14:31:00,
20233073,20233073,37,Canceled,54 minutes,49308,2023-01-03 10:09:00,2023-01-02 08:09:00,
