DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
2023601,2023601,8,Delivered,31 minutes,11170,2023-01-02 23:33:00,2023-01-01 08:33:00,
2023602,2023602,35,Delivered,26 minutes,37226,2023-01-01 15:09:00,2023-01-01 07:09:00,
2023603,2023603,20,Delivered,14 minutes,32775,2023-01-02 10:49:00,2023-01-01 08:49:00,
2023604,2023604,4,Delivered,12 minutes,40649,2023-01-01 12:28:00,2023-01-01 07:28:00,
2023605,2023605,19,Delivered,46 minutes,84678,2023-01-01 12:50:00,2023-01-01 08:50:00,
2023606,2023606,7,Delivered,5 minutes,58042,2023-01-03 03:16:00,2023-01-01 09:16:00,
2023607,2023607,24,Delivered,13 minutes,53237,2023-01-01 13:38:00,2023-01-01 09:38:00,
2023608,2023608,33,Delivered,41 minutes,50171,2023-01-01 19:11:00,2023-01-01 13:11:00,
2023609,2023609,21,Delivered,36 minutes,25370,2023-01-01 22:13:00,2023-01-01 07:13:00,
2023610,2023610,1,Delivered,33 minutes,51316,2023-01-02 14:00:00,2023-01-01 07:00:00,
2023611,2023611,31,Delivered,31 minutes,44200,2023-01-02 16:43:00,2023-01-01 07:43:00,
2023612,2023612,40,Delivered,25 minutes,86771,2023-01-02 21:10:00,2023-01-01 12:10:00,
2023613,2023613,18,Delivered,14 minutes,44322,2023-01-01 21:53:00,2023-01-01 14:53:00,
2023614,2023614,38,Delivered,15 minutes,9730,2023-01-03 19:58:00,2023-01-01 19:58:00,
2023615,2023615,9,Delivered,60 minutes,51183,2023-01-02 16:40:00,2023-01-01 14:40:00,
2023616,2023616,36,Delivered,49 minutes,85271,2023-01-02 23:45:00,2023-01-01 08:45:00,
2023617,2023617,40,Delivered,34 minutes,97282,2023-01-02 21:09:00,2023-01-01 09:09:00,
2023618,2023618,28,Delivered,33 minutes,32926,2023-01-02 10:47:00,2023-01-01 08:47:00,
2023619,2023619,30,Delivered,5 minutes,23323,2023-01-01 20:43:00,2023-01-01 09:43:00,
2023620,2023620,13,Delivered,45 minutes,39629,2023-01-03 01:00:00,2023-01-01 20:00:00,
2023621,2023621,1,Delivered,53 minutes,63462,2023-01-03 08:50:00,2023-01-01 09:50:00,
