OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
20236011434,2023601,3054,2,209,418,2023-01-01 08:33:00,
20236021435,2023602,2036,2,350,700,2023-01-01 07:09:00,
20236031436,2023603,4125,5,173,865,2023-01-01 08:49:00,
20236031437,2023603,4126,2,252,504,2023-01-01 08:49:00,
20236031438,2023603,4128,3,218,654,2023-01-01 08:49:00,
20236031439,2023603,4124,1,148,148,2023-01-01 08:49:00,
20236041440,2023604,1,4,156,624,2023-01-01 07:28:00,
20236051441,2023605,620,5,117,585,2023-01-01 08:50:00,
20236051442,2023605,619,2,171,342,2023-01-01 08:50:00,
20236061443,2023606,2061,3,196,588,2023-01-01 09:16:00,
20236061444,2023606,2063,3,201,603,2023-01-01 09:16:00,
20236061445,2023606,2062,4,196,784,2023-01-01 09:16:00,
20236071446,2023607,4046,1,124,124,2023-01-01 09:38:00,
20236071447,2023607,4047,5,115,575,2023-01-01 09:38:00,
20236071448,2023607,4048,4,205,820,2023-01-01 09:38:00,
20236071449,2023607,4045,2,169,338,2023-01-01 09:38:00,
20236071450,2023607,4049,5,224,1120,2023-01-01 09:38:00,
20236081451,2023608,1770,1,218,218,2023-01-01 13:11:00,
20236081452,2023608,1769,3,198,594,2023-01-01 13:11:00,
20236081453,2023608,1768,2,242,484,2023-01-01 13:11:00,
20236091454,2023609,1151,3,112,336,2023-01-01 07:13:00,
20236091455,2023609,1155,2,184,368,2023-01-01 07:13:00,
20236091456,2023609,1152,3,141,423,2023-01-01 07:13:00,
20236091457,2023609,1154,2,139,278,2023-01-01 07:13:00,
20236091458,2023609,1153,5,142,710,2023-01-01 07:13:00,
20236101459,2023610,2154,5,434,2170,2023-01-01 07:00:00,
20236101460,2023610,2156,2,328,656,2023-01-01 07:00:00,
20236101461,2023610,2155,4,167,668,2023-01-01 07:00:00,
20236111462,2023611,1871,2,294,588,2023-01-01 07:43:00,
20236111463,2023611,1869,4,167,668,2023-01-01 07:43:00,
20236111464,2023611,1872,2,247,494,2023-01-01 07:43:00,
20236111465,2023611,1870,5,232,1160,2023-01-01 07:43:00,
20236121466,2023612,2670,1,136,136,2023-01-01 12:10:00,
20236121467,2023612,2672,4,190,760,2023-01-01 12:10:00,
20236131468,2023613,1897,1,134,134,2023-01-01 14:53:00,
20236131469,2023613,1899,1,237,237,2023-01-01 14:53:00,
20236131470,2023613,1898,4,502,2008,2023-01-01 14:53:00,
20236141471,2023614,2226,5,224,1120,2023-01-01 19:58:00,
20236141472,2023614,2223,1,134,134,2023-01-01 19:58:00,
20236141473,2023614,2224,2,143,286,2023-01-01 19:58:00,
20236151474,2023615,1255,4,207,828,2023-01-01 14:40:00,
20236151475,2023615,1253,1,191,191,2023-01-01 14:40:00,
20236151476,2023615,1252,2,123,246,2023-01-01 14:40:00,
20236151477,2023615,1251,3,127,381,2023-01-01 14:40:00,
20236151478,2023615,1254,3,127,381,2023-01-01 14:40:00,
20236161479,2023616,4646,5,136,680,2023-01-01 08:45:00,
20236161480,2023616,4647,3,139,417,2023-01-01 08:45:00,
20236161481,2023616,4645,2,246,492,2023-01-01 08:45:00,
20236171482,2023617,1914,3,146,438,2023-01-01 09:09:00,
20236171483,2023617,1912,3,222,666,2023-01-01 09:09:00,
20236171484,2023617,1913,5,190,950,2023-01-01 09:09:00,
20236181485,2023618,2687,4,106,424,2023-01-01 08:47:00,
20236191486,2023619,2990,4,389,1556,2023-01-01 09:43:00,
20236191487,2023619,2988,5,150,750,2023-01-01 09:43:00,
20236191488,2023619,2989,2,144,288,2023-01-01 09:43:00,
20236201489,2023620,2997,2,238,476,2023-01-01 20:00:00,
20236211490,2023621,2549,1,205,205,2023-01-01 09:50:00,
20236211491,2023621,2548,3,228,684,2023-01-01 09:50:00,
20236221492,2023622,3263,2,248,496,2023-01-01 08:01:00,
20236231493,2023623,4283,3,214,642,2023-01-01 14:07:00,
20236231494,2023623,4279,5,615,3075,2023-01-01 14:07:00,
20236231495,2023623,4280,2,236,472,2023-01-01 14:07:00,
20236231496,2023623,4281,5,222,1110,2023-01-01 14:07:00,
20236231497,2023623,4282,3,503,1509,2023-01-01 14:07:00,
20236241498,2023624,539,3,361,1083,2023-01-01 09:58:00,
20236241499,2023624,540,4,104,416,2023-01-01 09:58:00,
20236251500,2023625,3771,2,35,70,2023-01-01 07:03:00,
20236251501,2023625,3773,5,142,710,2023-01-01 07:03:00,
20236261502,2023626,531,5,691,3455,2023-01-01 19:08:00,
20236261503,2023626,533,3,132,396,2023-01-01 19:08:00,
20236271504,2023627,315,2,114,228,2023-01-01 19:11:00,
20236271505,2023627,314,2,118,236,2023-01-01 19:11:00,
20236271506,2023627,316,1,190,190,2023-01-01 19:11:00,
20236271507,2023627,313,1,258,258,2023-01-01 19:11:00,
20236281508,2023628,4680,3,360,1080,2023-01-01 09:50:00,
20236281509,2023628,4679,3,144,432,2023-01-01 09:50:00,
20236291510,2023629,2825,2,60,120,2023-01-01 07:38:00,
20236301511,2023630,3209,1,168,168,2023-01-01 08:12:00,
20236311512,2023631,229,5,108,540,2023-01-01 07:14:00,
20236311513,2023631,227,2,110,220,2023-01-01 07:14:00,
20236311514,2023631,228,1,194,194,2023-01-01 07:14:00,
20236321515,2023632,551,1,600,600,2023-01-01 12:30:00,
20236331516,2023633,3548,1,132,132,2023-01-01 13:02:00,
20236331517,2023633,3550,2,165,330,2023-01-01 13:02:00,
20236331518,2023633,3549,5,149,745,2023-01-01 13:02:00,
20236341519,2023634,2930,3,169,507,2023-01-01 08:35:00,
20236341520,2023634,2931,3,153,459,2023-01-01 08:35:00,
20236341521,2023634,2932,3,173,519,2023-01-01 08:35:00,
20236351522,2023635,1443,3,108,324,2023-01-01 09:45:00,
20236351523,2023635,1441,1,213,213,2023-01-01 09:45:00,
20236351524,2023635,1442,2,180,360,2023-01-01 09:45:00,
20236351525,2023635,1439,3,364,1092,2023-01-01 09:45:00,
20236351526,2023635,1440,1,169,169,2023-01-01 09:45:00,
20236361527,2023636,2761,2,97,194,2023-01-01 08:21:00,
20236361528,2023636,2759,4,221,884,2023-01-01 08:21:00,
20236361529,2023636,2758,3,80,240,2023-01-01 08:21:00,
20236361530,2023636,2760,3,248,744,2023-01-01 08:21:00,
20236371531,2023637,2577,5,334,1670,2023-01-01 09:58:00,
20236371532,2023637,2578,4,322,1288,2023-01-01 09:58:00,
20236371533,2023637,2579,2,215,430,2023-01-01 09:58:00,
20236381534,2023638,3361,5,137,685,2023-01-01 07:41:00,
20236381535,2023638,3362,1,665,665,2023-01-01 07:41:00,
20236391536,2023639,3672,3,415,1245,2023-01-01 08:28:00,
20236391537,2023639,3674,1,216,216,2023-01-01 08:28:00,
20236391538,2023639,3670,2,562,1124,2023-01-01 08:28:00,
20236391539,2023639,3673,2,160,320,2023-01-01 08:28:00,
20236391540,2023639,3671,3,166,498,2023-01-01 08:28:00,
20236401541,2023640,2645,1,309,309,2023-01-01 08:21:00,
20236401542,2023640,2641,2,159,318,2023-01-01 08:21:00,
20236401543,2023640,2644,3,334,1002,2023-01-01 08:21:00,
20236411544,2023641,2265,5,195,975,2023-01-01 07:10:00,
20236411545,2023641,2264,5,248,1240,2023-01-01 07:10:00,
20236421546,2023642,1443,5,108,540,2023-01-01 08:10:00,
20236421547,2023642,1440,2,169,338,2023-01-01 08:10:00,
20236431548,2023643,3847,4,289,1156,2023-01-01 08:47:00,
20236441549,2023644,1191,4,158,632,2023-01-01 19:33:00,
20236451550,2023645,3432,5,156,780,2023-01-01 14:54:00,
20236451551,2023645,3434,1,120,120,2023-01-01 14:54:00,
20236451552,2023645,3435,4,123,492,2023-01-01 14:54:00,
20236451553,2023645,3433,3,220,660,2023-01-01 14:54:00,
20236451554,2023645,3431,3,166,498,2023-01-01 14:54:00,
20236461555,2023646,3782,1,198,198,2023-01-01 07:33:00,
20236461556,2023646,3784,3,198,594,2023-01-01 07:33:00,
20236461557,2023646,3783,2,679,1358,2023-01-01 07:33:00,
20236471558,2023647,4644,5,278,1390,2023-01-01 09:52:00,
20236481559,2023648,1807,4,687,2748,2023-01-01 20:51:00,
20236481560,2023648,1806,4,573,2292,2023-01-01 20:51:00,
20236481561,2023648,1803,2,259,518,2023-01-01 20:51:00,
20236481562,2023648,1804,3,359,1077,2023-01-01 20:51:00,
20236481563,2023648,1805,5,197,985,2023-01-01 20:51:00,
20236491564,2023649,3410,3,160,480,2023-01-01 12:44:00,
20236491565,2023649,3412,2,137,274,2023-01-01 12:44:00,
20236491566,2023649,3409,1,209,209,2023-01-01 12:44:00,
20236491567,2023649,3411,2,189,378,2023-01-01 12:44:00,
20236501568,2023650,3649,1,432,432,2023-01-01 09:35:00,
20236511569,2023651,2859,3,111,333,2023-01-01 07:38:00,
20236511570,2023651,2860,2,103,206,2023-01-01 07:38:00,
20236511571,2023651,2861,2,220,440,2023-01-01 07:38:00,
20236521572,2023652,1328,2,43,86,2023-01-01 19:59:00,
20236521573,2023652,1326,5,197,985,2023-01-01 19:59:00,
20236521574,2023652,1325,2,186,372,2023-01-01 19:59:00,
20236521575,2023652,1327,5,107,535,2023-01-01 19:59:00,
20236531576,2023653,3846,2,105,210,2023-01-01 07:45:00,
20236531577,2023653,3845,4,290,1160,2023-01-01 07:45:00,
20236531578,2023653,3843,1,380,380,2023-01-01 07:45:00,
20236531579,2023653,3844,3,366,1098,2023-01-01 07:45:00,
20236531580,2023653,3842,4,346,1384,2023-01-01 07:45:00,
20236541581,2023654,2856,5,99,495,2023-01-01 09:31:00,
20236541582,2023654,2855,4,158,632,2023-01-01 09:31:00,
20236551583,2023655,893,5,510,2550,2023-01-01 09:08:00,
20236551584,2023655,890,1,528,528,2023-01-01 09:08:00,
20236551585,2023655,894,5,587,2935,2023-01-01 09:08:00,
20236551586,2023655,891,1,477,477,2023-01-01 09:08:00,
20236561587,2023656,1111,1,138,138,2023-01-01 07:30:00,
20236561588,2023656,1112,2,160,320,2023-01-01 07:30:00,
20236561589,2023656,1110,1,375,375,2023-01-01 07:30:00,
20236571590,2023657,3954,3,77,231,2023-01-01 09:59:00,
20236581591,2023658,276,4,132,528,2023-01-01 14:04:00,
20236581592,2023658,275,1,217,217,2023-01-01 14:04:00,
20236591593,2023659,592,1,242,242,2023-01-01 09:38:00,
20236591594,2023659,591,4,80,320,2023-01-01 09:38:00,
20236601595,2023660,1943,4,102,408,2023-01-01 07:15:00,
20236601596,2023660,1944,4,250,1000,2023-01-01 07:15:00,
20236601597,2023660,1942,3,218,654,2023-01-01 07:15:00,
20236611598,2023661,2415,4,159,636,2023-01-01 13:41:00,
20236611599,2023661,2416,5,230,1150,2023-01-01 13:41:00,
