DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20231401,20231401,29,Delivered,5 minutes,34011,2023-01-03 10:52:00,2023-01-01 13:52:00,
20231402,20231402,31,Canceled,37 minutes,90117,2023-01-03 06:28:00,2023-01-01 07:28:00,
20231403,20231403,27,Delivered,37 minutes,22418,2023-01-02 08:43:00,2023-01-01 14:43:00,
20231404,20231404,6,Delivered,30 minutes,82733,2023-01-03 05:09:00,2023-01-01 07:09:00,
20231405,20231405,24,Delivered,34 minutes,6491,2023-01-03 07:09:00,2023-01-01 19:09:00,
20231406,20231406,35,Delivered,46 minutes,22366,2023-01-02 00:19:00,2023-01-01 08:19:00,
20231407,20231407,8,Delivered,30 minutes,1119,2023-01-01 10:27:00,2023-01-01 07:27:00,
20231408,20231408,17,Delivered,16 minutes,59693,2023-01-01 21:04:00,2023-01-01 08:04:00,
20231409,20231409,10,Delivered,44 minutes,13678,2023-01-02 22:11:00,2023-01-01 08:11:00,
20231410,20231410,32,Delivered,57 minutes,40724,2023-01-03 01:20:00,2023-01-01 13:20:00,
20231411,20231411,22,Delivered,29 minutes,69737,2023-01-02 00:54:00,2023-01-01 08:54:00,
20231412,20231412,14,Delivered,54 minutes,81898,2023-01-03 03:29:00,2023-01-01 07:29:00,
20231413,20231413,12,Delivered,22 minutes,89964,2023-01-02 04:56:00,2023-01-01 08:56:00,
20231414,20231414,34,Delivered,15 minutes,89799,2023-01-02 22:20:00,2023-01-01 07:20:00,
20231415,20231415,21,Delivered,48 minutes,20756,2023-01-01 13:32:00,2023-01-01 07:32:00,
20231416,20231416,26,Delivered,42 minutes,24503,2023-01-01 19:29:00,2023-01-01 08:29:00,
20231417,20231417,34,Delivered,59 minutes,2329,2023-01-02 05:28:00,2023-01-01 07:28:00,
20231418,20231418,26,Delivered,36 minutes,89276,2023-01-02 11:03:00,2023-01-01 07:03:00,
20231419,20231419,10,Delivered,55 minutes,46338,2023-01-01 22:01:00,2023-01-01 07:01:00,
20231420,20231420,11,Delivered,34 minutes,52324,2023-01-02 13:52:00,2023-01-01 14:52:00,
20231421,20231421,24,Delivered,42 minutes,27925,2023-01-01 12:19:00,2023-01-01 08:19:00,
20231422,20231422,3,Delivered,33 minutes,11926,2023-01-01 12:06:00,2023-01-01 07:06:00,
20231423,20231423,34,Delivered,21 minutes,92870,2023-01-02 09:56:00,2023-01-01 13:56:00,
20231424,20231424,19,Delivered,11 minutes,89273,2023-01-02 17:06:00,2023-01-01 08:06:00,
20231425,20231425,12,Delivered,28 minutes,28074,2023-01-01 16:34:00,2023-01-01 12:34:00,
20231426,20231426,23,Delivered,59 minutes,91049,2023-01-02 22:44:00,2023-01-01 09:44:00,
20231427,20231427,11,Delivered,58 minutes,57731,2023-01-03 03:23:00,2023-01-01 19:23:00,
20231428,20231428,34,Delivered,37 minutes,38418,2023-01-02 15:24:00,2023-01-01 09:24:00,
20231429,20231429,36,Delivered,21 minutes,18517,2023-01-03 11:35:00,2023-01-01 20:35:00,
20231430,20231430,40,Delivered,32 minutes,83667,2023-01-03 11:35:00,2023-01-01 12:35:00,
20231431,20231431,17,Delivered,13 minutes,73781,2023-01-02 20:12:00,2023-01-01 09:12:00,
20231432,20231432,40,Delivered,55 minutes,95285,2023-01-01 10:44:00,2023-01-01 08:44:00,
20231433,20231433,31,Delivered,23 minutes,72697,2023-01-02 10:13:00,2023-01-01 14:13:00,
20231434,20231434,4,Delivered,9 minutes,75215,2023-01-01 17:43:00,2023-01-01 08:43:00,
20231435,20231435,31,Delivered,34 minutes,83841,2023-01-02 08:10:00,2023-01-01 09:10:00,
20231436,20231436,2,Delivered,52 minutes,97814,2023-01-03 07:07:00,2023-01-01 09:07:00,
20231437,20231437,8,Delivered,43 minutes,4836,2023-01-02 23:05:00,2023-01-01 13:05:00,
20231438,20231438,16,Delivered,11 minutes,79260,2023-01-03 17:15:00,2023-01-01 20:15:00,
20231439,20231439,34,Delivered,29 minutes,49156,2023-01-02 01:42:00,2023-01-01 09:42:00,
20231440,20231440,18,Delivered,20 minutes,59533,2023-01-01 23:34:00,2023-01-01 20:34:00,
20231441,20231441,2,Delivered,42 minutes,1815,2023-01-02 04:38:00,2023-01-01 07:38:00,
20231442,20231442,37,Delivered,6 minutes,51854,2023-01-01 20:21:00,2023-01-01 12:21:00,
20231443,20231443,20,Delivered,8 minutes,55922,2023-01-01 18:44:00,2023-01-01 07:44:00,
20231444,20231444,10,Delivered,21 minutes,87935,2023-01-02 10:57:00,2023-01-01 09:57:00,
20231445,20231445,3,Delivered,10 minutes,59622,2023-01-01 20:05:00,2023-01-01 09:05:00,
20231446,20231446,5,Delivered,27 minutes,71726,2023-01-02 06:28:00,2023-01-01 08:28:00,
20231447,20231447,40,Delivered,5 minutes,71804,2023-01-03 02:48:00,2023-01-01 12:48:00,
20231448,20231448,31,Delivered,11 minutes,44513,2023-01-02 07:36:00,2023-01-01 13:36:00,
20231449,20231449,9,Delivered,28 minutes,64927,2023-01-02 12:34:00,2023-01-01 09:34:00,
20231450,20231450,17,Delivered,21 minutes,22392,2023-01-02 17:26:00,2023-01-01 07:26:00,
20231451,20231451,17,Delivered,14 minutes,82633,2023-01-02 12:45:00,2023-01-01 09:45:00,
20231452,20231452,11,Delivered,60 minutes,11200,2023-01-02 16:41:00,2023-01-01 13:41:00,
20231453,20231453,29,Delivered,49 minutes,23069,2023-01-02 12:53:00,2023-01-01 20:53:00,
20231454,20231454,36,Delivered,32 minutes,46326,2023-01-01 22:13:00,2023-01-01 07:13:00,
20231455,20231455,35,Delivered,57 minutes,26655,2023-01-02 07:55:00,2023-01-01 08:55:00,
20231456,20231456,5,Delivered,48 minutes,23941,2023-01-02 12:03:00,2023-01-01 08:03:00,
20231457,20231457,4,Delivered,19 minutes,38728,2023-01-02 16:04:00,2023-01-01 08:04:00,
20231458,20231458,13,Delivered,54 minutes,15263,2023-01-03 02:29:00,2023-01-01 09:29:00,
20231459,20231459,29,Delivered,21 minutes,23208,2023-01-02 09:08:00,2023-01-01 09:08:00,
20231460,20231460,19,Delivered,38 minutes,72020,2023-01-03 05:44:00,2023-01-01 08:44:00,
20231461,20231461,23,Delivered,9 minutes,48529,2023-01-02 04:17:00,2023-01-01 12:17:00,
20231462,20231462,13,Delivered,40 minutes,1096,2023-01-02 01:13:00,2023-01-01 07:13:00,
20231463,20231463,15,Delivered,44 minutes,88958,2023-01-01 12:10:00,2023-01-01 07:10:00,
20231464,20231464,20,Delivered,31 minutes,31340,2023-01-02 23:04:00,2023-01-01 08:04:00,
20231465,20231465,11,Delivered,30 minutes,6479,2023-01-03 12:35:00,2023-01-01 20:35:00,
20231466,20231466,1,Delivered,26 minutes,39958,2023-01-03 01:05:00,2023-01-01 08:05:00,
20231467,20231467,20,Delivered,52 minutes,7553,2023-01-01 20:26:00,2023-01-01 08:26:00,
