DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20232301,20232301,19,Delivered,59 minutes,28843,2023-01-03 21:15:00,2023-01-02 07:15:00,
20232302,20232302,2,Delivered,37 minutes,21550,2023-01-03 13:47:00,2023-01-02 09:47:00,
20232303,20232303,13,Delivered,35 minutes,26305,2023-01-03 13:43:00,2023-01-02 09:43:00,
20232304,20232304,9,Delivered,9 minutes,67901,2023-01-03 04:32:00,2023-01-02 14:32:00,
20232305,20232305,27,Delivered,41 minutes,24782,2023-01-03 06:27:00,2023-01-02 09:27:00,
20232306,20232306,12,Returned,50 minutes,87282,2023-01-03 10:40:00,2023-01-02 19:40:00,
20232307,20232307,22,Delivered,45 minutes,61156,2023-01-02 12:04:00,2023-01-02 07:04:00,
20232308,20232308,39,Delivered,56 minutes,58375,2023-01-03 00:54:00,2023-01-02 08:54:00,
20232309,20232309,33,Delivered,57 minutes,30907,2023-01-04 02:27:00,2023-01-02 19:27:00,
20232310,20232310,18,Delivered,8 minutes,79144,2023-01-03 10:33:00,2023-01-02 13:33:00,
20232311,20232311,13,Delivered,44 minutes,29676,2023-01-03 16:41:00,2023-01-02 07:41:00,
20232312,20232312,8,Abandoned,8 minutes,46810,2023-01-04 06:13:00,2023-01-02 12:13:00,
20232313,20232313,20,Delivered,16 minutes,58146,2023-01-03 16:09:00,2023-01-02 14:09:00,
20232314,20232314,19,Delivered,7 minutes,70606,2023-01-02 15:19:00,2023-01-02 08:19:00,
20232315,20232315,31,Delivered,17 minutes,46452,2023-01-03 13:27:00,2023-01-02 14:27:00,
20232316,20232316,35,Delivered,22 minutes,7222,2023-01-02 14:56:00,2023-01-02 09:56:00,
20232317,20232317,4,Delivered,60 minutes,38627,2023-01-02 09:54:00,2023-01-02 07:54:00,
20232318,20232318,9,Delivered,48 minutes,71370,2023-01-04 08:51:00,2023-01-02 09:51:00,
20232319,20232319,14,Delivered,30 minutes,60941,2023-01-04 03:34:00,2023-01-02 08:34:00,
20232320,20232320,19,Delivered,12 minutes,21152,2023-01-03 08:44:00,2023-01-02 13:44:00,
20232321,20232321,27,Delivered,6 minutes,3585,2023-01-02 10:08:00,2023-01-02 09:08:00,
20232322,20232322,4,Delivered,37 minutes,10927,2023-01-03 00:02:00,2023-01-02 14:02:00,
20232323,20232323,32,Delivered,42 minutes,87326,2023-01-04 06:44:00,2023-01-02 09:44:00,
20232324,20232324,3,Delivered,50 minutes,51718,2023-01-03 04:07:00,2023-01-02 19:07:00,
20232325,20232325,15,Delivered,33 minutes,77264,2023-01-03 18:54:00,2023-01-02 09:54:00,
20232326,20232326,27,Delivered,34 minutes,29695,2023-01-02 15:43:00,2023-01-02 07:43:00,
20232327,20232327,30,Delivered,54 minutes,45715,2023-01-03 14:37:00,2023-01-02 09:37:00,
20232328,20232328,1,Delivered,8 minutes,60066,2023-01-03 15:39:00,2023-01-02 20:39:00,
20232329,20232329,26,Delivered,49 minutes,33315,2023-01-03 20:36:00,2023-01-02 14:36:00,
20232330,20232330,35,Delivered,5 minutes,28354,2023-01-03 03:50:00,2023-01-02 13:50:00,
20232331,20232331,3,Delivered,35 minutes,2479,2023-01-03 18:13:00,2023-01-02 07:13:00,
20232332,20232332,29,Delivered,18 minutes,72636,2023-01-04 07:47:00,2023-01-02 20:47:00,
20232333,20232333,39,Delivered,59 minutes,64603,2023-01-03 03:39:00,2023-01-02 14:39:00,
20232334,20232334,14,Delivered,60 minutes,36679,2023-01-02 17:03:00,2023-01-02 07:03:00,
20232335,20232335,18,Delivered,32 minutes,67262,2023-01-03 09:44:00,2023-01-02 07:44:00,
20232336,20232336,7,Delivered,16 minutes,67740,2023-01-03 21:35:00,2023-01-02 14:35:00,
20232337,20232337,35,Delivered,54 minutes,99507,2023-01-02 16:06:00,2023-01-02 08:06:00,
20232338,20232338,25,Delivered,35 minutes,33442,2023-01-03 01:12:00,2023-01-02 20:12:00,
20232339,20232339,39,Delivered,42 minutes,90000,2023-01-04 02:17:00,2023-01-02 12:17:00,
20232340,20232340,40,Delivered,29 minutes,54707,2023-01-03 04:56:00,2023-01-02 14:56:00,
20232341,20232341,34,Delivered,47 minutes,47166,2023-01-02 20:15:00,2023-01-02 09:15:00,
20232342,20232342,33,Delivered,38 minutes,26232,2023-01-03 08:52:00,2023-01-02 07:52:00,
20232343,20232343,38,Delivered,6 minutes,95216,2023-01-03 23:58:00,2023-01-02 07:58:00,
20232344,20232344,2,Delivered,46 minutes,68765,2023-01-02 15:42:00,2023-01-02 08:42:00,
20232345,20232345,39,Delivered,23 minutes,50915,2023-01-03 22:20:00,2023-01-02 07:20:00,
20232346,20232346,39,Delivered,36 minutes,10397,2023-01-03 19:14:00,2023-01-02 08:14:00,
20232347,20232347,1,Delivered,27 minutes,31294,2023-01-04 06:19:00,2023-01-02 09:19:00,
20232348,20232348,14,Delivered,56 minutes,33252,2023-01-03 09:48:00,2023-01-02 19:48:00,
20232349,20232349,8,Delivered,49 minutes,95679,2023-01-02 17:40:00,2023-01-02 12:40:00,
20232350,20232350,39,Delivered,5 minutes,54070,2023-01-02 21:56:00,2023-01-02 09:56:00,
20232351,20232351,31,Delivered,8 minutes,63963,2023-01-03 12:23:00,2023-01-02 07:23:00,
20232352,20232352,14,Delivered,56 minutes,32359,2023-01-03 22:48:00,2023-01-02 08:48:00,
20232353,20232353,37,Delivered,37 minutes,7583,2023-01-02 18:35:00,2023-01-02 07:35:00,
20232354,20232354,26,Delivered,58 minutes,85004,2023-01-03 06:25:00,2023-01-02 08:25:00,
20232355,20232355,30,Delivered,45 minutes,36812,2023-01-03 23:59:00,2023-01-02 09:59:00,
20232356,20232356,9,Delivered,60 minutes,6255,2023-01-03 11:57:00,2023-01-02 07:57:00,
20232357,20232357,19,Delivered,7 minutes,88432,2023-01-03 07:27:00,2023-01-02 08:27:00,
20232358,20232358,24,Delivered,57 minutes,36150,2023-01-02 16:51:00,2023-01-02 14:51:00,
20232359,20232359,34,Delivered,20 minutes,68105,2023-01-04 04:25:00,2023-01-02 07:25:00,
20232360,20232360,11,Delivered,5 minutes,18773,2023-01-03 01:30:00,2023-01-02 14:30:00,
