DeliveryID,OrderID,DeliveryAgentID,DeliveryStatus,EstimatedTime,DeliveryAddress,DeliveryDate,CreatedDate,ModifiedDate
20232901,20232901,18,Delivered,26 minutes,32026,2023-01-03 20:07:00,2023-01-02 07:07:00,
20232902,20232902,1,Delivered,60 minutes,75604,2023-01-02 21:50:00,2023-01-02 14:50:00,
20232903,20232903,14,Delivered,47 minutes,43297,2023-01-02 23:34:00,2023-01-02 07:34:00,
20232904,20232904,9,Delivered,55 minutes,7357,2023-01-03 13:38:00,2023-01-02 20:38:00,
20232905,20232905,6,Delivered,14 minutes,60820,2023-01-03 01:13:00,2023-01-02 09:13:00,
20232906,20232906,35,Delivered,41 minutes,31245,2023-01-02 19:00:00,2023-01-02 09:00:00,
20232907,20232907,29,Delivered,27 minutes,2421,2023-01-04 03:01:00,2023-01-02 20:01:00,
20232908,20232908,11,Delivered,34 minutes,46208,2023-01-03 01:30:00,2023-01-02 08:30:00,
20232909,20232909,26,Delivered,51 minutes,52989,2023-01-02 20:49:00,2023-01-02 07:49:00,
20232910,20232910,2,Delivered,51 minutes,70018,2023-01-02 17:34:00,2023-01-02 07:34:00,
20232911,20232911,26,Delivered,51 minutes,21670,2023-01-04 06:40:00,2023-01-02 09:40:00,
20232912,20232912,2,Delivered,32 minutes,4071,2023-01-03 21:16:00,2023-01-02 12:16:00,
20232913,20232913,36,Delivered,41 minutes,64601,2023-01-03 16:43:00,2023-01-02 07:43:00,
20232914,20232914,14,Delivered,48 minutes,76601,2023-01-03 21:11:00,2023-01-02 20:11:00,
20232915,20232915,23,Delivered,20 minutes,56451,2023-01-04 03:53:00,2023-01-02 14:53:00,
20232916,20232916,35,Delivered,6 minutes,56650,2023-01-03 00:31:00,2023-01-02 09:31:00,
20232917,20232917,7,Delivered,5 minutes,80289,2023-01-03 00:20:00,2023-01-02 07:20:00,
20232918,20232918,18,Delivered,28 minutes,1562,2023-01-04 20:43:00,2023-01-02 20:43:00,
20232919,20232919,22,Delivered,36 minutes,888,2023-01-02 17:55:00,2023-01-02 07:55:00,
20232920,20232920,18,Delivered,36 minutes,76299,2023-01-04 00:57:00,2023-01-02 12:57:00,
20232921,20232921,11,Delivered,20 minutes,84431,2023-01-03 10:03:00,2023-01-02 12:03:00,
20232922,20232922,36,Delivered,16 minutes,33352,2023-01-02 23:53:00,2023-01-02 09:53:00,
20232923,20232923,7,Delivered,40 minutes,45743,2023-01-02 23:22:00,2023-01-02 13:22:00,
20232924,20232924,27,Delivered,30 minutes,92362,2023-01-02 19:32:00,2023-01-02 14:32:00,
20232925,20232925,5,Delivered,55 minutes,92849,2023-01-03 09:52:00,2023-01-02 19:52:00,
20232926,20232926,19,Delivered,11 minutes,2220,2023-01-03 19:48:00,2023-01-02 13:48:00,
20232927,20232927,35,Delivered,36 minutes,47588,2023-01-02 23:22:00,2023-01-02 09:22:00,
20232928,20232928,20,Delivered,13 minutes,5455,2023-01-03 18:37:00,2023-01-02 07:37:00,
20232929,20232929,9,Delivered,47 minutes,84216,2023-01-02 20:16:00,2023-01-02 13:16:00,
20232930,20232930,37,Delivered,17 minutes,46546,2023-01-04 09:12:00,2023-01-02 12:12:00,
20232931,20232931,10,Delivered,60 minutes,42243,2023-01-03 13:00:00,2023-01-02 08:00:00,
20232932,20232932,19,Delivered,47 minutes,71315,2023-01-04 00:58:00,2023-01-02 07:58:00,
20232933,20232933,21,Delivered,47 minutes,11290,2023-01-04 04:25:00,2023-01-02 12:25:00,
20232934,20232934,29,Delivered,57 minutes,52658,2023-01-02 10:07:00,2023-01-02 08:07:00,
20232935,20232935,15,Delivered,30 minutes,73768,2023-01-02 22:45:00,2023-01-02 09:45:00,
20232936,20232936,22,Delivered,14 minutes,82941,2023-01-02 17:27:00,2023-01-02 08:27:00,
20232937,20232937,1,Delivered,8 minutes,70784,2023-01-02 13:28:00,2023-01-02 07:28:00,
20232938,20232938,28,Delivered,10 minutes,38168,2023-01-03 19:42:00,2023-01-02 14:42:00,
20232939,20232939,31,Delivered,47 minutes,44400,2023-01-03 17:01:00,2023-01-02 07:01:00,
20232940,20232940,23,Delivered,41 minutes,1202,2023-01-02 17:32:00,2023-01-02 09:32:00,
20232941,20232941,12,Delivered,7 minutes,64684,2023-01-04 05:06:00,2023-01-02 08:06:00,
