OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
202329017136,20232901,564,1,137,137,2023-01-02 07:07:00,
202329017137,20232901,565,4,129,516,2023-01-02 07:07:00,
202329017138,20232901,563,1,327,327,2023-01-02 07:07:00,
202329017139,20232901,566,5,305,1525,2023-01-02 07:07:00,
202329027140,20232902,475,2,539,1078,2023-01-02 14:50:00,
202329027141,20232902,476,3,536,1608,2023-01-02 14:50:00,
202329037142,20232903,2592,5,175,875,2023-01-02 07:34:00,
202329037143,20232903,2590,3,123,369,2023-01-02 07:34:00,
202329047144,20232904,3199,3,551,1653,2023-01-02 20:38:00,
202329047145,20232904,3201,4,134,536,2023-01-02 20:38:00,
202329047146,20232904,3198,5,130,650,2023-01-02 20:38:00,
202329047147,20232904,3200,1,383,383,2023-01-02 20:38:00,
202329047148,20232904,3197,5,664,3320,2023-01-02 20:38:00,
202329057149,20232905,2084,2,682,1364,2023-01-02 09:13:00,
202329057150,20232905,2086,3,223,669,2023-01-02 09:13:00,
202329057151,20232905,2085,4,307,1228,2023-01-02 09:13:00,
202329057152,20232905,2083,2,141,282,2023-01-02 09:13:00,
202329057153,20232905,2082,1,512,512,2023-01-02 09:13:00,
202329067154,20232906,1992,4,207,828,2023-01-02 09:00:00,
202329067155,20232906,1991,1,117,117,2023-01-02 09:00:00,
202329077156,20232907,1655,3,228,684,2023-01-02 20:01:00,
202329087157,20232908,849,1,402,402,2023-01-02 08:30:00,
202329087158,20232908,851,5,515,2575,2023-01-02 08:30:00,
202329087159,20232908,850,4,645,2580,2023-01-02 08:30:00,
202329097160,20232909,256,2,197,394,2023-01-02 07:49:00,
202329107161,20232910,775,3,174,522,2023-01-02 07:34:00,
202329107162,20232910,771,3,137,411,2023-01-02 07:34:00,
202329107163,20232910,772,4,248,992,2023-01-02 07:34:00,
202329107164,20232910,774,3,215,645,2023-01-02 07:34:00,
202329107165,20232910,773,3,237,711,2023-01-02 07:34:00,
202329117166,20232911,3573,1,104,104,2023-01-02 09:40:00,
202329117167,20232911,3575,1,154,154,2023-01-02 09:40:00,
202329117168,20232911,3574,1,247,247,2023-01-02 09:40:00,
202329117169,20232911,3572,3,54,162,2023-01-02 09:40:00,
202329127170,20232912,4634,4,70,280,2023-01-02 12:16:00,
202329127171,20232912,4632,4,159,636,2023-01-02 12:16:00,
202329127172,20232912,4631,5,79,395,2023-01-02 12:16:00,
202329127173,20232912,4635,1,150,150,2023-01-02 12:16:00,
202329127174,20232912,4633,2,122,244,2023-01-02 12:16:00,
202329137175,20232913,4252,4,125,500,2023-01-02 07:43:00,
202329137176,20232913,4253,2,107,214,2023-01-02 07:43:00,
202329147177,20232914,1770,5,218,1090,2023-01-02 20:11:00,
202329147178,20232914,1768,5,242,1210,2023-01-02 20:11:00,
202329147179,20232914,1769,4,198,792,2023-01-02 20:11:00,
202329157180,20232915,1991,2,117,234,2023-01-02 14:53:00,
202329157181,20232915,1992,2,207,414,2023-01-02 14:53:00,
202329167182,20232916,18,3,213,639,2023-01-02 09:31:00,
202329177183,20232917,2315,4,202,808,2023-01-02 07:20:00,
202329177184,20232917,2317,5,115,575,2023-01-02 07:20:00,
202329177185,20232917,2314,1,371,371,2023-01-02 07:20:00,
202329177186,20232917,2316,3,80,240,2023-01-02 07:20:00,
202329187187,20232918,3043,4,239,956,2023-01-02 20:43:00,
