OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,Status,PaymentMethod,CreatedDate,ModifiedDate
20232901,32026,224,2023-01-02 07:07:00,2505,Delivered,UPI,2023-01-02 07:07:00,
20232902,75604,189,2023-01-02 14:50:00,2686,Delivered,UPI,2023-01-02 14:50:00,
20232903,43297,987,2023-01-02 07:34:00,1244,Delivered,UPI,2023-01-02 07:34:00,
20232904,7357,1237,2023-01-02 20:38:00,6542,Delivered,Credit Card,2023-01-02 20:38:00,
20232905,60820,807,2023-01-02 09:13:00,4055,Delivered,Credit Card,2023-01-02 09:13:00,
20232906,31245,765,2023-01-02 09:00:00,945,Delivered,Wallet,2023-01-02 09:00:00,
20232907,2421,632,2023-01-02 20:01:00,684,Delivered,Credit Card,2023-01-02 20:01:00,
20232908,46208,332,2023-01-02 08:30:00,5557,Delivered,CoD,2023-01-02 08:30:00,
20232909,52989,109,2023-01-02 07:49:00,394,Delivered,UPI,2023-01-02 07:49:00,
20232910,70018,310,2023-01-02 07:34:00,3281,Delivered,Wallet,2023-01-02 07:34:00,
20232911,21670,1371,2023-01-02 09:40:00,667,Returned,Credit Card,2023-01-02 09:40:00,
20232912,4071,1782,2023-01-02 12:16:00,1705,Delivered,Credit Card,2023-01-02 12:16:00,
20232913,64601,1645,2023-01-02 07:43:00,714,Delivered,Credit Card,2023-01-02 07:43:00,
20232914,76601,676,2023-01-02 20:11:00,3092,Delivered,Wallet,2023-01-02 20:11:00,
20232915,56451,765,2023-01-02 14:53:00,648,Delivered,Credit Card,2023-01-02 14:53:00,
20232916,56650,7,2023-01-02 09:31:00,639,Delivered,UPI,2023-01-02 09:31:00,
20232917,80289,891,2023-01-02 07:20:00,1994,Delivered,UPI,2023-01-02 07:20:00,
20232918,1562,1181,2023-01-02 20:43:00,956,Delivered,Credit Card,2023-01-02 20:43:00,
20232919,888,1061,2023-01-02 07:55:00,1885,Delivered,Wallet,2023-01-02 07:55:00,
20232920,76299,391,2023-01-02 12:57:00,2341,Delivered,Credit Card,2023-01-02 12:57:00,
20232921,84431,581,2023-01-02 12:03:00,4433,Delivered,Credit Card,2023-01-02 12:03:00,
20232922,33352,112,2023-01-02 09:53:00,6150,Delivered,UPI,2023-01-02 09:53:00,
20232923,45743,323,2023-01-02 13:22:00,513,Delivered,UPI,2023-01-02 13:22:00,
20232924,92362,1428,2023-01-02 14:32:00,2333,Delivered,Debit Card,2023-01-02 14:32:00,
20232925,92849,112,2023-01-02 19:52:00,1130,Delivered,Wallet,2023-01-02 19:52:00,
